Hourly measurement data supplied by UK-air on 25/02/2025
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
Site Name,,"Glasgow Great Western Road",
Latitude,,55.872038,,
Longitude,,-4.270936,,
Site Type,,Urban Traffic,,
Zone,,Central Scotland,,
Agglomeration,,Glasgow Urban Area,,
Local Authority,,"Glasgow",,
Date,Time,"Nitrogen dioxide",Status
2021-06-15,24:00:00,3.45441,V ugm-3
2021-06-16,01:00:00,2.14245,V ugm-3
2021-06-16,02:00:00,1.91777,V ugm-3
2021-06-16,03:00:00,2.11636,V ugm-3
2021-06-16,04:00:00,6.83449,V ugm-3
2021-06-16,05:00:00,1.51156,V ugm-3
2021-06-16,06:00:00,8.64501,V ugm-3
2021-06-16,07:00:00,33.40455,V ugm-3
2021-06-16,08:00:00,28.70964,V ugm-3
2021-06-16,09:00:00,23.15281,V ugm-3
2021-06-16,10:00:00,12.24798,V ugm-3
2021-06-16,11:00:00,9.45962,V ugm-3
2021-06-16,12:00:00,8.45758,V ugm-3
2021-06-16,13:00:00,7.42144,V ugm-3
2021-06-16,14:00:00,7.9701,V ugm-3
2021-06-16,15:00:00,11.21411,V ugm-3
2021-06-16,16:00:00,11.37553,V ugm-3
2021-06-16,17:00:00,8.88386,V ugm-3
2021-06-16,18:00:00,7.93397,V ugm-3
2021-06-16,19:00:00,9.0685,V ugm-3
2021-06-16,20:00:00,10.80761,V ugm-3
2021-06-16,21:00:00,19.68318,V ugm-3
2021-06-16,22:00:00,29.62898,V ugm-3
2021-06-16,23:00:00,12.9288,V ugm-3
2021-06-16,24:00:00,8.74825,V ugm-3
2021-06-17,01:00:00,9.5096,V ugm-3
2021-06-17,02:00:00,5.87164,V ugm-3
2021-06-17,03:00:00,3.93803,V ugm-3
2021-06-17,04:00:00,4.64105,V ugm-3
2021-06-17,05:00:00,6.59701,V ugm-3
2021-06-17,06:00:00,14.75957,V ugm-3
2021-06-17,07:00:00,12.95174,V ugm-3
2021-06-17,08:00:00,14.99807,V ugm-3
2021-06-17,09:00:00,21.28006,V ugm-3
2021-06-17,10:00:00,23.30284,V ugm-3
2021-06-17,11:00:00,16.89326,V ugm-3
2021-06-17,12:00:00,16.29463,V ugm-3
2021-06-17,13:00:00,11.85924,V ugm-3
2021-06-17,14:00:00,21.76873,V ugm-3
2021-06-17,15:00:00,22.60284,V ugm-3
2021-06-17,16:00:00,18.68523,V ugm-3
2021-06-17,17:00:00,11.53723,V ugm-3
2021-06-17,18:00:00,12.95186,V ugm-3
2021-06-17,19:00:00,9.26275,V ugm-3
2021-06-17,20:00:00,10.27233,V ugm-3
2021-06-17,21:00:00,14.82082,V ugm-3
2021-06-17,22:00:00,8.8193,V ugm-3
2021-06-17,23:00:00,28.28081,V ugm-3
2021-06-17,24:00:00,14.78531,V ugm-3
2021-06-18,01:00:00,13.94957,V ugm-3
2021-06-18,02:00:00,23.61742,V ugm-3
2021-06-18,03:00:00,16.02761,V ugm-3
2021-06-18,04:00:00,27.57449,V ugm-3
2021-06-18,05:00:00,11.02798,V ugm-3
2021-06-18,06:00:00,14.15019,V ugm-3
2021-06-18,07:00:00,27.95324,V ugm-3
2021-06-18,08:00:00,16.42325,V ugm-3
2021-06-18,09:00:00,16.7031,V ugm-3
2021-06-18,10:00:00,12.92291,V ugm-3
2021-06-18,11:00:00,10.67805,V ugm-3
2021-06-18,12:00:00,16.41457,V ugm-3
2021-06-18,13:00:00,13.83915,V ugm-3
2021-06-18,14:00:00,10.55912,V ugm-3
2021-06-18,15:00:00,9.92654,V ugm-3
2021-06-18,16:00:00,5.73177,V ugm-3
2021-06-18,17:00:00,6.63536,V ugm-3
2021-06-18,18:00:00,7.07189,V ugm-3
2021-06-18,19:00:00,5.97883,V ugm-3
2021-06-18,20:00:00,5.62678,V ugm-3
2021-06-18,21:00:00,5.74933,V ugm-3
2021-06-18,22:00:00,7.35588,V ugm-3
2021-06-18,23:00:00,8.91321,V ugm-3
2021-06-18,24:00:00,6.74298,V ugm-3
2021-06-19,01:00:00,3.7517,V ugm-3
2021-06-19,02:00:00,3.5811,V ugm-3
2021-06-19,03:00:00,3.41014,V ugm-3
2021-06-19,04:00:00,4.24367,V ugm-3
2021-06-19,05:00:00,6.49264,V ugm-3
2021-06-19,06:00:00,7.28495,V ugm-3
2021-06-19,07:00:00,8.80645,V ugm-3
2021-06-19,08:00:00,11.21713,V ugm-3
2021-06-19,09:00:00,10.76049,V ugm-3
2021-06-19,10:00:00,16.82221,V ugm-3
2021-06-19,11:00:00,17.54384,V ugm-3
2021-06-19,12:00:00,17.95554,V ugm-3
2021-06-19,13:00:00,9.75835,V ugm-3
2021-06-19,14:00:00,17.06262,V ugm-3
2021-06-19,15:00:00,19.53643,V ugm-3
2021-06-19,16:00:00,24.27901,V ugm-3
2021-06-19,17:00:00,19.78154,V ugm-3
2021-06-19,18:00:00,18.80935,V ugm-3
2021-06-19,19:00:00,19.20709,V ugm-3
2021-06-19,20:00:00,14.98533,V ugm-3
2021-06-19,21:00:00,11.66834,V ugm-3
2021-06-19,22:00:00,11.43117,V ugm-3
2021-06-19,23:00:00,13.45637,V ugm-3
2021-06-19,24:00:00,9.82408,V ugm-3
2021-06-20,01:00:00,8.53455,V ugm-3
2021-06-20,02:00:00,7.22439,V ugm-3
2021-06-20,03:00:00,7.60635,V ugm-3
2021-06-20,04:00:00,8.12487,V ugm-3
2021-06-20,05:00:00,6.67044,V ugm-3
2021-06-20,06:00:00,9.24351,V ugm-3
2021-06-20,07:00:00,8.64747,V ugm-3
2021-06-20,08:00:00,7.94207,V ugm-3
2021-06-20,09:00:00,10.7667,V ugm-3
2021-06-20,10:00:00,10.79697,V ugm-3
2021-06-20,11:00:00,20.96758,V ugm-3
2021-06-20,12:00:00,19.14616,V ugm-3
2021-06-20,13:00:00,16.81124,V ugm-3
2021-06-20,14:00:00,20.82899,V ugm-3
2021-06-20,15:00:00,13.42242,V ugm-3
2021-06-20,16:00:00,18.09063,V ugm-3
2021-06-20,17:00:00,17.18966,V ugm-3
2021-06-20,18:00:00,19.08819,V ugm-3
2021-06-20,19:00:00,18.82531,V ugm-3
2021-06-20,20:00:00,16.93659,V ugm-3
2021-06-20,21:00:00,18.07424,V ugm-3
2021-06-20,22:00:00,13.68431,V ugm-3
2021-06-20,23:00:00,13.09031,V ugm-3
2021-06-20,24:00:00,10.95772,V ugm-3
2021-06-21,01:00:00,5.89743,V ugm-3
2021-06-21,02:00:00,2.86317,V ugm-3
2021-06-21,03:00:00,2.97089,V ugm-3
2021-06-21,04:00:00,3.08917,V ugm-3
2021-06-21,05:00:00,6.21293,V ugm-3
2021-06-21,06:00:00,6.47426,V ugm-3
2021-06-21,07:00:00,10.74179,V ugm-3
2021-06-21,08:00:00,25.60723,V ugm-3
2021-06-21,09:00:00,18.12909,V ugm-3
2021-06-21,10:00:00,9.07917,V ugm-3
2021-06-21,11:00:00,16.62987,V ugm-3
2021-06-21,12:00:00,21.74496,V ugm-3
2021-06-21,13:00:00,18.81871,V ugm-3
2021-06-21,14:00:00,20.92369,V ugm-3
2021-06-21,15:00:00,23.81356,V ugm-3
2021-06-21,16:00:00,10.00492,V ugm-3
2021-06-21,17:00:00,5.12721,V ugm-3
2021-06-21,18:00:00,4.71856,V ugm-3
2021-06-21,19:00:00,3.91246,V ugm-3
2021-06-21,20:00:00,7.18909,V ugm-3
2021-06-21,21:00:00,7.03152,V ugm-3
2021-06-21,22:00:00,12.25847,V ugm-3
2021-06-21,23:00:00,13.61938,V ugm-3
2021-06-21,24:00:00,10.76187,V ugm-3
2021-06-22,01:00:00,17.63746,V ugm-3
2021-06-22,02:00:00,21.11226,V ugm-3
2021-06-22,03:00:00,28.28444,V ugm-3
2021-06-22,04:00:00,30.18784,V ugm-3
2021-06-22,05:00:00,24.50993,V ugm-3
2021-06-22,06:00:00,32.33809,V ugm-3
2021-06-22,07:00:00,31.45095,V ugm-3
2021-06-22,08:00:00,31.16379,V ugm-3
2021-06-22,09:00:00,27.96701,V ugm-3
2021-06-22,10:00:00,27.04853,V ugm-3
2021-06-22,11:00:00,29.63561,V ugm-3
2021-06-22,12:00:00,18.90373,V ugm-3
2021-06-22,13:00:00,12.92124,V ugm-3
2021-06-22,14:00:00,11.94048,V ugm-3
2021-06-22,15:00:00,8.68236,V ugm-3
2021-06-22,16:00:00,20.04884,V ugm-3
2021-06-22,17:00:00,15.17924,V ugm-3
2021-06-22,18:00:00,13.00408,V ugm-3
2021-06-22,19:00:00,10.12072,V ugm-3
2021-06-22,20:00:00,6.79825,V ugm-3
2021-06-22,21:00:00,5.80878,V ugm-3
2021-06-22,22:00:00,11.35932,V ugm-3
2021-06-22,23:00:00,15.92079,V ugm-3
2021-06-22,24:00:00,4.25335,V ugm-3
2021-06-23,01:00:00,2.36709,V ugm-3
2021-06-23,02:00:00,2.379,V ugm-3
2021-06-23,03:00:00,1.77978,V ugm-3
2021-06-23,04:00:00,1.78202,V ugm-3
2021-06-23,05:00:00,2.69759,V ugm-3
2021-06-23,06:00:00,5.69822,V ugm-3
2021-06-23,07:00:00,12.93095,V ugm-3
2021-06-23,08:00:00,15.85012,V ugm-3
2021-06-23,09:00:00,17.00818,V ugm-3
2021-06-23,10:00:00,12.80761,V ugm-3
2021-06-23,11:00:00,16.16298,V ugm-3
2021-06-23,12:00:00,9.98668,V ugm-3
2021-06-23,13:00:00,10.52471,V ugm-3
2021-06-23,14:00:00,14.08711,V ugm-3
2021-06-23,15:00:00,15.515,V ugm-3
2021-06-23,16:00:00,14.68847,V ugm-3
2021-06-23,17:00:00,14.25924,V ugm-3
2021-06-23,18:00:00,11.20672,V ugm-3
2021-06-23,19:00:00,14.75986,V ugm-3
2021-06-23,20:00:00,10.4873,V ugm-3
2021-06-23,21:00:00,14.59937,V ugm-3
2021-06-23,22:00:00,15.21189,V ugm-3
2021-06-23,23:00:00,12.69151,V ugm-3
2021-06-23,24:00:00,15.35865,V ugm-3
2021-06-24,01:00:00,15.37143,V ugm-3
2021-06-24,02:00:00,2.58831,V ugm-3
2021-06-24,03:00:00,2.36423,V ugm-3
2021-06-24,04:00:00,6.81372,V ugm-3
2021-06-24,05:00:00,9.59732,V ugm-3
2021-06-24,06:00:00,11.80415,V ugm-3
2021-06-24,07:00:00,27.3478,V ugm-3
2021-06-24,08:00:00,20.41849,V ugm-3
2021-06-24,09:00:00,13.38436,V ugm-3
2021-06-24,10:00:00,8.9425,V ugm-3
2021-06-24,11:00:00,7.92977,V ugm-3
2021-06-24,12:00:00,14.25942,V ugm-3
2021-06-24,13:00:00,16.07124,V ugm-3
2021-06-24,14:00:00,10.51991,V ugm-3
2021-06-24,15:00:00,11.00082,V ugm-3
2021-06-24,16:00:00,11.57909,V ugm-3
2021-06-24,17:00:00,14.54641,V ugm-3
2021-06-24,18:00:00,15.29991,V ugm-3
2021-06-24,19:00:00,25.59963,V ugm-3
2021-06-24,20:00:00,27.00583,V ugm-3
2021-06-24,21:00:00,22.12635,V ugm-3
2021-06-24,22:00:00,18.18323,V ugm-3
2021-06-24,23:00:00,3.65081,V ugm-3
2021-06-24,24:00:00,4.32306,V ugm-3
2021-06-25,01:00:00,3.01005,V ugm-3
2021-06-25,02:00:00,2.07497,V ugm-3
2021-06-25,03:00:00,3.16192,V ugm-3
2021-06-25,04:00:00,1.60046,V ugm-3
2021-06-25,05:00:00,1.10504,V ugm-3
2021-06-25,06:00:00,3.55037,V ugm-3
2021-06-25,07:00:00,10.37885,V ugm-3
2021-06-25,08:00:00,11.57599,V ugm-3
2021-06-25,09:00:00,5.66836,V ugm-3
2021-06-25,10:00:00,5.50067,V ugm-3
2021-06-25,11:00:00,6.64231,V ugm-3
2021-06-25,12:00:00,5.45523,V ugm-3
2021-06-25,13:00:00,4.68637,V ugm-3
2021-06-25,14:00:00,11.69179,V ugm-3
2021-06-25,15:00:00,4.49979,V ugm-3
2021-06-25,16:00:00,5.69571,V ugm-3
2021-06-25,17:00:00,3.87286,V ugm-3
2021-06-25,18:00:00,2.56193,V ugm-3
2021-06-25,19:00:00,3.86,V ugm-3
2021-06-25,20:00:00,3.8399,V ugm-3
2021-06-25,21:00:00,2.8378,V ugm-3
2021-06-25,22:00:00,8.53674,V ugm-3
2021-06-25,23:00:00,7.4136,V ugm-3
2021-06-25,24:00:00,9.2099,V ugm-3
2021-06-26,01:00:00,5.85783,V ugm-3
2021-06-26,02:00:00,2.85271,V ugm-3
2021-06-26,03:00:00,2.91808,V ugm-3
2021-06-26,04:00:00,1.67697,V ugm-3
2021-06-26,05:00:00,3.17316,V ugm-3
2021-06-26,06:00:00,9.9742,V ugm-3
2021-06-26,07:00:00,5.67816,V ugm-3
2021-06-26,08:00:00,8.24786,V ugm-3
2021-06-26,09:00:00,8.14874,V ugm-3
2021-06-26,10:00:00,8.40762,V ugm-3
2021-06-26,11:00:00,9.75116,V ugm-3
2021-06-26,12:00:00,15.55479,V ugm-3
2021-06-26,13:00:00,16.61274,V ugm-3
2021-06-26,14:00:00,12.82343,V ugm-3
2021-06-26,15:00:00,15.44262,V ugm-3
2021-06-26,16:00:00,15.3968,V ugm-3
2021-06-26,17:00:00,16.60385,V ugm-3
2021-06-26,18:00:00,11.54826,V ugm-3
2021-06-26,19:00:00,10.07308,V ugm-3
2021-06-26,20:00:00,9.87723,V ugm-3
2021-06-26,21:00:00,7.71312,V ugm-3
2021-06-26,22:00:00,11.69545,V ugm-3
2021-06-26,23:00:00,10.95299,V ugm-3
2021-06-26,24:00:00,11.49936,V ugm-3
2021-06-27,01:00:00,11.11856,V ugm-3
2021-06-27,02:00:00,8.98541,V ugm-3
2021-06-27,03:00:00,10.29088,V ugm-3
2021-06-27,04:00:00,12.9953,V ugm-3
2021-06-27,05:00:00,14.05872,V ugm-3
2021-06-27,06:00:00,14.31638,V ugm-3
2021-06-27,07:00:00,14.42723,V ugm-3
2021-06-27,08:00:00,12.9604,V ugm-3
2021-06-27,09:00:00,12.03306,V ugm-3
2021-06-27,10:00:00,8.78326,V ugm-3
2021-06-27,11:00:00,11.06334,V ugm-3
2021-06-27,12:00:00,9.85205,V ugm-3
2021-06-27,13:00:00,7.19412,V ugm-3
2021-06-27,14:00:00,11.43635,V ugm-3
2021-06-27,15:00:00,14.33691,V ugm-3
2021-06-27,16:00:00,10.40763,V ugm-3
2021-06-27,17:00:00,13.44069,V ugm-3
2021-06-27,18:00:00,13.80762,V ugm-3
2021-06-27,19:00:00,13.10363,V ugm-3
2021-06-27,20:00:00,12.75101,V ugm-3
2021-06-27,21:00:00,15.52052,V ugm-3
2021-06-27,22:00:00,12.37568,V ugm-3
2021-06-27,23:00:00,15.8989,V ugm-3
2021-06-27,24:00:00,11.13399,V ugm-3
2021-06-28,01:00:00,20.49075,V ugm-3
2021-06-28,02:00:00,8.24381,V ugm-3
2021-06-28,03:00:00,5.97788,V ugm-3
2021-06-28,04:00:00,5.13188,V ugm-3
2021-06-28,05:00:00,17.09822,V ugm-3
2021-06-28,06:00:00,26.27389,V ugm-3
2021-06-28,07:00:00,23.30822,V ugm-3
2021-06-28,08:00:00,20.05426,V ugm-3
2021-06-28,09:00:00,31.41552,V ugm-3
2021-06-28,10:00:00,34.3644,V ugm-3
2021-06-28,11:00:00,18.14019,V ugm-3
2021-06-28,12:00:00,18.92992,V ugm-3
2021-06-28,13:00:00,18.51808,V ugm-3
2021-06-28,14:00:00,15.72783,V ugm-3
2021-06-28,15:00:00,18.93442,V ugm-3
2021-06-28,16:00:00,11.04133,V ugm-3
2021-06-28,17:00:00,17.78725,V ugm-3
2021-06-28,18:00:00,14.13873,V ugm-3
2021-06-28,19:00:00,11.03818,V ugm-3
2021-06-28,20:00:00,9.53292,V ugm-3
2021-06-28,21:00:00,9.69262,V ugm-3
2021-06-28,22:00:00,15.22177,V ugm-3
2021-06-28,23:00:00,10.65264,V ugm-3
2021-06-28,24:00:00,5.93502,V ugm-3
2021-06-29,01:00:00,8.4361,V ugm-3
2021-06-29,02:00:00,23.59172,V ugm-3
2021-06-29,03:00:00,10.06344,V ugm-3
2021-06-29,04:00:00,17.21185,V ugm-3
2021-06-29,05:00:00,20.19988,V ugm-3
2021-06-29,06:00:00,16.44993,V ugm-3
2021-06-29,07:00:00,22.34714,V ugm-3
2021-06-29,08:00:00,24.01584,V ugm-3
2021-06-29,09:00:00,21.72645,V ugm-3
2021-06-29,10:00:00,16.3831,V ugm-3
2021-06-29,11:00:00,11.37388,V ugm-3
2021-06-29,12:00:00,8.81966,V ugm-3
2021-06-29,13:00:00,12.88701,V ugm-3
2021-06-29,14:00:00,10.14328,V ugm-3
2021-06-29,15:00:00,23.95182,V ugm-3
2021-06-29,16:00:00,18.46692,V ugm-3
2021-06-29,17:00:00,31.55967,V ugm-3
2021-06-29,18:00:00,24.60292,V ugm-3
2021-06-29,19:00:00,13.93493,V ugm-3
2021-06-29,20:00:00,7.47734,V ugm-3
2021-06-29,21:00:00,6.90822,V ugm-3
2021-06-29,22:00:00,7.77809,V ugm-3
2021-06-29,23:00:00,5.6071,V ugm-3
2021-06-29,24:00:00,5.95745,V ugm-3
2021-06-30,01:00:00,6.02005,V ugm-3
2021-06-30,02:00:00,6.75389,V ugm-3
2021-06-30,03:00:00,4.46249,V ugm-3
2021-06-30,04:00:00,3.38373,V ugm-3
2021-06-30,05:00:00,5.04777,V ugm-3
2021-06-30,06:00:00,10.47065,V ugm-3
2021-06-30,07:00:00,No data,V ugm-3
2021-06-30,08:00:00,19.75232,V ugm-3
2021-06-30,09:00:00,16.27987,V ugm-3
2021-06-30,10:00:00,16.05932,V ugm-3
2021-06-30,11:00:00,9.01932,V ugm-3
2021-06-30,12:00:00,10.1037,V ugm-3
2021-06-30,13:00:00,9.6077,V ugm-3
2021-06-30,14:00:00,15.27276,V ugm-3
2021-06-30,15:00:00,14.21455,V ugm-3
2021-06-30,16:00:00,26.03561,V ugm-3
2021-06-30,17:00:00,8.03004,V ugm-3
2021-06-30,18:00:00,6.83892,V ugm-3
2021-06-30,19:00:00,6.58927,V ugm-3
2021-06-30,20:00:00,9.41535,V ugm-3
2021-06-30,21:00:00,12.50872,V ugm-3
2021-06-30,22:00:00,12.99637,V ugm-3
2021-06-30,23:00:00,11.07086,V ugm-3
2021-06-30,24:00:00,6.96747,V ugm-3
2021-07-01,01:00:00,7.56296,V ugm-3
2021-07-01,02:00:00,10.28921,V ugm-3
2021-07-01,03:00:00,10.72419,V ugm-3
2021-07-01,04:00:00,8.94399,V ugm-3
2021-07-01,05:00:00,13.55695,V ugm-3
2021-07-01,06:00:00,14.85791,V ugm-3
2021-07-01,07:00:00,19.83876,V ugm-3
2021-07-01,08:00:00,29.92138,V ugm-3
2021-07-01,09:00:00,22.52125,V ugm-3
2021-07-01,10:00:00,22.09297,V ugm-3
2021-07-01,11:00:00,13.76651,V ugm-3
2021-07-01,12:00:00,21.2928,V ugm-3
2021-07-01,13:00:00,19.33804,V ugm-3
2021-07-01,14:00:00,22.27561,V ugm-3
2021-07-01,15:00:00,17.72697,V ugm-3
2021-07-01,16:00:00,16.91338,V ugm-3
2021-07-01,17:00:00,13.15026,V ugm-3
2021-07-01,18:00:00,11.59823,V ugm-3
2021-07-01,19:00:00,15.56007,V ugm-3
2021-07-01,20:00:00,15.24862,V ugm-3
2021-07-01,21:00:00,12.28291,V ugm-3
2021-07-01,22:00:00,12.63597,V ugm-3
2021-07-01,23:00:00,14.48065,V ugm-3
2021-07-01,24:00:00,8.53048,V ugm-3
2021-07-02,01:00:00,5.51306,V ugm-3
2021-07-02,02:00:00,6.05314,V ugm-3
2021-07-02,03:00:00,4.75101,V ugm-3
2021-07-02,04:00:00,5.25918,V ugm-3
2021-07-02,05:00:00,5.58331,V ugm-3
2021-07-02,06:00:00,6.54871,V ugm-3
2021-07-02,07:00:00,7.6431,V ugm-3
2021-07-02,08:00:00,8.51481,V ugm-3
2021-07-02,09:00:00,10.46287,V ugm-3
2021-07-02,10:00:00,11.36212,V ugm-3
2021-07-02,11:00:00,11.05198,V ugm-3
2021-07-02,12:00:00,8.6964,V ugm-3
2021-07-02,13:00:00,9.71767,V ugm-3
2021-07-02,14:00:00,12.0034,V ugm-3
2021-07-02,15:00:00,20.55314,V ugm-3
2021-07-02,16:00:00,13.11128,V ugm-3
2021-07-02,17:00:00,17.98967,V ugm-3
2021-07-02,18:00:00,14.73324,V ugm-3
2021-07-02,19:00:00,17.30367,V ugm-3
2021-07-02,20:00:00,14.40516,V ugm-3
2021-07-02,21:00:00,16.74172,V ugm-3
2021-07-02,22:00:00,21.25035,V ugm-3
2021-07-02,23:00:00,25.95085,V ugm-3
2021-07-02,24:00:00,23.21115,V ugm-3
2021-07-03,01:00:00,20.4375,V ugm-3
2021-07-03,02:00:00,25.33095,V ugm-3
2021-07-03,03:00:00,24.55364,V ugm-3
2021-07-03,04:00:00,18.55164,V ugm-3
2021-07-03,05:00:00,15.49753,V ugm-3
2021-07-03,06:00:00,15.65866,V ugm-3
2021-07-03,07:00:00,14.49214,V ugm-3
2021-07-03,08:00:00,11.24915,V ugm-3
2021-07-03,09:00:00,11.93728,V ugm-3
2021-07-03,10:00:00,11.61977,V ugm-3
2021-07-03,11:00:00,9.44311,V ugm-3
2021-07-03,12:00:00,10.98698,V ugm-3
2021-07-03,13:00:00,22.45553,V ugm-3
2021-07-03,14:00:00,13.84996,V ugm-3
2021-07-03,15:00:00,22.78373,V ugm-3
2021-07-03,16:00:00,31.57509,V ugm-3
2021-07-03,17:00:00,37.95935,V ugm-3
2021-07-03,18:00:00,30.97386,V ugm-3
2021-07-03,19:00:00,38.38532,V ugm-3
2021-07-03,20:00:00,28.93299,V ugm-3
2021-07-03,21:00:00,20.94968,V ugm-3
2021-07-03,22:00:00,21.2672,V ugm-3
2021-07-03,23:00:00,21.68239,V ugm-3
2021-07-03,24:00:00,16.29524,V ugm-3
2021-07-04,01:00:00,15.19709,V ugm-3
2021-07-04,02:00:00,11.195,V ugm-3
2021-07-04,03:00:00,10.19706,V ugm-3
2021-07-04,04:00:00,10.73555,V ugm-3
2021-07-04,05:00:00,12.58311,V ugm-3
2021-07-04,06:00:00,11.16173,V ugm-3
2021-07-04,07:00:00,10.63972,V ugm-3
2021-07-04,08:00:00,11.44798,V ugm-3
2021-07-04,09:00:00,10.21896,V ugm-3
2021-07-04,10:00:00,10.07809,V ugm-3
2021-07-04,11:00:00,9.56213,V ugm-3
2021-07-04,12:00:00,16.53094,V ugm-3
2021-07-04,13:00:00,7.26314,V ugm-3
2021-07-04,14:00:00,15.1553,V ugm-3
2021-07-04,15:00:00,14.03555,V ugm-3
2021-07-04,16:00:00,5.74686,V ugm-3
2021-07-04,17:00:00,8.3095,V ugm-3
2021-07-04,18:00:00,5.11216,V ugm-3
2021-07-04,19:00:00,8.94552,V ugm-3
2021-07-04,20:00:00,12.11491,V ugm-3
2021-07-04,21:00:00,15.72089,V ugm-3
2021-07-04,22:00:00,11.95144,V ugm-3
2021-07-04,23:00:00,11.29725,V ugm-3
2021-07-04,24:00:00,8.34546,V ugm-3
2021-07-05,01:00:00,6.16749,V ugm-3
2021-07-05,02:00:00,4.40706,V ugm-3
2021-07-05,03:00:00,10.61238,V ugm-3
2021-07-05,04:00:00,10.30452,V ugm-3
2021-07-05,05:00:00,7.8775,V ugm-3
2021-07-05,06:00:00,11.26315,V ugm-3
2021-07-05,07:00:00,14.44057,V ugm-3
2021-07-05,08:00:00,26.51252,V ugm-3
2021-07-05,09:00:00,22.80691,V ugm-3
2021-07-05,10:00:00,23.88094,V ugm-3
2021-07-05,11:00:00,13.16925,V ugm-3
2021-07-05,12:00:00,9.87563,V ugm-3
2021-07-05,13:00:00,10.21535,V ugm-3
2021-07-05,14:00:00,9.57805,V ugm-3
2021-07-05,15:00:00,10.33515,V ugm-3
2021-07-05,16:00:00,10.65159,V ugm-3
2021-07-05,17:00:00,8.41746,V ugm-3
2021-07-05,18:00:00,13.17145,V ugm-3
2021-07-05,19:00:00,7.83537,V ugm-3
2021-07-05,20:00:00,23.51002,V ugm-3
2021-07-05,21:00:00,34.54925,V ugm-3
2021-07-05,22:00:00,13.24813,V ugm-3
2021-07-05,23:00:00,33.75321,V ugm-3
2021-07-05,24:00:00,20.60144,V ugm-3
2021-07-06,01:00:00,18.12454,V ugm-3
2021-07-06,02:00:00,15.001,V ugm-3
2021-07-06,03:00:00,10.69926,V ugm-3
2021-07-06,04:00:00,10.89708,V ugm-3
2021-07-06,05:00:00,10.50143,V ugm-3
2021-07-06,06:00:00,22.58231,V ugm-3
2021-07-06,07:00:00,14.47601,V ugm-3
2021-07-06,08:00:00,21.58375,V ugm-3
2021-07-06,09:00:00,14.78849,V ugm-3
2021-07-06,10:00:00,18.28267,V ugm-3
2021-07-06,11:00:00,12.63421,V ugm-3
2021-07-06,12:00:00,15.23321,V ugm-3
2021-07-06,13:00:00,15.16998,V ugm-3
2021-07-06,14:00:00,19.60447,V ugm-3
2021-07-06,15:00:00,20.46189,V ugm-3
2021-07-06,16:00:00,18.16383,V ugm-3
2021-07-06,17:00:00,21.79155,V ugm-3
2021-07-06,18:00:00,29.43976,V ugm-3
2021-07-06,19:00:00,17.38905,V ugm-3
2021-07-06,20:00:00,12.07642,V ugm-3
2021-07-06,21:00:00,19.74299,V ugm-3
2021-07-06,22:00:00,34.05108,V ugm-3
2021-07-06,23:00:00,23.04564,V ugm-3
2021-07-06,24:00:00,25.84665,V ugm-3
2021-07-07,01:00:00,12.48061,V ugm-3
2021-07-07,02:00:00,8.90947,V ugm-3
2021-07-07,03:00:00,7.74252,V ugm-3
2021-07-07,04:00:00,7.04008,V ugm-3
2021-07-07,05:00:00,7.46484,V ugm-3
2021-07-07,06:00:00,15.81017,V ugm-3
2021-07-07,07:00:00,18.07214,V ugm-3
2021-07-07,08:00:00,19.91017,V ugm-3
2021-07-07,09:00:00,12.02232,V ugm-3
2021-07-07,10:00:00,15.52735,V ugm-3
2021-07-07,11:00:00,10.29921,V ugm-3
2021-07-07,12:00:00,No data,V ugm-3
2021-07-07,13:00:00,11.14859,V ugm-3
2021-07-07,14:00:00,13.68135,V ugm-3
2021-07-07,15:00:00,14.75002,V ugm-3
2021-07-07,16:00:00,11.55795,V ugm-3
2021-07-07,17:00:00,13.96052,V ugm-3
2021-07-07,18:00:00,12.12547,V ugm-3
2021-07-07,19:00:00,11.13035,V ugm-3
2021-07-07,20:00:00,9.51971,V ugm-3
2021-07-07,21:00:00,7.68804,V ugm-3
2021-07-07,22:00:00,12.49264,V ugm-3
2021-07-07,23:00:00,15.41569,V ugm-3
2021-07-07,24:00:00,13.56577,V ugm-3
2021-07-08,01:00:00,7.74539,V ugm-3
2021-07-08,02:00:00,20.73484,V ugm-3
2021-07-08,03:00:00,6.61636,V ugm-3
2021-07-08,04:00:00,4.45061,V ugm-3
2021-07-08,05:00:00,4.95518,V ugm-3
2021-07-08,06:00:00,7.35202,V ugm-3
2021-07-08,07:00:00,18.88247,V ugm-3
2021-07-08,08:00:00,14.69741,V ugm-3
2021-07-08,09:00:00,13.64015,V ugm-3
2021-07-08,10:00:00,18.40743,V ugm-3
2021-07-08,11:00:00,18.10312,V ugm-3
2021-07-08,12:00:00,17.69648,V ugm-3
2021-07-08,13:00:00,7.99001,V ugm-3
2021-07-08,14:00:00,11.00235,V ugm-3
2021-07-08,15:00:00,9.3149,V ugm-3
2021-07-08,16:00:00,11.98483,V ugm-3
2021-07-08,17:00:00,18.1346,V ugm-3
2021-07-08,18:00:00,20.4192,V ugm-3
2021-07-08,19:00:00,12.88823,V ugm-3
2021-07-08,20:00:00,15.94166,V ugm-3
2021-07-08,21:00:00,16.5976,V ugm-3
2021-07-08,22:00:00,15.76623,V ugm-3
2021-07-08,23:00:00,7.84033,V ugm-3
