Hourly measurement data supplied by UK-air on 25/02/2025
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
Site Name,,"Glasgow Great Western Road",
Latitude,,55.872038,,
Longitude,,-4.270936,,
Site Type,,Urban Traffic,,
Zone,,Central Scotland,,
Agglomeration,,Glasgow Urban Area,,
Local Authority,,"Glasgow",,
Date,Time,"Nitrogen dioxide",Status
2020-01-01,01:00:00,73.83815,V ugm-3
2020-01-01,02:00:00,77.05648,V ugm-3
2020-01-01,03:00:00,66.48559,V ugm-3
2020-01-01,04:00:00,52.74237,V ugm-3
2020-01-01,05:00:00,49.66139,V ugm-3
2020-01-01,06:00:00,48.13599,V ugm-3
2020-01-01,07:00:00,46.57407,V ugm-3
2020-01-01,08:00:00,52.21151,V ugm-3
2020-01-01,09:00:00,27.50883,V ugm-3
2020-01-01,10:00:00,13.44579,V ugm-3
2020-01-01,11:00:00,8.66817,V ugm-3
2020-01-01,12:00:00,8.03761,V ugm-3
2020-01-01,13:00:00,9.53738,V ugm-3
2020-01-01,14:00:00,10.73019,V ugm-3
2020-01-01,15:00:00,12.49465,V ugm-3
2020-01-01,16:00:00,16.33293,V ugm-3
2020-01-01,17:00:00,17.16167,V ugm-3
2020-01-01,18:00:00,11.62544,V ugm-3
2020-01-01,19:00:00,11.82665,V ugm-3
2020-01-01,20:00:00,12.39465,V ugm-3
2020-01-01,21:00:00,14.73679,V ugm-3
2020-01-01,22:00:00,20.73951,V ugm-3
2020-01-01,23:00:00,36.34056,V ugm-3
2020-01-01,24:00:00,29.94632,V ugm-3
2020-01-02,01:00:00,13.64904,V ugm-3
2020-01-02,02:00:00,3.94632,V ugm-3
2020-01-02,03:00:00,3.63225,V ugm-3
2020-01-02,04:00:00,2.28579,V ugm-3
2020-01-02,05:00:00,1.86856,V ugm-3
2020-01-02,06:00:00,3.32019,V ugm-3
2020-01-02,07:00:00,3.94516,V ugm-3
2020-01-02,08:00:00,6.64443,V ugm-3
2020-01-02,09:00:00,6.74642,V ugm-3
2020-01-02,10:00:00,6.80132,V ugm-3
2020-01-02,11:00:00,11.05767,V ugm-3
2020-01-02,12:00:00,11.57718,V ugm-3
2020-01-02,13:00:00,11.8352,V ugm-3
2020-01-02,14:00:00,12.55525,V ugm-3
2020-01-02,15:00:00,12.30501,V ugm-3
2020-01-02,16:00:00,10.27725,V ugm-3
2020-01-02,17:00:00,11.4125,V ugm-3
2020-01-02,18:00:00,11.31743,V ugm-3
2020-01-02,19:00:00,9.34282,V ugm-3
2020-01-02,20:00:00,9.76207,V ugm-3
2020-01-02,21:00:00,7.99752,V ugm-3
2020-01-02,22:00:00,7.16538,V ugm-3
2020-01-02,23:00:00,8.70371,V ugm-3
2020-01-02,24:00:00,8.50866,V ugm-3
2020-01-03,01:00:00,9.91006,V ugm-3
2020-01-03,02:00:00,9.98824,V ugm-3
2020-01-03,03:00:00,8.00812,V ugm-3
2020-01-03,04:00:00,7.54131,V ugm-3
2020-01-03,05:00:00,11.49442,V ugm-3
2020-01-03,06:00:00,8.94613,V ugm-3
2020-01-03,07:00:00,17.03778,V ugm-3
2020-01-03,08:00:00,27.51443,V ugm-3
2020-01-03,09:00:00,35.55328,V ugm-3
2020-01-03,10:00:00,39.10637,V ugm-3
2020-01-03,11:00:00,35.70881,V ugm-3
2020-01-03,12:00:00,31.34094,V ugm-3
2020-01-03,13:00:00,25.94633,V ugm-3
2020-01-03,14:00:00,32.39128,V ugm-3
2020-01-03,15:00:00,29.41946,V ugm-3
2020-01-03,16:00:00,32.64652,V ugm-3
2020-01-03,17:00:00,28.13877,V ugm-3
2020-01-03,18:00:00,31.93023,V ugm-3
2020-01-03,19:00:00,16.97476,V ugm-3
2020-01-03,20:00:00,16.26086,V ugm-3
2020-01-03,21:00:00,14.64619,V ugm-3
2020-01-03,22:00:00,19.54088,V ugm-3
2020-01-03,23:00:00,15.7335,V ugm-3
2020-01-03,24:00:00,13.35672,V ugm-3
2020-01-04,01:00:00,7.4239,V ugm-3
2020-01-04,02:00:00,3.8816,V ugm-3
2020-01-04,03:00:00,2.96564,V ugm-3
2020-01-04,04:00:00,2.91068,V ugm-3
2020-01-04,05:00:00,1.82168,V ugm-3
2020-01-04,06:00:00,2.44237,V ugm-3
2020-01-04,07:00:00,15.70907,V ugm-3
2020-01-04,08:00:00,11.3859,V ugm-3
2020-01-04,09:00:00,11.23197,V ugm-3
2020-01-04,10:00:00,13.97545,V ugm-3
2020-01-04,11:00:00,12.37332,V ugm-3
2020-01-04,12:00:00,15.57809,V ugm-3
2020-01-04,13:00:00,15.43742,V ugm-3
2020-01-04,14:00:00,18.39421,V ugm-3
2020-01-04,15:00:00,13.72357,V ugm-3
2020-01-04,16:00:00,18.19417,V ugm-3
2020-01-04,17:00:00,13.26384,V ugm-3
2020-01-04,18:00:00,10.1349,V ugm-3
2020-01-04,19:00:00,12.89425,V ugm-3
2020-01-04,20:00:00,11.7555,V ugm-3
2020-01-04,21:00:00,11.91333,V ugm-3
2020-01-04,22:00:00,8.94458,V ugm-3
2020-01-04,23:00:00,7.07263,V ugm-3
2020-01-04,24:00:00,5.04154,V ugm-3
2020-01-05,01:00:00,4.99606,V ugm-3
2020-01-05,02:00:00,3.90517,V ugm-3
2020-01-05,03:00:00,3.48883,V ugm-3
2020-01-05,04:00:00,3.17652,V ugm-3
2020-01-05,05:00:00,3.28054,V ugm-3
2020-01-05,06:00:00,2.86223,V ugm-3
2020-01-05,07:00:00,4.21675,V ugm-3
2020-01-05,08:00:00,7.86346,V ugm-3
2020-01-05,09:00:00,9.31855,V ugm-3
2020-01-05,10:00:00,6.66387,V ugm-3
2020-01-05,11:00:00,7.75353,V ugm-3
2020-01-05,12:00:00,6.44476,V ugm-3
2020-01-05,13:00:00,8.11035,V ugm-3
2020-01-05,14:00:00,9.46388,V ugm-3
2020-01-05,15:00:00,10.50067,V ugm-3
2020-01-05,16:00:00,10.25377,V ugm-3
2020-01-05,17:00:00,11.70788,V ugm-3
2020-01-05,18:00:00,12.12939,V ugm-3
2020-01-05,19:00:00,12.44219,V ugm-3
2020-01-05,20:00:00,11.13317,V ugm-3
2020-01-05,21:00:00,7.65197,V ugm-3
2020-01-05,22:00:00,5.72348,V ugm-3
2020-01-05,23:00:00,5.93497,V ugm-3
2020-01-05,24:00:00,7.70459,V ugm-3
2020-01-06,01:00:00,2.71008,V ugm-3
2020-01-06,02:00:00,1.30117,V ugm-3
2020-01-06,03:00:00,1.3545,V ugm-3
2020-01-06,04:00:00,1.19751,V ugm-3
2020-01-06,05:00:00,1.92682,V ugm-3
2020-01-06,06:00:00,4.53425,V ugm-3
2020-01-06,07:00:00,15.2172,V ugm-3
2020-01-06,08:00:00,23.75444,V ugm-3
2020-01-06,09:00:00,22.50104,V ugm-3
2020-01-06,10:00:00,11.44915,V ugm-3
2020-01-06,11:00:00,11.14003,V ugm-3
2020-01-06,12:00:00,13.48426,V ugm-3
2020-01-06,13:00:00,21.8645,V ugm-3
2020-01-06,14:00:00,19.00244,V ugm-3
2020-01-06,15:00:00,20.94899,V ugm-3
2020-01-06,16:00:00,19.87322,V ugm-3
2020-01-06,17:00:00,20.07613,V ugm-3
2020-01-06,18:00:00,21.64142,V ugm-3
2020-01-06,19:00:00,23.06015,V ugm-3
2020-01-06,20:00:00,13.78851,V ugm-3
2020-01-06,21:00:00,10.57072,V ugm-3
2020-01-06,22:00:00,10.92877,V ugm-3
2020-01-06,23:00:00,11.88464,V ugm-3
2020-01-06,24:00:00,8.91058,V ugm-3
2020-01-07,01:00:00,6.6091,V ugm-3
2020-01-07,02:00:00,4.64504,V ugm-3
2020-01-07,03:00:00,4.27864,V ugm-3
2020-01-07,04:00:00,2.71296,V ugm-3
2020-01-07,05:00:00,3.64919,V ugm-3
2020-01-07,06:00:00,4.27647,V ugm-3
2020-01-07,07:00:00,10.06617,V ugm-3
2020-01-07,08:00:00,39.26667,V ugm-3
2020-01-07,09:00:00,42.76247,V ugm-3
2020-01-07,10:00:00,45.8997,V ugm-3
2020-01-07,11:00:00,22.67146,V ugm-3
2020-01-07,12:00:00,15.00864,V ugm-3
2020-01-07,13:00:00,13.69643,V ugm-3
2020-01-07,14:00:00,10.20564,V ugm-3
2020-01-07,15:00:00,12.61312,V ugm-3
2020-01-07,16:00:00,12.71451,V ugm-3
2020-01-07,17:00:00,11.46541,V ugm-3
2020-01-07,18:00:00,9.48176,V ugm-3
2020-01-07,19:00:00,8.28139,V ugm-3
2020-01-07,20:00:00,6.04514,V ugm-3
2020-01-07,21:00:00,3.33349,V ugm-3
2020-01-07,22:00:00,3.06935,V ugm-3
2020-01-07,23:00:00,4.2695,V ugm-3
2020-01-07,24:00:00,5.10586,V ugm-3
2020-01-08,01:00:00,2.71265,V ugm-3
2020-01-08,02:00:00,3.82727,V ugm-3
2020-01-08,03:00:00,2.71428,V ugm-3
2020-01-08,04:00:00,3.39305,V ugm-3
2020-01-08,05:00:00,1.45942,V ugm-3
2020-01-08,06:00:00,5.42571,V ugm-3
2020-01-08,07:00:00,7.61962,V ugm-3
2020-01-08,08:00:00,15.44687,V ugm-3
2020-01-08,09:00:00,23.69666,V ugm-3
2020-01-08,10:00:00,21.59873,V ugm-3
2020-01-08,11:00:00,30.5334,V ugm-3
2020-01-08,12:00:00,24.20543,V ugm-3
2020-01-08,13:00:00,17.41608,V ugm-3
2020-01-08,14:00:00,18.66626,V ugm-3
2020-01-08,15:00:00,20.64096,V ugm-3
2020-01-08,16:00:00,35.32731,V ugm-3
2020-01-08,17:00:00,29.16324,V ugm-3
2020-01-08,18:00:00,22.41781,V ugm-3
2020-01-08,19:00:00,24.82096,V ugm-3
2020-01-08,20:00:00,42.83936,V ugm-3
2020-01-08,21:00:00,46.65192,V ugm-3
2020-01-08,22:00:00,58.82022,V ugm-3
2020-01-08,23:00:00,69.15188,V ugm-3
2020-01-08,24:00:00,44.32624,V ugm-3
2020-01-09,01:00:00,24.96153,V ugm-3
2020-01-09,02:00:00,21.17887,V ugm-3
2020-01-09,03:00:00,13.0204,V ugm-3
2020-01-09,04:00:00,10.40548,V ugm-3
2020-01-09,05:00:00,19.34612,V ugm-3
2020-01-09,06:00:00,21.22843,V ugm-3
2020-01-09,07:00:00,22.63832,V ugm-3
2020-01-09,08:00:00,30.60404,V ugm-3
2020-01-09,09:00:00,39.46816,V ugm-3
2020-01-09,10:00:00,54.66425,V ugm-3
2020-01-09,11:00:00,36.75394,V ugm-3
2020-01-09,12:00:00,29.16842,V ugm-3
2020-01-09,13:00:00,54.5395,V ugm-3
2020-01-09,14:00:00,32.95445,V ugm-3
2020-01-09,15:00:00,29.72871,V ugm-3
2020-01-09,16:00:00,62.108,V ugm-3
2020-01-09,17:00:00,69.83764,V ugm-3
2020-01-09,18:00:00,85.85693,V ugm-3
2020-01-09,19:00:00,89.79075,V ugm-3
2020-01-09,20:00:00,83.9766,V ugm-3
2020-01-09,21:00:00,80.06529,V ugm-3
2020-01-09,22:00:00,81.15472,V ugm-3
2020-01-09,23:00:00,77.33525,V ugm-3
2020-01-09,24:00:00,83.2726,V ugm-3
2020-01-10,01:00:00,74.5997,V ugm-3
2020-01-10,02:00:00,64.04202,V ugm-3
2020-01-10,03:00:00,67.78591,V ugm-3
2020-01-10,04:00:00,55.82226,V ugm-3
2020-01-10,05:00:00,51.42415,V ugm-3
2020-01-10,06:00:00,48.09075,V ugm-3
2020-01-10,07:00:00,45.12873,V ugm-3
2020-01-10,08:00:00,61.67734,V ugm-3
2020-01-10,09:00:00,69.69343,V ugm-3
2020-01-10,10:00:00,76.25459,V ugm-3
2020-01-10,11:00:00,89.31036,V ugm-3
2020-01-10,12:00:00,90.94239,V ugm-3
2020-01-10,13:00:00,44.68779,V ugm-3
2020-01-10,14:00:00,35.40492,V ugm-3
2020-01-10,15:00:00,27.50387,V ugm-3
2020-01-10,16:00:00,33.02341,V ugm-3
2020-01-10,17:00:00,24.84663,V ugm-3
2020-01-10,18:00:00,21.09103,V ugm-3
2020-01-10,19:00:00,17.82017,V ugm-3
2020-01-10,20:00:00,18.03733,V ugm-3
2020-01-10,21:00:00,16.93721,V ugm-3
2020-01-10,22:00:00,8.33998,V ugm-3
2020-01-10,23:00:00,6.878,V ugm-3
2020-01-10,24:00:00,5.83295,V ugm-3
2020-01-11,01:00:00,3.95074,V ugm-3
2020-01-11,02:00:00,2.14684,V ugm-3
2020-01-11,03:00:00,1.60812,V ugm-3
2020-01-11,04:00:00,1.29832,V ugm-3
2020-01-11,05:00:00,0.77688,V ugm-3
2020-01-11,06:00:00,1.24497,V ugm-3
2020-01-11,07:00:00,2.28559,V ugm-3
2020-01-11,08:00:00,3.48198,V ugm-3
2020-01-11,09:00:00,4.83189,V ugm-3
2020-01-11,10:00:00,7.32836,V ugm-3
2020-01-11,11:00:00,16.73141,V ugm-3
2020-01-11,12:00:00,26.22735,V ugm-3
2020-01-11,13:00:00,26.10071,V ugm-3
2020-01-11,14:00:00,18.98022,V ugm-3
2020-01-11,15:00:00,16.09826,V ugm-3
2020-01-11,16:00:00,13.52171,V ugm-3
2020-01-11,17:00:00,15.6918,V ugm-3
2020-01-11,18:00:00,21.65769,V ugm-3
2020-01-11,19:00:00,24.13734,V ugm-3
2020-01-11,20:00:00,20.47888,V ugm-3
2020-01-11,21:00:00,15.0284,V ugm-3
2020-01-11,22:00:00,19.55451,V ugm-3
2020-01-11,23:00:00,24.6121,V ugm-3
2020-01-11,24:00:00,24.70825,V ugm-3
2020-01-12,01:00:00,23.75193,V ugm-3
2020-01-12,02:00:00,35.25059,V ugm-3
2020-01-12,03:00:00,47.84748,V ugm-3
2020-01-12,04:00:00,77.43423,V ugm-3
2020-01-12,05:00:00,23.84921,V ugm-3
2020-01-12,06:00:00,15.17181,V ugm-3
2020-01-12,07:00:00,11.16808,V ugm-3
2020-01-12,08:00:00,12.50993,V ugm-3
2020-01-12,09:00:00,19.39373,V ugm-3
2020-01-12,10:00:00,13.95913,V ugm-3
2020-01-12,11:00:00,34.47857,V ugm-3
2020-01-12,12:00:00,21.71124,V ugm-3
2020-01-12,13:00:00,12.75464,V ugm-3
2020-01-12,14:00:00,12.55663,V ugm-3
2020-01-12,15:00:00,14.6017,V ugm-3
2020-01-12,16:00:00,17.70074,V ugm-3
2020-01-12,17:00:00,16.9932,V ugm-3
2020-01-12,18:00:00,39.15703,V ugm-3
2020-01-12,19:00:00,15.29646,V ugm-3
2020-01-12,20:00:00,16.03842,V ugm-3
2020-01-12,21:00:00,15.77537,V ugm-3
2020-01-12,22:00:00,22.67526,V ugm-3
2020-01-12,23:00:00,22.01294,V ugm-3
2020-01-12,24:00:00,14.64289,V ugm-3
2020-01-13,01:00:00,8.01609,V ugm-3
2020-01-13,02:00:00,5.1816,V ugm-3
2020-01-13,03:00:00,3.15965,V ugm-3
2020-01-13,04:00:00,2.84741,V ugm-3
2020-01-13,05:00:00,6.21804,V ugm-3
2020-01-13,06:00:00,13.47503,V ugm-3
2020-01-13,07:00:00,37.85142,V ugm-3
2020-01-13,08:00:00,53.32044,V ugm-3
2020-01-13,09:00:00,58.25809,V ugm-3
2020-01-13,10:00:00,47.0099,V ugm-3
2020-01-13,11:00:00,36.11095,V ugm-3
2020-01-13,12:00:00,32.6522,V ugm-3
2020-01-13,13:00:00,29.56385,V ugm-3
2020-01-13,14:00:00,32.8185,V ugm-3
2020-01-13,15:00:00,25.94506,V ugm-3
2020-01-13,16:00:00,22.80325,V ugm-3
2020-01-13,17:00:00,21.04105,V ugm-3
2020-01-13,18:00:00,18.61624,V ugm-3
2020-01-13,19:00:00,11.79562,V ugm-3
2020-01-13,20:00:00,8.48626,V ugm-3
2020-01-13,21:00:00,7.24634,V ugm-3
2020-01-13,22:00:00,5.12001,V ugm-3
2020-01-13,23:00:00,4.08575,V ugm-3
2020-01-13,24:00:00,3.25779,V ugm-3
2020-01-14,01:00:00,1.23356,V ugm-3
2020-01-14,02:00:00,0.61678,V ugm-3
2020-01-14,03:00:00,0.1999,V ugm-3
2020-01-14,04:00:00,0.76983,V ugm-3
2020-01-14,05:00:00,1.28866,V ugm-3
2020-01-14,06:00:00,3.15207,V ugm-3
2020-01-14,07:00:00,6.56374,V ugm-3
2020-01-14,08:00:00,20.65406,V ugm-3
2020-01-14,09:00:00,22.81267,V ugm-3
2020-01-14,10:00:00,20.79391,V ugm-3
2020-01-14,11:00:00,17.07741,V ugm-3
2020-01-14,12:00:00,17.68605,V ugm-3
2020-01-14,13:00:00,22.22863,V ugm-3
2020-01-14,14:00:00,26.11458,V ugm-3
2020-01-14,15:00:00,54.97729,V ugm-3
2020-01-14,16:00:00,55.76243,V ugm-3
2020-01-14,17:00:00,75.55959,V ugm-3
2020-01-14,18:00:00,49.60727,V ugm-3
2020-01-14,19:00:00,39.38053,V ugm-3
2020-01-14,20:00:00,23.30553,V ugm-3
2020-01-14,21:00:00,12.19474,V ugm-3
2020-01-14,22:00:00,15.05041,V ugm-3
2020-01-14,23:00:00,10.59436,V ugm-3
2020-01-14,24:00:00,6.60795,V ugm-3
2020-01-15,01:00:00,3.78159,V ugm-3
2020-01-15,02:00:00,3.02867,V ugm-3
2020-01-15,03:00:00,2.06405,V ugm-3
2020-01-15,04:00:00,2.27,V ugm-3
2020-01-15,05:00:00,1.85509,V ugm-3
2020-01-15,06:00:00,3.0912,V ugm-3
2020-01-15,07:00:00,6.79875,V ugm-3
2020-01-15,08:00:00,19.73797,V ugm-3
2020-01-15,09:00:00,14.57635,V ugm-3
2020-01-15,10:00:00,15.17359,V ugm-3
2020-01-15,11:00:00,16.31459,V ugm-3
2020-01-15,12:00:00,11.83602,V ugm-3
2020-01-15,13:00:00,9.77647,V ugm-3
2020-01-15,14:00:00,8.84817,V ugm-3
2020-01-15,15:00:00,10.75606,V ugm-3
2020-01-15,16:00:00,13.14142,V ugm-3
2020-01-15,17:00:00,13.22977,V ugm-3
2020-01-15,18:00:00,11.98842,V ugm-3
2020-01-15,19:00:00,8.18838,V ugm-3
2020-01-15,20:00:00,10.19626,V ugm-3
2020-01-15,21:00:00,9.17623,V ugm-3
2020-01-15,22:00:00,5.30427,V ugm-3
2020-01-15,23:00:00,5.51323,V ugm-3
2020-01-15,24:00:00,5.82816,V ugm-3
2020-01-16,01:00:00,5.35427,V ugm-3
2020-01-16,02:00:00,4.04833,V ugm-3
2020-01-16,03:00:00,4.0689,V ugm-3
2020-01-16,04:00:00,17.81869,V ugm-3
2020-01-16,05:00:00,19.52056,V ugm-3
2020-01-16,06:00:00,21.47055,V ugm-3
2020-01-16,07:00:00,35.59109,V ugm-3
2020-01-16,08:00:00,47.54277,V ugm-3
2020-01-16,09:00:00,47.41039,V ugm-3
2020-01-16,10:00:00,38.76499,V ugm-3
2020-01-16,11:00:00,29.90032,V ugm-3
2020-01-16,12:00:00,40.94239,V ugm-3
2020-01-16,13:00:00,37.75427,V ugm-3
2020-01-16,14:00:00,41.25182,V ugm-3
2020-01-16,15:00:00,53.06299,V ugm-3
2020-01-16,16:00:00,46.11785,V ugm-3
2020-01-16,17:00:00,37.57762,V ugm-3
2020-01-16,18:00:00,36.52385,V ugm-3
2020-01-16,19:00:00,15.1065,V ugm-3
2020-01-16,20:00:00,12.09015,V ugm-3
2020-01-16,21:00:00,11.67879,V ugm-3
2020-01-16,22:00:00,8.5857,V ugm-3
2020-01-16,23:00:00,7.55751,V ugm-3
2020-01-16,24:00:00,6.21908,V ugm-3
2020-01-17,01:00:00,4.72569,V ugm-3
2020-01-17,02:00:00,7.12751,V ugm-3
2020-01-17,03:00:00,5.29242,V ugm-3
2020-01-17,04:00:00,6.26811,V ugm-3
2020-01-17,05:00:00,6.00947,V ugm-3
2020-01-17,06:00:00,10.12337,V ugm-3
2020-01-17,07:00:00,15.36213,V ugm-3
2020-01-17,08:00:00,39.33793,V ugm-3
2020-01-17,09:00:00,60.11696,V ugm-3
2020-01-17,10:00:00,61.40213,V ugm-3
2020-01-17,11:00:00,32.69415,V ugm-3
2020-01-17,12:00:00,27.90307,V ugm-3
2020-01-17,13:00:00,16.06116,V ugm-3
2020-01-17,14:00:00,22.5734,V ugm-3
2020-01-17,15:00:00,34.8218,V ugm-3
2020-01-17,16:00:00,40.75172,V ugm-3
2020-01-17,17:00:00,40.64321,V ugm-3
2020-01-17,18:00:00,46.68918,V ugm-3
2020-01-17,19:00:00,39.66674,V ugm-3
2020-01-17,20:00:00,41.42756,V ugm-3
2020-01-17,21:00:00,28.45129,V ugm-3
2020-01-17,22:00:00,32.32971,V ugm-3
2020-01-17,23:00:00,28.23318,V ugm-3
2020-01-17,24:00:00,24.29247,V ugm-3
2020-01-18,01:00:00,20.89129,V ugm-3
2020-01-18,02:00:00,7.16214,V ugm-3
2020-01-18,03:00:00,12.70906,V ugm-3
2020-01-18,04:00:00,15.78383,V ugm-3
2020-01-18,05:00:00,28.42327,V ugm-3
2020-01-18,06:00:00,7.28141,V ugm-3
2020-01-18,07:00:00,26.46866,V ugm-3
2020-01-18,08:00:00,39.96652,V ugm-3
2020-01-18,09:00:00,38.21001,V ugm-3
2020-01-18,10:00:00,42.9387,V ugm-3
2020-01-18,11:00:00,54.54946,V ugm-3
2020-01-18,12:00:00,49.46205,V ugm-3
2020-01-18,13:00:00,41.23025,V ugm-3
2020-01-18,14:00:00,34.4688,V ugm-3
2020-01-18,15:00:00,40.02211,V ugm-3
2020-01-18,16:00:00,68.10244,V ugm-3
2020-01-18,17:00:00,54.40193,V ugm-3
2020-01-18,18:00:00,62.19556,V ugm-3
2020-01-18,19:00:00,65.22014,V ugm-3
2020-01-18,20:00:00,60.33455,V ugm-3
2020-01-18,21:00:00,64.6638,V ugm-3
2020-01-18,22:00:00,69.4455,V ugm-3
2020-01-18,23:00:00,68.17616,V ugm-3
2020-01-18,24:00:00,80.72385,V ugm-3
2020-01-19,01:00:00,79.14571,V ugm-3
2020-01-19,02:00:00,71.21996,V ugm-3
2020-01-19,03:00:00,65.29705,V ugm-3
2020-01-19,04:00:00,57.96561,V ugm-3
2020-01-19,05:00:00,57.23668,V ugm-3
2020-01-19,06:00:00,52.33554,V ugm-3
2020-01-19,07:00:00,62.56741,V ugm-3
2020-01-19,08:00:00,72.02427,V ugm-3
2020-01-19,09:00:00,74.50976,V ugm-3
2020-01-19,10:00:00,70.62453,V ugm-3
2020-01-19,11:00:00,58.137,V ugm-3
2020-01-19,12:00:00,55.98404,V ugm-3
2020-01-19,13:00:00,64.36164,V ugm-3
2020-01-19,14:00:00,35.69417,V ugm-3
2020-01-19,15:00:00,19.25274,V ugm-3
2020-01-19,16:00:00,15.82937,V ugm-3
2020-01-19,17:00:00,31.29558,V ugm-3
2020-01-19,18:00:00,45.09343,V ugm-3
2020-01-19,19:00:00,22.37404,V ugm-3
2020-01-19,20:00:00,17.88871,V ugm-3
2020-01-19,21:00:00,16.55398,V ugm-3
2020-01-19,22:00:00,14.20406,V ugm-3
2020-01-19,23:00:00,16.03341,V ugm-3
2020-01-19,24:00:00,11.49433,V ugm-3
2020-01-20,01:00:00,13.47795,V ugm-3
2020-01-20,02:00:00,6.19686,V ugm-3
2020-01-20,03:00:00,5.35957,V ugm-3
2020-01-20,04:00:00,4.85226,V ugm-3
2020-01-20,05:00:00,5.46188,V ugm-3
2020-01-20,06:00:00,5.91856,V ugm-3
2020-01-20,07:00:00,8.46622,V ugm-3
2020-01-20,08:00:00,23.18628,V ugm-3
2020-01-20,09:00:00,25.8837,V ugm-3
2020-01-20,10:00:00,28.45018,V ugm-3
2020-01-20,11:00:00,20.52784,V ugm-3
2020-01-20,12:00:00,19.81591,V ugm-3
2020-01-20,13:00:00,22.3983,V ugm-3
2020-01-20,14:00:00,18.94947,V ugm-3
2020-01-20,15:00:00,17.88052,V ugm-3
2020-01-20,16:00:00,21.48652,V ugm-3
2020-01-20,17:00:00,21.33836,V ugm-3
2020-01-20,18:00:00,24.21468,V ugm-3
2020-01-20,19:00:00,19.0804,V ugm-3
2020-01-20,20:00:00,15.58492,V ugm-3
2020-01-20,21:00:00,11.78755,V ugm-3
2020-01-20,22:00:00,12.55275,V ugm-3
2020-01-20,23:00:00,8.56111,V ugm-3
2020-01-20,24:00:00,6.98485,V ugm-3
2020-01-21,01:00:00,6.17764,V ugm-3
2020-01-21,02:00:00,3.73695,V ugm-3
2020-01-21,03:00:00,3.10116,V ugm-3
2020-01-21,04:00:00,2.34214,V ugm-3
2020-01-21,05:00:00,3.51012,V ugm-3
2020-01-21,06:00:00,15.57593,V ugm-3
2020-01-21,07:00:00,18.25467,V ugm-3
2020-01-21,08:00:00,32.38436,V ugm-3
2020-01-21,09:00:00,35.90627,V ugm-3
2020-01-21,10:00:00,41.29572,V ugm-3
2020-01-21,11:00:00,24.50636,V ugm-3
2020-01-21,12:00:00,26.11977,V ugm-3
2020-01-21,13:00:00,25.69903,V ugm-3
2020-01-21,14:00:00,21.28402,V ugm-3
2020-01-21,15:00:00,34.91051,V ugm-3
2020-01-21,16:00:00,33.80199,V ugm-3
2020-01-21,17:00:00,32.18914,V ugm-3
2020-01-21,18:00:00,37.12194,V ugm-3
2020-01-21,19:00:00,28.37776,V ugm-3
2020-01-21,20:00:00,23.11622,V ugm-3
2020-01-21,21:00:00,17.81821,V ugm-3
2020-01-21,22:00:00,12.93647,V ugm-3
2020-01-21,23:00:00,12.17801,V ugm-3
2020-01-21,24:00:00,12.01027,V ugm-3
2020-01-22,01:00:00,8.00681,V ugm-3
2020-01-22,02:00:00,8.80299,V ugm-3
2020-01-22,03:00:00,5.54482,V ugm-3
2020-01-22,04:00:00,5.6402,V ugm-3
2020-01-22,05:00:00,4.06561,V ugm-3
2020-01-22,06:00:00,6.81195,V ugm-3
2020-01-22,07:00:00,20.19241,V ugm-3
2020-01-22,08:00:00,34.49641,V ugm-3
2020-01-22,09:00:00,44.00154,V ugm-3
2020-01-22,10:00:00,No data,V ugm-3
2020-01-22,11:00:00,No data,V ugm-3
2020-01-22,12:00:00,51.28396,V ugm-3
2020-01-22,13:00:00,31.69327,V ugm-3
2020-01-22,14:00:00,22.23269,V ugm-3
2020-01-22,15:00:00,30.25081,V ugm-3
2020-01-22,16:00:00,45.91554,V ugm-3
2020-01-22,17:00:00,46.61639,V ugm-3
2020-01-22,18:00:00,49.35914,V ugm-3
2020-01-22,19:00:00,42.2124,V ugm-3
2020-01-22,20:00:00,37.72735,V ugm-3
2020-01-22,21:00:00,21.88546,V ugm-3
2020-01-22,22:00:00,14.33008,V ugm-3
2020-01-22,23:00:00,20.31206,V ugm-3
2020-01-22,24:00:00,13.0564,V ugm-3
2020-01-23,01:00:00,13.9173,V ugm-3
2020-01-23,02:00:00,5.34812,V ugm-3
2020-01-23,03:00:00,5.24868,V ugm-3
2020-01-23,04:00:00,4.8889,V ugm-3
2020-01-23,05:00:00,5.02369,V ugm-3
2020-01-23,06:00:00,8.95515,V ugm-3
2020-01-23,07:00:00,13.42802,V ugm-3
2020-01-23,08:00:00,15.86864,V ugm-3
2020-01-23,09:00:00,25.08449,V ugm-3
2020-01-23,10:00:00,26.48913,V ugm-3
2020-01-23,11:00:00,14.43109,V ugm-3
2020-01-23,12:00:00,14.21045,V ugm-3
2020-01-23,13:00:00,17.83177,V ugm-3
2020-01-23,14:00:00,15.19697,V ugm-3
2020-01-23,15:00:00,17.76315,V ugm-3
2020-01-23,16:00:00,23.6532,V ugm-3
2020-01-23,17:00:00,29.61325,V ugm-3
2020-01-23,18:00:00,26.44924,V ugm-3
2020-01-23,19:00:00,19.66636,V ugm-3
2020-01-23,20:00:00,23.28941,V ugm-3
2020-01-23,21:00:00,16.42433,V ugm-3
2020-01-23,22:00:00,15.33715,V ugm-3
2020-01-23,23:00:00,12.04619,V ugm-3
2020-01-23,24:00:00,6.60543,V ugm-3
