Hourly measurement data supplied by UK-air on 25/02/2025
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
Site Name,,"Glasgow Townhead",,,,,
Latitude,,55.865782,,,,,,
Longitude,,-4.243631,,,,,,
Site Type,,Urban Background,,,,,,
Zone,,Central Scotland,,,,,,
Agglomeration,,Glasgow Urban Area,,,,,,
Local Authority,,"Glasgow",,,,,,
Date,Time,"Nitrogen dioxide",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status
2020-01-02,23:00:00,7.56247,V ugm-3,2.575,V ugm-3 (FIDAS),1.321,V ugm-3 (Ref.eq)
2020-01-02,24:00:00,7.56417,V ugm-3,11.875,V ugm-3 (FIDAS),6.179,V ugm-3 (Ref.eq)
2020-01-03,01:00:00,8.17851,V ugm-3,19.7,V ugm-3 (FIDAS),9.34,V ugm-3 (Ref.eq)
2020-01-03,02:00:00,9.96685,V ugm-3,17.7,V ugm-3 (FIDAS),8.42,V ugm-3 (Ref.eq)
2020-01-03,03:00:00,7.56215,V ugm-3,18.275,V ugm-3 (FIDAS),8.491,V ugm-3 (Ref.eq)
2020-01-03,04:00:00,9.04446,V ugm-3,14.975,V ugm-3 (FIDAS),7.476,V ugm-3 (Ref.eq)
2020-01-03,05:00:00,12.72522,V ugm-3,14.425,V ugm-3 (FIDAS),7.241,V ugm-3 (Ref.eq)
2020-01-03,06:00:00,11.24344,V ugm-3,11.25,V ugm-3 (FIDAS),5.873,V ugm-3 (Ref.eq)
2020-01-03,07:00:00,23.20035,V ugm-3,12.55,V ugm-3 (FIDAS),6.156,V ugm-3 (Ref.eq)
2020-01-03,08:00:00,31.84086,V ugm-3,12.725,V ugm-3 (FIDAS),6.274,V ugm-3 (Ref.eq)
2020-01-03,09:00:00,47.75353,V ugm-3,12.925,V ugm-3 (FIDAS),6.439,V ugm-3 (Ref.eq)
2020-01-03,10:00:00,56.47536,V ugm-3,15.55,V ugm-3 (FIDAS),7.359,V ugm-3 (Ref.eq)
2020-01-03,11:00:00,35.95606,V ugm-3,11.175,V ugm-3 (FIDAS),5.802,V ugm-3 (Ref.eq)
2020-01-03,12:00:00,33.95825,V ugm-3,10.65,V ugm-3 (FIDAS),5.472,V ugm-3 (Ref.eq)
2020-01-03,13:00:00,27.25964,V ugm-3,8.925,V ugm-3 (FIDAS),4.693,V ugm-3 (Ref.eq)
2020-01-03,14:00:00,21.83789,V ugm-3,11.5,V ugm-3 (FIDAS),5.542,V ugm-3 (Ref.eq)
2020-01-03,15:00:00,26.02853,V ugm-3,12.825,V ugm-3 (FIDAS),6.25,V ugm-3 (Ref.eq)
2020-01-03,16:00:00,27.76605,V ugm-3,11.075,V ugm-3 (FIDAS),5.991,V ugm-3 (Ref.eq)
2020-01-03,17:00:00,37.22409,V ugm-3,11.1,V ugm-3 (FIDAS),6.109,V ugm-3 (Ref.eq)
2020-01-03,18:00:00,26.12644,V ugm-3,11.55,V ugm-3 (FIDAS),6.085,V ugm-3 (Ref.eq)
2020-01-03,19:00:00,17.22912,V ugm-3,16.075,V ugm-3 (FIDAS),7.972,V ugm-3 (Ref.eq)
2020-01-03,20:00:00,14.00822,V ugm-3,8.95,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq)
2020-01-03,21:00:00,18.24782,V ugm-3,11.425,V ugm-3 (FIDAS),5.755,V ugm-3 (Ref.eq)
2020-01-03,22:00:00,14.82308,V ugm-3,8.95,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq)
2020-01-03,23:00:00,12.47188,V ugm-3,10.425,V ugm-3 (FIDAS),5.377,V ugm-3 (Ref.eq)
2020-01-03,24:00:00,12.62516,V ugm-3,11.525,V ugm-3 (FIDAS),5.708,V ugm-3 (Ref.eq)
2020-01-04,01:00:00,14.17757,V ugm-3,17.45,V ugm-3 (FIDAS),8.208,V ugm-3 (Ref.eq)
2020-01-04,02:00:00,7.10719,V ugm-3,11.7,V ugm-3 (FIDAS),6.038,V ugm-3 (Ref.eq)
2020-01-04,03:00:00,6.13552,V ugm-3,10.775,V ugm-3 (FIDAS),5.212,V ugm-3 (Ref.eq)
2020-01-04,04:00:00,6.69773,V ugm-3,9.575,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq)
2020-01-04,05:00:00,5.62383,V ugm-3,8.8,V ugm-3 (FIDAS),4.505,V ugm-3 (Ref.eq)
2020-01-04,06:00:00,8.335,V ugm-3,8.475,V ugm-3 (FIDAS),4.292,V ugm-3 (Ref.eq)
2020-01-04,07:00:00,9.0003,V ugm-3,7.95,V ugm-3 (FIDAS),3.986,V ugm-3 (Ref.eq)
2020-01-04,08:00:00,20.60486,V ugm-3,8.55,V ugm-3 (FIDAS),4.363,V ugm-3 (Ref.eq)
2020-01-04,09:00:00,25.10545,V ugm-3,9.275,V ugm-3 (FIDAS),4.717,V ugm-3 (Ref.eq)
2020-01-04,10:00:00,26.28567,V ugm-3,9.775,V ugm-3 (FIDAS),4.646,V ugm-3 (Ref.eq)
2020-01-04,11:00:00,27.31108,V ugm-3,8.05,V ugm-3 (FIDAS),4.009,V ugm-3 (Ref.eq)
2020-01-04,12:00:00,25.93288,V ugm-3,4.625,V ugm-3 (FIDAS),2.712,V ugm-3 (Ref.eq)
2020-01-04,13:00:00,26.44837,V ugm-3,4.075,V ugm-3 (FIDAS),2.547,V ugm-3 (Ref.eq)
2020-01-04,14:00:00,24.90482,V ugm-3,6.8,V ugm-3 (FIDAS),3.986,V ugm-3 (Ref.eq)
2020-01-04,15:00:00,23.67555,V ugm-3,8.175,V ugm-3 (FIDAS),4.811,V ugm-3 (Ref.eq)
2020-01-04,16:00:00,20.40189,V ugm-3,7.325,V ugm-3 (FIDAS),4.057,V ugm-3 (Ref.eq)
2020-01-04,17:00:00,20.8137,V ugm-3,6.525,V ugm-3 (FIDAS),4.08,V ugm-3 (Ref.eq)
2020-01-04,18:00:00,21.4276,V ugm-3,7.325,V ugm-3 (FIDAS),4.552,V ugm-3 (Ref.eq)
2020-01-04,19:00:00,19.73892,V ugm-3,7.85,V ugm-3 (FIDAS),5.189,V ugm-3 (Ref.eq)
2020-01-04,20:00:00,19.68723,V ugm-3,7.025,V ugm-3 (FIDAS),4.811,V ugm-3 (Ref.eq)
2020-01-04,21:00:00,14.97927,V ugm-3,8.35,V ugm-3 (FIDAS),5.92,V ugm-3 (Ref.eq)
2020-01-04,22:00:00,13.44949,V ugm-3,8.5,V ugm-3 (FIDAS),5.991,V ugm-3 (Ref.eq)
2020-01-04,23:00:00,12.78243,V ugm-3,7.65,V ugm-3 (FIDAS),6.156,V ugm-3 (Ref.eq)
2020-01-04,24:00:00,11.81574,V ugm-3,7.2,V ugm-3 (FIDAS),5.778,V ugm-3 (Ref.eq)
2020-01-05,01:00:00,9.34331,V ugm-3,7.475,V ugm-3 (FIDAS),5.613,V ugm-3 (Ref.eq)
2020-01-05,02:00:00,6.19078,V ugm-3,7.825,V ugm-3 (FIDAS),6.156,V ugm-3 (Ref.eq)
2020-01-05,03:00:00,5.88308,V ugm-3,7.775,V ugm-3 (FIDAS),5.472,V ugm-3 (Ref.eq)
2020-01-05,04:00:00,6.6493,V ugm-3,6.025,V ugm-3 (FIDAS),4.575,V ugm-3 (Ref.eq)
2020-01-05,05:00:00,5.11526,V ugm-3,5.65,V ugm-3 (FIDAS),4.057,V ugm-3 (Ref.eq)
2020-01-05,06:00:00,4.39889,V ugm-3,5,V ugm-3 (FIDAS),3.561,V ugm-3 (Ref.eq)
2020-01-05,07:00:00,5.47313,V ugm-3,4.2,V ugm-3 (FIDAS),3.042,V ugm-3 (Ref.eq)
2020-01-05,08:00:00,7.51968,V ugm-3,2.025,V ugm-3 (FIDAS),1.274,V ugm-3 (Ref.eq)
2020-01-05,09:00:00,7.56826,V ugm-3,3.5,V ugm-3 (FIDAS),2.359,V ugm-3 (Ref.eq)
2020-01-05,10:00:00,7.11388,V ugm-3,4.225,V ugm-3 (FIDAS),2.665,V ugm-3 (Ref.eq)
2020-01-05,11:00:00,7.82897,V ugm-3,4.225,V ugm-3 (FIDAS),2.618,V ugm-3 (Ref.eq)
2020-01-05,12:00:00,8.74952,V ugm-3,4.8,V ugm-3 (FIDAS),2.901,V ugm-3 (Ref.eq)
2020-01-05,13:00:00,9.57197,V ugm-3,3.375,V ugm-3 (FIDAS),2.146,V ugm-3 (Ref.eq)
2020-01-05,14:00:00,9.5167,V ugm-3,3.4,V ugm-3 (FIDAS),2.193,V ugm-3 (Ref.eq)
2020-01-05,15:00:00,13.25034,V ugm-3,3.225,V ugm-3 (FIDAS),2.005,V ugm-3 (Ref.eq)
2020-01-05,16:00:00,12.12338,V ugm-3,3.075,V ugm-3 (FIDAS),2.146,V ugm-3 (Ref.eq)
2020-01-05,17:00:00,12.84103,V ugm-3,3.875,V ugm-3 (FIDAS),2.689,V ugm-3 (Ref.eq)
