Hourly measurement data supplied by UK-air on 25/02/2025
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
Site Name,,"Glasgow Kerbside",
Latitude,,55.858940,,
Longitude,,-4.259122,,
Site Type,,Urban Traffic,,
Zone,,Central Scotland,,
Agglomeration,,Glasgow Urban Area,,
Local Authority,,"Glasgow",,
Date,Time,"Nitrogen dioxide",Status
2020-01-01,01:00:00,No data,V ugm-3
2020-01-01,02:00:00,76.68232,V ugm-3
2020-01-01,03:00:00,75.12714,V ugm-3
2020-01-01,04:00:00,89.75443,V ugm-3
2020-01-01,05:00:00,96.04185,V ugm-3
2020-01-01,06:00:00,86.95813,V ugm-3
2020-01-01,07:00:00,72.61488,V ugm-3
2020-01-01,08:00:00,61.28035,V ugm-3
2020-01-01,09:00:00,28.06574,V ugm-3
2020-01-01,10:00:00,26.39759,V ugm-3
2020-01-01,11:00:00,18.1193,V ugm-3
2020-01-01,12:00:00,14.67061,V ugm-3
2020-01-01,13:00:00,16.25239,V ugm-3
2020-01-01,14:00:00,19.80511,V ugm-3
2020-01-01,15:00:00,23.69301,V ugm-3
2020-01-01,16:00:00,24.19225,V ugm-3
2020-01-01,17:00:00,23.31483,V ugm-3
2020-01-01,18:00:00,19.63663,V ugm-3
2020-01-01,19:00:00,18.85364,V ugm-3
2020-01-01,20:00:00,19.834,V ugm-3
2020-01-01,21:00:00,24.46437,V ugm-3
2020-01-01,22:00:00,22.7231,V ugm-3
2020-01-01,23:00:00,42.61388,V ugm-3
2020-01-01,24:00:00,33.84882,V ugm-3
2020-01-02,01:00:00,32.46857,V ugm-3
2020-01-02,02:00:00,9.72032,V ugm-3
2020-01-02,03:00:00,6.55171,V ugm-3
2020-01-02,04:00:00,6.84768,V ugm-3
2020-01-02,05:00:00,7.13829,V ugm-3
2020-01-02,06:00:00,6.10207,V ugm-3
2020-01-02,07:00:00,16.86951,V ugm-3
2020-01-02,08:00:00,17.69777,V ugm-3
2020-01-02,09:00:00,23.25662,V ugm-3
2020-01-02,10:00:00,20.0263,V ugm-3
2020-01-02,11:00:00,39.319,V ugm-3
2020-01-02,12:00:00,21.80406,V ugm-3
2020-01-02,13:00:00,30.99356,V ugm-3
2020-01-02,14:00:00,35.5937,V ugm-3
2020-01-02,15:00:00,30.08592,V ugm-3
2020-01-02,16:00:00,23.95142,V ugm-3
2020-01-02,17:00:00,32.74896,V ugm-3
2020-01-02,18:00:00,41.64341,V ugm-3
2020-01-02,19:00:00,25.19432,V ugm-3
2020-01-02,20:00:00,16.17006,V ugm-3
2020-01-02,21:00:00,18.88508,V ugm-3
2020-01-02,22:00:00,20.99488,V ugm-3
2020-01-02,23:00:00,39.90387,V ugm-3
2020-01-02,24:00:00,40.01739,V ugm-3
2020-01-03,01:00:00,22.3381,V ugm-3
2020-01-03,02:00:00,15.98266,V ugm-3
2020-01-03,03:00:00,14.85407,V ugm-3
2020-01-03,04:00:00,14.55894,V ugm-3
2020-01-03,05:00:00,11.64974,V ugm-3
2020-01-03,06:00:00,19.48663,V ugm-3
2020-01-03,07:00:00,40.55299,V ugm-3
2020-01-03,08:00:00,55.45831,V ugm-3
2020-01-03,09:00:00,68.1576,V ugm-3
2020-01-03,10:00:00,69.38477,V ugm-3
2020-01-03,11:00:00,57.14859,V ugm-3
2020-01-03,12:00:00,58.42828,V ugm-3
2020-01-03,13:00:00,52.54715,V ugm-3
2020-01-03,14:00:00,53.79395,V ugm-3
2020-01-03,15:00:00,48.5021,V ugm-3
2020-01-03,16:00:00,56.56667,V ugm-3
2020-01-03,17:00:00,53.97883,V ugm-3
2020-01-03,18:00:00,82.44959,V ugm-3
2020-01-03,19:00:00,47.20975,V ugm-3
2020-01-03,20:00:00,45.47146,V ugm-3
2020-01-03,21:00:00,42.9813,V ugm-3
2020-01-03,22:00:00,36.73091,V ugm-3
2020-01-03,23:00:00,40.3203,V ugm-3
2020-01-03,24:00:00,46.81064,V ugm-3
2020-01-04,01:00:00,47.06283,V ugm-3
2020-01-04,02:00:00,22.26958,V ugm-3
2020-01-04,03:00:00,20.06731,V ugm-3
2020-01-04,04:00:00,11.24793,V ugm-3
2020-01-04,05:00:00,7.94577,V ugm-3
2020-01-04,06:00:00,10.45815,V ugm-3
2020-01-04,07:00:00,23.32184,V ugm-3
2020-01-04,08:00:00,27.21865,V ugm-3
2020-01-04,09:00:00,41.81173,V ugm-3
2020-01-04,10:00:00,42.06785,V ugm-3
2020-01-04,11:00:00,47.46663,V ugm-3
2020-01-04,12:00:00,42.94681,V ugm-3
2020-01-04,13:00:00,46.6378,V ugm-3
2020-01-04,14:00:00,51.84913,V ugm-3
2020-01-04,15:00:00,39.34215,V ugm-3
2020-01-04,16:00:00,40.34008,V ugm-3
2020-01-04,17:00:00,39.02503,V ugm-3
2020-01-04,18:00:00,36.64517,V ugm-3
2020-01-04,19:00:00,31.72742,V ugm-3
2020-01-04,20:00:00,30.92034,V ugm-3
2020-01-04,21:00:00,28.16878,V ugm-3
2020-01-04,22:00:00,23.26031,V ugm-3
2020-01-04,23:00:00,21.63473,V ugm-3
2020-01-04,24:00:00,23.45811,V ugm-3
2020-01-05,01:00:00,17.77802,V ugm-3
2020-01-05,02:00:00,12.01113,V ugm-3
2020-01-05,03:00:00,9.30635,V ugm-3
2020-01-05,04:00:00,11.24569,V ugm-3
2020-01-05,05:00:00,9.33184,V ugm-3
2020-01-05,06:00:00,6.60584,V ugm-3
2020-01-05,07:00:00,10.46112,V ugm-3
2020-01-05,08:00:00,13.7634,V ugm-3
2020-01-05,09:00:00,14.54149,V ugm-3
2020-01-05,10:00:00,14.50319,V ugm-3
2020-01-05,11:00:00,17.35839,V ugm-3
2020-01-05,12:00:00,18.08247,V ugm-3
2020-01-05,13:00:00,20.31645,V ugm-3
2020-01-05,14:00:00,19.65322,V ugm-3
2020-01-05,15:00:00,22.83255,V ugm-3
2020-01-05,16:00:00,23.42471,V ugm-3
2020-01-05,17:00:00,22.38499,V ugm-3
2020-01-05,18:00:00,33.64179,V ugm-3
2020-01-05,19:00:00,32.5639,V ugm-3
2020-01-05,20:00:00,16.84328,V ugm-3
2020-01-05,21:00:00,22.41069,V ugm-3
2020-01-05,22:00:00,20.86836,V ugm-3
2020-01-05,23:00:00,31.70522,V ugm-3
2020-01-05,24:00:00,31.05417,V ugm-3
2020-01-06,01:00:00,12.30345,V ugm-3
2020-01-06,02:00:00,6.91182,V ugm-3
2020-01-06,03:00:00,4.73941,V ugm-3
2020-01-06,04:00:00,6.61812,V ugm-3
2020-01-06,05:00:00,5.82867,V ugm-3
2020-01-06,06:00:00,14.1497,V ugm-3
2020-01-06,07:00:00,35.30285,V ugm-3
2020-01-06,08:00:00,58.7569,V ugm-3
2020-01-06,09:00:00,48.23528,V ugm-3
2020-01-06,10:00:00,40.63711,V ugm-3
2020-01-06,11:00:00,45.44154,V ugm-3
2020-01-06,12:00:00,45.50608,V ugm-3
2020-01-06,13:00:00,47.94835,V ugm-3
2020-01-06,14:00:00,40.10224,V ugm-3
2020-01-06,15:00:00,48.83314,V ugm-3
2020-01-06,16:00:00,49.75507,V ugm-3
2020-01-06,17:00:00,52.71622,V ugm-3
2020-01-06,18:00:00,63.92234,V ugm-3
2020-01-06,19:00:00,52.51558,V ugm-3
2020-01-06,20:00:00,39.30966,V ugm-3
2020-01-06,21:00:00,34.09584,V ugm-3
2020-01-06,22:00:00,31.94392,V ugm-3
2020-01-06,23:00:00,45.04419,V ugm-3
2020-01-06,24:00:00,30.64391,V ugm-3
2020-01-07,01:00:00,18.89784,V ugm-3
2020-01-07,02:00:00,13.96395,V ugm-3
2020-01-07,03:00:00,12.60146,V ugm-3
2020-01-07,04:00:00,9.28548,V ugm-3
2020-01-07,05:00:00,9.63598,V ugm-3
2020-01-07,06:00:00,12.37997,V ugm-3
2020-01-07,07:00:00,35.05243,V ugm-3
2020-01-07,08:00:00,77.20615,V ugm-3
2020-01-07,09:00:00,66.6094,V ugm-3
2020-01-07,10:00:00,78.19154,V ugm-3
2020-01-07,11:00:00,48.69276,V ugm-3
2020-01-07,12:00:00,No data,V ugm-3
2020-01-07,13:00:00,No data,V ugm-3
2020-01-07,14:00:00,No data,V ugm-3
2020-01-07,15:00:00,39.16401,V ugm-3
2020-01-07,16:00:00,30.78226,V ugm-3
2020-01-07,17:00:00,30.76747,V ugm-3
2020-01-07,18:00:00,26.70126,V ugm-3
2020-01-07,19:00:00,22.14857,V ugm-3
2020-01-07,20:00:00,21.88855,V ugm-3
2020-01-07,21:00:00,17.72539,V ugm-3
2020-01-07,22:00:00,17.25346,V ugm-3
2020-01-07,23:00:00,21.60653,V ugm-3
2020-01-07,24:00:00,23.76884,V ugm-3
2020-01-08,01:00:00,10.27855,V ugm-3
2020-01-08,02:00:00,7.71055,V ugm-3
2020-01-08,03:00:00,6.08173,V ugm-3
2020-01-08,04:00:00,6.87184,V ugm-3
2020-01-08,05:00:00,6.47723,V ugm-3
2020-01-08,06:00:00,14.13705,V ugm-3
2020-01-08,07:00:00,35.52699,V ugm-3
2020-01-08,08:00:00,55.66378,V ugm-3
2020-01-08,09:00:00,52.06175,V ugm-3
2020-01-08,10:00:00,50.02413,V ugm-3
2020-01-08,11:00:00,53.2309,V ugm-3
2020-01-08,12:00:00,42.41063,V ugm-3
2020-01-08,13:00:00,47.9516,V ugm-3
2020-01-08,14:00:00,48.25317,V ugm-3
2020-01-08,15:00:00,53.27711,V ugm-3
2020-01-08,16:00:00,58.92618,V ugm-3
2020-01-08,17:00:00,68.2506,V ugm-3
2020-01-08,18:00:00,73.66877,V ugm-3
2020-01-08,19:00:00,66.16414,V ugm-3
2020-01-08,20:00:00,71.78382,V ugm-3
2020-01-08,21:00:00,90.05448,V ugm-3
2020-01-08,22:00:00,74.32451,V ugm-3
2020-01-08,23:00:00,82.74696,V ugm-3
2020-01-08,24:00:00,67.98252,V ugm-3
2020-01-09,01:00:00,65.86403,V ugm-3
2020-01-09,02:00:00,30.51347,V ugm-3
2020-01-09,03:00:00,28.47506,V ugm-3
2020-01-09,04:00:00,33.00652,V ugm-3
2020-01-09,05:00:00,35.04222,V ugm-3
2020-01-09,06:00:00,48.4429,V ugm-3
2020-01-09,07:00:00,63.72301,V ugm-3
2020-01-09,08:00:00,79.66258,V ugm-3
2020-01-09,09:00:00,82.37713,V ugm-3
2020-01-09,10:00:00,95.30559,V ugm-3
2020-01-09,11:00:00,94.64486,V ugm-3
2020-01-09,12:00:00,92.95671,V ugm-3
2020-01-09,13:00:00,110.41459,V ugm-3
2020-01-09,14:00:00,98.08166,V ugm-3
2020-01-09,15:00:00,85.88167,V ugm-3
2020-01-09,16:00:00,132.33733,V ugm-3
2020-01-09,17:00:00,108.93775,V ugm-3
2020-01-09,18:00:00,105.41787,V ugm-3
2020-01-09,19:00:00,95.54126,V ugm-3
2020-01-09,20:00:00,91.70071,V ugm-3
2020-01-09,21:00:00,124.23422,V ugm-3
2020-01-09,22:00:00,118.61609,V ugm-3
2020-01-09,23:00:00,139.24466,V ugm-3
2020-01-09,24:00:00,102.75822,V ugm-3
2020-01-10,01:00:00,97.44987,V ugm-3
2020-01-10,02:00:00,86.11987,V ugm-3
2020-01-10,03:00:00,68.9676,V ugm-3
2020-01-10,04:00:00,54.04305,V ugm-3
2020-01-10,05:00:00,54.1535,V ugm-3
2020-01-10,06:00:00,55.2188,V ugm-3
2020-01-10,07:00:00,72.91192,V ugm-3
2020-01-10,08:00:00,69.53473,V ugm-3
2020-01-10,09:00:00,103.9489,V ugm-3
2020-01-10,10:00:00,116.08863,V ugm-3
2020-01-10,11:00:00,111.15969,V ugm-3
2020-01-10,12:00:00,119.66905,V ugm-3
2020-01-10,13:00:00,83.44611,V ugm-3
2020-01-10,14:00:00,65.33651,V ugm-3
2020-01-10,15:00:00,68.83124,V ugm-3
2020-01-10,16:00:00,55.58537,V ugm-3
2020-01-10,17:00:00,85.21943,V ugm-3
2020-01-10,18:00:00,58.61604,V ugm-3
2020-01-10,19:00:00,36.53637,V ugm-3
2020-01-10,20:00:00,51.36586,V ugm-3
2020-01-10,21:00:00,45.39999,V ugm-3
2020-01-10,22:00:00,44.02457,V ugm-3
2020-01-10,23:00:00,34.38851,V ugm-3
2020-01-10,24:00:00,29.84169,V ugm-3
2020-01-11,01:00:00,25.80401,V ugm-3
2020-01-11,02:00:00,18.54417,V ugm-3
2020-01-11,03:00:00,18.42034,V ugm-3
2020-01-11,04:00:00,9.12424,V ugm-3
2020-01-11,05:00:00,5.33672,V ugm-3
2020-01-11,06:00:00,4.09689,V ugm-3
2020-01-11,07:00:00,7.69688,V ugm-3
2020-01-11,08:00:00,11.18046,V ugm-3
2020-01-11,09:00:00,18.49841,V ugm-3
2020-01-11,10:00:00,13.61601,V ugm-3
2020-01-11,11:00:00,24.20849,V ugm-3
2020-01-11,12:00:00,51.10355,V ugm-3
2020-01-11,13:00:00,45.10131,V ugm-3
2020-01-11,14:00:00,39.48201,V ugm-3
2020-01-11,15:00:00,56.77193,V ugm-3
2020-01-11,16:00:00,43.68046,V ugm-3
2020-01-11,17:00:00,46.43986,V ugm-3
2020-01-11,18:00:00,71.12743,V ugm-3
2020-01-11,19:00:00,51.1848,V ugm-3
2020-01-11,20:00:00,38.21107,V ugm-3
2020-01-11,21:00:00,44.85827,V ugm-3
2020-01-11,22:00:00,45.47135,V ugm-3
2020-01-11,23:00:00,45.42136,V ugm-3
2020-01-11,24:00:00,47.37801,V ugm-3
2020-01-12,01:00:00,62.04624,V ugm-3
2020-01-12,02:00:00,66.63518,V ugm-3
2020-01-12,03:00:00,65.56501,V ugm-3
2020-01-12,04:00:00,66.91547,V ugm-3
2020-01-12,05:00:00,47.43232,V ugm-3
2020-01-12,06:00:00,29.43765,V ugm-3
2020-01-12,07:00:00,29.66239,V ugm-3
2020-01-12,08:00:00,25.65563,V ugm-3
2020-01-12,09:00:00,30.20303,V ugm-3
2020-01-12,10:00:00,29.04399,V ugm-3
2020-01-12,11:00:00,43.51109,V ugm-3
2020-01-12,12:00:00,38.45384,V ugm-3
2020-01-12,13:00:00,33.13427,V ugm-3
2020-01-12,14:00:00,35.05809,V ugm-3
2020-01-12,15:00:00,39.06864,V ugm-3
2020-01-12,16:00:00,46.55467,V ugm-3
2020-01-12,17:00:00,33.18204,V ugm-3
2020-01-12,18:00:00,54.69687,V ugm-3
2020-01-12,19:00:00,47.9355,V ugm-3
2020-01-12,20:00:00,45.02778,V ugm-3
2020-01-12,21:00:00,30.08927,V ugm-3
2020-01-12,22:00:00,44.5007,V ugm-3
2020-01-12,23:00:00,62.21516,V ugm-3
2020-01-12,24:00:00,45.34902,V ugm-3
2020-01-13,01:00:00,32.50398,V ugm-3
2020-01-13,02:00:00,10.28054,V ugm-3
2020-01-13,03:00:00,11.76112,V ugm-3
2020-01-13,04:00:00,10.32966,V ugm-3
2020-01-13,05:00:00,15.76328,V ugm-3
2020-01-13,06:00:00,22.74006,V ugm-3
2020-01-13,07:00:00,48.69948,V ugm-3
2020-01-13,08:00:00,70.95736,V ugm-3
2020-01-13,09:00:00,87.0197,V ugm-3
2020-01-13,10:00:00,84.57326,V ugm-3
2020-01-13,11:00:00,72.71838,V ugm-3
2020-01-13,12:00:00,64.64202,V ugm-3
2020-01-13,13:00:00,59.58517,V ugm-3
2020-01-13,14:00:00,42.48317,V ugm-3
2020-01-13,15:00:00,63.30332,V ugm-3
2020-01-13,16:00:00,56.071,V ugm-3
2020-01-13,17:00:00,38.17669,V ugm-3
2020-01-13,18:00:00,57.02212,V ugm-3
2020-01-13,19:00:00,36.87995,V ugm-3
2020-01-13,20:00:00,26.39898,V ugm-3
2020-01-13,21:00:00,21.81229,V ugm-3
2020-01-13,22:00:00,12.06597,V ugm-3
2020-01-13,23:00:00,11.43923,V ugm-3
2020-01-13,24:00:00,16.57114,V ugm-3
2020-01-14,01:00:00,8.09992,V ugm-3
2020-01-14,02:00:00,4.48083,V ugm-3
2020-01-14,03:00:00,4.30042,V ugm-3
2020-01-14,04:00:00,4.79472,V ugm-3
2020-01-14,05:00:00,5.5865,V ugm-3
2020-01-14,06:00:00,12.19003,V ugm-3
2020-01-14,07:00:00,20.86743,V ugm-3
2020-01-14,08:00:00,47.82343,V ugm-3
2020-01-14,09:00:00,55.25635,V ugm-3
2020-01-14,10:00:00,55.14329,V ugm-3
2020-01-14,11:00:00,57.23705,V ugm-3
2020-01-14,12:00:00,55.88968,V ugm-3
2020-01-14,13:00:00,46.21316,V ugm-3
2020-01-14,14:00:00,69.20176,V ugm-3
2020-01-14,15:00:00,76.58103,V ugm-3
2020-01-14,16:00:00,89.47771,V ugm-3
2020-01-14,17:00:00,85.07524,V ugm-3
2020-01-14,18:00:00,72.72496,V ugm-3
2020-01-14,19:00:00,62.75988,V ugm-3
2020-01-14,20:00:00,34.59422,V ugm-3
2020-01-14,21:00:00,23.85805,V ugm-3
2020-01-14,22:00:00,25.78085,V ugm-3
2020-01-14,23:00:00,24.05646,V ugm-3
2020-01-14,24:00:00,15.48227,V ugm-3
2020-01-15,01:00:00,38.46963,V ugm-3
2020-01-15,02:00:00,8.17261,V ugm-3
2020-01-15,03:00:00,6.47521,V ugm-3
2020-01-15,04:00:00,7.61195,V ugm-3
2020-01-15,05:00:00,5.73451,V ugm-3
2020-01-15,06:00:00,8.28813,V ugm-3
2020-01-15,07:00:00,21.91069,V ugm-3
2020-01-15,08:00:00,35.63849,V ugm-3
2020-01-15,09:00:00,42.63705,V ugm-3
2020-01-15,10:00:00,37.92622,V ugm-3
2020-01-15,11:00:00,23.77119,V ugm-3
2020-01-15,12:00:00,27.69466,V ugm-3
2020-01-15,13:00:00,25.42226,V ugm-3
2020-01-15,14:00:00,21.81592,V ugm-3
2020-01-15,15:00:00,21.90773,V ugm-3
2020-01-15,16:00:00,25.87866,V ugm-3
2020-01-15,17:00:00,27.28397,V ugm-3
2020-01-15,18:00:00,24.55894,V ugm-3
2020-01-15,19:00:00,21.13289,V ugm-3
2020-01-15,20:00:00,18.25998,V ugm-3
2020-01-15,21:00:00,21.19137,V ugm-3
2020-01-15,22:00:00,16.25376,V ugm-3
2020-01-15,23:00:00,17.28524,V ugm-3
2020-01-15,24:00:00,18.74029,V ugm-3
2020-01-16,01:00:00,20.60836,V ugm-3
2020-01-16,02:00:00,10.0184,V ugm-3
2020-01-16,03:00:00,15.65945,V ugm-3
2020-01-16,04:00:00,22.31365,V ugm-3
2020-01-16,05:00:00,21.34706,V ugm-3
2020-01-16,06:00:00,39.89082,V ugm-3
2020-01-16,07:00:00,67.94287,V ugm-3
2020-01-16,08:00:00,87.56276,V ugm-3
2020-01-16,09:00:00,55.25219,V ugm-3
2020-01-16,10:00:00,59.95138,V ugm-3
2020-01-16,11:00:00,50.3089,V ugm-3
2020-01-16,12:00:00,79.62731,V ugm-3
2020-01-16,13:00:00,64.68963,V ugm-3
2020-01-16,14:00:00,62.16465,V ugm-3
2020-01-16,15:00:00,53.92133,V ugm-3
2020-01-16,16:00:00,52.15696,V ugm-3
2020-01-16,17:00:00,51.23164,V ugm-3
2020-01-16,18:00:00,63.96808,V ugm-3
2020-01-16,19:00:00,37.06354,V ugm-3
2020-01-16,20:00:00,28.94541,V ugm-3
2020-01-16,21:00:00,27.97288,V ugm-3
2020-01-16,22:00:00,16.66262,V ugm-3
2020-01-16,23:00:00,19.49104,V ugm-3
2020-01-16,24:00:00,19.57784,V ugm-3
2020-01-17,01:00:00,35.63587,V ugm-3
2020-01-17,02:00:00,20.02141,V ugm-3
2020-01-17,03:00:00,19.86693,V ugm-3
2020-01-17,04:00:00,20.09948,V ugm-3
2020-01-17,05:00:00,16.454,V ugm-3
2020-01-17,06:00:00,30.2089,V ugm-3
2020-01-17,07:00:00,30.06199,V ugm-3
2020-01-17,08:00:00,58.73083,V ugm-3
2020-01-17,09:00:00,69.96753,V ugm-3
2020-01-17,10:00:00,96.64045,V ugm-3
2020-01-17,11:00:00,51.07578,V ugm-3
2020-01-17,12:00:00,51.81236,V ugm-3
2020-01-17,13:00:00,42.76403,V ugm-3
2020-01-17,14:00:00,45.43339,V ugm-3
2020-01-17,15:00:00,61.60673,V ugm-3
2020-01-17,16:00:00,75.01273,V ugm-3
2020-01-17,17:00:00,73.12721,V ugm-3
2020-01-17,18:00:00,79.28172,V ugm-3
2020-01-17,19:00:00,70.96723,V ugm-3
2020-01-17,20:00:00,52.65213,V ugm-3
2020-01-17,21:00:00,39.65875,V ugm-3
2020-01-17,22:00:00,59.60186,V ugm-3
2020-01-17,23:00:00,50.3655,V ugm-3
2020-01-17,24:00:00,53.27962,V ugm-3
2020-01-18,01:00:00,39.72789,V ugm-3
2020-01-18,02:00:00,37.05772,V ugm-3
2020-01-18,03:00:00,33.77581,V ugm-3
2020-01-18,04:00:00,40.6124,V ugm-3
2020-01-18,05:00:00,36.6159,V ugm-3
2020-01-18,06:00:00,30.56717,V ugm-3
2020-01-18,07:00:00,36.53301,V ugm-3
2020-01-18,08:00:00,54.91797,V ugm-3
2020-01-18,09:00:00,50.46218,V ugm-3
2020-01-18,10:00:00,57.94676,V ugm-3
2020-01-18,11:00:00,62.52349,V ugm-3
2020-01-18,12:00:00,59.85477,V ugm-3
2020-01-18,13:00:00,50.91022,V ugm-3
2020-01-18,14:00:00,54.31795,V ugm-3
2020-01-18,15:00:00,80.86574,V ugm-3
2020-01-18,16:00:00,66.75971,V ugm-3
2020-01-18,17:00:00,82.17933,V ugm-3
2020-01-18,18:00:00,80.24635,V ugm-3
2020-01-18,19:00:00,108.64293,V ugm-3
2020-01-18,20:00:00,90.52521,V ugm-3
2020-01-18,21:00:00,97.79759,V ugm-3
2020-01-18,22:00:00,86.51197,V ugm-3
2020-01-18,23:00:00,98.62599,V ugm-3
2020-01-18,24:00:00,98.2314,V ugm-3
2020-01-19,01:00:00,86.23278,V ugm-3
2020-01-19,02:00:00,100.07996,V ugm-3
2020-01-19,03:00:00,134.08321,V ugm-3
2020-01-19,04:00:00,91.16421,V ugm-3
2020-01-19,05:00:00,81.42583,V ugm-3
2020-01-19,06:00:00,64.8116,V ugm-3
2020-01-19,07:00:00,66.47762,V ugm-3
2020-01-19,08:00:00,75.07099,V ugm-3
2020-01-19,09:00:00,94.38203,V ugm-3
2020-01-19,10:00:00,60.09816,V ugm-3
2020-01-19,11:00:00,105.48682,V ugm-3
2020-01-19,12:00:00,108.13213,V ugm-3
2020-01-19,13:00:00,83.9907,V ugm-3
2020-01-19,14:00:00,54.80025,V ugm-3
2020-01-19,15:00:00,32.40777,V ugm-3
2020-01-19,16:00:00,37.05005,V ugm-3
2020-01-19,17:00:00,50.42328,V ugm-3
2020-01-19,18:00:00,56.34871,V ugm-3
2020-01-19,19:00:00,57.61573,V ugm-3
2020-01-19,20:00:00,48.88111,V ugm-3
2020-01-19,21:00:00,27.11025,V ugm-3
2020-01-19,22:00:00,29.60257,V ugm-3
2020-01-19,23:00:00,34.30839,V ugm-3
2020-01-19,24:00:00,29.82228,V ugm-3
2020-01-20,01:00:00,68.74212,V ugm-3
2020-01-20,02:00:00,15.22593,V ugm-3
2020-01-20,03:00:00,11.91416,V ugm-3
2020-01-20,04:00:00,11.71642,V ugm-3
2020-01-20,05:00:00,12.90331,V ugm-3
2020-01-20,06:00:00,16.20859,V ugm-3
2020-01-20,07:00:00,32.55771,V ugm-3
2020-01-20,08:00:00,26.93283,V ugm-3
2020-01-20,09:00:00,38.14986,V ugm-3
2020-01-20,10:00:00,46.11898,V ugm-3
2020-01-20,11:00:00,42.04427,V ugm-3
2020-01-20,12:00:00,50.38902,V ugm-3
2020-01-20,13:00:00,40.00693,V ugm-3
2020-01-20,14:00:00,38.74575,V ugm-3
2020-01-20,15:00:00,43.98366,V ugm-3
2020-01-20,16:00:00,44.87739,V ugm-3
2020-01-20,17:00:00,46.79339,V ugm-3
2020-01-20,18:00:00,42.02229,V ugm-3
2020-01-20,19:00:00,43.11022,V ugm-3
2020-01-20,20:00:00,37.07922,V ugm-3
2020-01-20,21:00:00,25.9948,V ugm-3
2020-01-20,22:00:00,32.57253,V ugm-3
2020-01-20,23:00:00,27.64933,V ugm-3
2020-01-20,24:00:00,27.35716,V ugm-3
2020-01-21,01:00:00,16.34537,V ugm-3
2020-01-21,02:00:00,18.51397,V ugm-3
2020-01-21,03:00:00,13.15065,V ugm-3
2020-01-21,04:00:00,13.34868,V ugm-3
2020-01-21,05:00:00,18.93216,V ugm-3
2020-01-21,06:00:00,30.96159,V ugm-3
2020-01-21,07:00:00,44.22071,V ugm-3
2020-01-21,08:00:00,63.36885,V ugm-3
2020-01-21,09:00:00,No data,V ugm-3
2020-01-21,10:00:00,No data,V ugm-3
2020-01-21,11:00:00,59.2483,V ugm-3
2020-01-21,12:00:00,46.22389,V ugm-3
2020-01-21,13:00:00,52.60431,V ugm-3
2020-01-21,14:00:00,50.38861,V ugm-3
2020-01-21,15:00:00,59.76903,V ugm-3
2020-01-21,16:00:00,65.76449,V ugm-3
2020-01-21,17:00:00,78.27784,V ugm-3
2020-01-21,18:00:00,70.0789,V ugm-3
2020-01-21,19:00:00,60.17461,V ugm-3
2020-01-21,20:00:00,47.48271,V ugm-3
2020-01-21,21:00:00,35.88089,V ugm-3
2020-01-21,22:00:00,36.25506,V ugm-3
2020-01-21,23:00:00,31.39731,V ugm-3
2020-01-21,24:00:00,38.11465,V ugm-3
2020-01-22,01:00:00,37.38504,V ugm-3
2020-01-22,02:00:00,21.2836,V ugm-3
2020-01-22,03:00:00,24.40935,V ugm-3
2020-01-22,04:00:00,31.35128,V ugm-3
2020-01-22,05:00:00,18.14077,V ugm-3
2020-01-22,06:00:00,24.27083,V ugm-3
2020-01-22,07:00:00,43.55533,V ugm-3
2020-01-22,08:00:00,74.7364,V ugm-3
2020-01-22,09:00:00,73.67785,V ugm-3
2020-01-22,10:00:00,77.18205,V ugm-3
2020-01-22,11:00:00,77.38778,V ugm-3
2020-01-22,12:00:00,72.00991,V ugm-3
2020-01-22,13:00:00,61.26891,V ugm-3
2020-01-22,14:00:00,63.51038,V ugm-3
2020-01-22,15:00:00,64.95452,V ugm-3
2020-01-22,16:00:00,79.25774,V ugm-3
2020-01-22,17:00:00,83.54684,V ugm-3
2020-01-22,18:00:00,90.03115,V ugm-3
2020-01-22,19:00:00,53.36327,V ugm-3
2020-01-22,20:00:00,51.36347,V ugm-3
2020-01-22,21:00:00,44.24158,V ugm-3
2020-01-22,22:00:00,51.79226,V ugm-3
2020-01-22,23:00:00,54.46169,V ugm-3
2020-01-22,24:00:00,35.00139,V ugm-3
2020-01-23,01:00:00,32.02796,V ugm-3
2020-01-23,02:00:00,15.41107,V ugm-3
2020-01-23,03:00:00,18.47862,V ugm-3
2020-01-23,04:00:00,17.29028,V ugm-3
2020-01-23,05:00:00,19.122,V ugm-3
2020-01-23,06:00:00,30.20219,V ugm-3
2020-01-23,07:00:00,39.57569,V ugm-3
2020-01-23,08:00:00,50.4528,V ugm-3
2020-01-23,09:00:00,57.14086,V ugm-3
2020-01-23,10:00:00,64.86589,V ugm-3
2020-01-23,11:00:00,53.08698,V ugm-3
2020-01-23,12:00:00,48.93951,V ugm-3
2020-01-23,13:00:00,52.50635,V ugm-3
2020-01-23,14:00:00,54.96604,V ugm-3
2020-01-23,15:00:00,51.19659,V ugm-3
2020-01-23,16:00:00,51.02452,V ugm-3
2020-01-23,17:00:00,52.04138,V ugm-3
2020-01-23,18:00:00,59.02807,V ugm-3
2020-01-23,19:00:00,43.85804,V ugm-3
2020-01-23,20:00:00,44.22955,V ugm-3
2020-01-23,21:00:00,41.92031,V ugm-3
2020-01-23,22:00:00,25.70845,V ugm-3
2020-01-23,23:00:00,26.13364,V ugm-3
2020-01-23,24:00:00,25.93889,V ugm-3
