Hourly measurement data supplied by UK-air on 25/02/2025
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
Site Name,,"Glasgow Kerbside",
Latitude,,55.858940,,
Longitude,,-4.259122,,
Site Type,,Urban Traffic,,
Zone,,Central Scotland,,
Agglomeration,,Glasgow Urban Area,,
Local Authority,,"Glasgow",,
Date,Time,"Nitrogen dioxide",Status
2024-11-10,04:00:00,25.46629,P ugm-3
2024-11-10,05:00:00,21.12721,P ugm-3
2024-11-10,06:00:00,15.27327,P ugm-3
2024-11-10,07:00:00,28.54,P ugm-3
2024-11-10,08:00:00,44.9832,P ugm-3
2024-11-10,09:00:00,42.34029,P ugm-3
2024-11-10,10:00:00,48.12706,P ugm-3
2024-11-10,11:00:00,54.1667,P ugm-3
2024-11-10,12:00:00,44.01688,P ugm-3
2024-11-10,13:00:00,32.72084,P ugm-3
2024-11-10,14:00:00,39.15404,P ugm-3
2024-11-10,15:00:00,37.75047,P ugm-3
2024-11-10,16:00:00,35.09511,P ugm-3
2024-11-10,17:00:00,39.68864,P ugm-3
2024-11-10,18:00:00,41.03961,P ugm-3
2024-11-10,19:00:00,65.92697,P ugm-3
2024-11-10,20:00:00,67.51977,P ugm-3
2024-11-10,21:00:00,48.68405,P ugm-3
2024-11-10,22:00:00,43.05628,P ugm-3
2024-11-10,23:00:00,52.3328,P ugm-3
2024-11-10,24:00:00,39.59416,P ugm-3
2024-11-11,01:00:00,43.35669,P ugm-3
2024-11-11,02:00:00,25.60548,P ugm-3
2024-11-11,03:00:00,14.12425,P ugm-3
2024-11-11,04:00:00,21.07234,P ugm-3
2024-11-11,05:00:00,12.30379,P ugm-3
2024-11-11,06:00:00,29.65547,P ugm-3
2024-11-11,07:00:00,50.68397,P ugm-3
2024-11-11,08:00:00,73.85523,P ugm-3
2024-11-11,09:00:00,74.77691,P ugm-3
2024-11-11,10:00:00,69.66113,P ugm-3
2024-11-11,11:00:00,67.57517,P ugm-3
2024-11-11,12:00:00,52.57819,P ugm-3
2024-11-11,13:00:00,49.71605,P ugm-3
2024-11-11,14:00:00,60.39714,P ugm-3
2024-11-11,15:00:00,61.70032,P ugm-3
2024-11-11,16:00:00,58.62017,P ugm-3
2024-11-11,17:00:00,80.56243,P ugm-3
2024-11-11,18:00:00,75.4271,P ugm-3
2024-11-11,19:00:00,71.04391,P ugm-3
2024-11-11,20:00:00,75.28714,P ugm-3
2024-11-11,21:00:00,71.24376,P ugm-3
2024-11-11,22:00:00,70.82871,P ugm-3
2024-11-11,23:00:00,63.78792,P ugm-3
2024-11-11,24:00:00,56.53489,P ugm-3
2024-11-12,01:00:00,51.56749,P ugm-3
2024-11-12,02:00:00,34.1518,P ugm-3
2024-11-12,03:00:00,31.77295,P ugm-3
2024-11-12,04:00:00,27.33731,P ugm-3
2024-11-12,05:00:00,23.26499,P ugm-3
2024-11-12,06:00:00,36.73883,P ugm-3
2024-11-12,07:00:00,48.09716,P ugm-3
2024-11-12,08:00:00,48.44378,P ugm-3
2024-11-12,09:00:00,49.77699,P ugm-3
2024-11-12,10:00:00,57.18505,P ugm-3
2024-11-12,11:00:00,51.11127,P ugm-3
2024-11-12,12:00:00,85.09223,P ugm-3
2024-11-12,13:00:00,67.10868,P ugm-3
2024-11-12,14:00:00,62.46363,P ugm-3
2024-11-12,15:00:00,70.30516,P ugm-3
2024-11-12,16:00:00,62.12594,P ugm-3
2024-11-12,17:00:00,60.14297,P ugm-3
2024-11-12,18:00:00,62.60866,P ugm-3
2024-11-12,19:00:00,55.80413,P ugm-3
2024-11-12,20:00:00,54.95115,P ugm-3
2024-11-12,21:00:00,49.04681,P ugm-3
2024-11-12,22:00:00,54.37152,P ugm-3
2024-11-12,23:00:00,40.80854,P ugm-3
2024-11-12,24:00:00,21.9607,P ugm-3
2024-11-13,01:00:00,24.15709,P ugm-3
2024-11-13,02:00:00,15.9742,P ugm-3
2024-11-13,03:00:00,11.27828,P ugm-3
2024-11-13,04:00:00,10.57667,P ugm-3
2024-11-13,05:00:00,14.93319,P ugm-3
2024-11-13,06:00:00,52.39057,P ugm-3
2024-11-13,07:00:00,62.5976,P ugm-3
2024-11-13,08:00:00,58.35456,P ugm-3
2024-11-13,09:00:00,55.00167,P ugm-3
2024-11-13,10:00:00,55.47451,P ugm-3
2024-11-13,11:00:00,45.57028,P ugm-3
2024-11-13,12:00:00,52.0926,P ugm-3
2024-11-13,13:00:00,45.04753,P ugm-3
2024-11-13,14:00:00,No data,P ugm-3
2024-11-13,15:00:00,44.43785,P ugm-3
2024-11-13,16:00:00,42.04401,P ugm-3
2024-11-13,17:00:00,49.17334,P ugm-3
2024-11-13,18:00:00,55.21723,P ugm-3
2024-11-13,19:00:00,50.5826,P ugm-3
2024-11-13,20:00:00,56.46289,P ugm-3
2024-11-13,21:00:00,62.42939,P ugm-3
2024-11-13,22:00:00,41.56671,P ugm-3
2024-11-13,23:00:00,51.60158,P ugm-3
2024-11-13,24:00:00,32.83232,P ugm-3
2024-11-14,01:00:00,27.08236,P ugm-3
2024-11-14,02:00:00,18.16049,P ugm-3
2024-11-14,03:00:00,12.402,P ugm-3
2024-11-14,04:00:00,15.54424,P ugm-3
2024-11-14,05:00:00,18.73118,P ugm-3
2024-11-14,06:00:00,38.11231,P ugm-3
2024-11-14,07:00:00,56.15386,P ugm-3
2024-11-14,08:00:00,85.59991,P ugm-3
2024-11-14,09:00:00,93.77095,P ugm-3
2024-11-14,10:00:00,92.96732,P ugm-3
2024-11-14,11:00:00,87.62641,P ugm-3
2024-11-14,12:00:00,84.42551,P ugm-3
2024-11-14,13:00:00,77.86946,P ugm-3
2024-11-14,14:00:00,67.4827,P ugm-3
2024-11-14,15:00:00,32.62828,P ugm-3
2024-11-14,16:00:00,41.39922,P ugm-3
2024-11-14,17:00:00,57.00171,P ugm-3
2024-11-14,18:00:00,42.7406,P ugm-3
2024-11-14,19:00:00,73.42852,P ugm-3
2024-11-14,20:00:00,67.16236,P ugm-3
2024-11-14,21:00:00,57.04364,P ugm-3
2024-11-14,22:00:00,61.58874,P ugm-3
2024-11-14,23:00:00,40.78325,P ugm-3
2024-11-14,24:00:00,28.22671,P ugm-3
2024-11-15,01:00:00,15.73825,P ugm-3
2024-11-15,02:00:00,12.48025,P ugm-3
2024-11-15,03:00:00,9.45366,P ugm-3
2024-11-15,04:00:00,10.53111,P ugm-3
2024-11-15,05:00:00,9.03232,P ugm-3
2024-11-15,06:00:00,12.07525,P ugm-3
2024-11-15,07:00:00,19.19086,P ugm-3
2024-11-15,08:00:00,26.16846,P ugm-3
2024-11-15,09:00:00,No data,P ugm-3
2024-11-15,10:00:00,No data,P ugm-3
2024-11-15,11:00:00,16.65025,P ugm-3
2024-11-15,12:00:00,15.26611,P ugm-3
2024-11-15,13:00:00,18.77892,P ugm-3
2024-11-15,14:00:00,26.89811,P ugm-3
2024-11-15,15:00:00,22.69334,P ugm-3
2024-11-15,16:00:00,21.61484,P ugm-3
2024-11-15,17:00:00,20.65548,P ugm-3
2024-11-15,18:00:00,21.8203,P ugm-3
2024-11-15,19:00:00,19.41495,P ugm-3
2024-11-15,20:00:00,14.70721,P ugm-3
2024-11-15,21:00:00,12.96414,P ugm-3
2024-11-15,22:00:00,14.34718,P ugm-3
2024-11-15,23:00:00,12.57788,P ugm-3
2024-11-15,24:00:00,16.32884,P ugm-3
2024-11-16,01:00:00,12.56698,P ugm-3
2024-11-16,02:00:00,22.86013,P ugm-3
2024-11-16,03:00:00,12.84098,P ugm-3
2024-11-16,04:00:00,15.80479,P ugm-3
2024-11-16,05:00:00,12.00937,P ugm-3
2024-11-16,06:00:00,12.49787,P ugm-3
2024-11-16,07:00:00,24.37964,P ugm-3
2024-11-16,08:00:00,30.64477,P ugm-3
2024-11-16,09:00:00,34.45237,P ugm-3
2024-11-16,10:00:00,36.44578,P ugm-3
2024-11-16,11:00:00,39.77521,P ugm-3
2024-11-16,12:00:00,29.62777,P ugm-3
2024-11-16,13:00:00,38.80367,P ugm-3
2024-11-16,14:00:00,30.82156,P ugm-3
2024-11-16,15:00:00,41.22291,P ugm-3
2024-11-16,16:00:00,50.18704,P ugm-3
2024-11-16,17:00:00,46.32883,P ugm-3
2024-11-16,18:00:00,45.65007,P ugm-3
2024-11-16,19:00:00,45.81597,P ugm-3
2024-11-16,20:00:00,33.57474,P ugm-3
2024-11-16,21:00:00,39.6423,P ugm-3
2024-11-16,22:00:00,33.50463,P ugm-3
2024-11-16,23:00:00,35.10386,P ugm-3
2024-11-16,24:00:00,34.96969,P ugm-3
2024-11-17,01:00:00,26.07204,P ugm-3
2024-11-17,02:00:00,22.83089,P ugm-3
2024-11-17,03:00:00,27.98191,P ugm-3
2024-11-17,04:00:00,24.2341,P ugm-3
2024-11-17,05:00:00,21.04978,P ugm-3
2024-11-17,06:00:00,23.30471,P ugm-3
2024-11-17,07:00:00,27.06055,P ugm-3
2024-11-17,08:00:00,31.31249,P ugm-3
2024-11-17,09:00:00,45.63501,P ugm-3
2024-11-17,10:00:00,48.74707,P ugm-3
2024-11-17,11:00:00,63.18256,P ugm-3
2024-11-17,12:00:00,51.70885,P ugm-3
2024-11-17,13:00:00,48.78747,P ugm-3
2024-11-17,14:00:00,46.0782,P ugm-3
2024-11-17,15:00:00,49.56032,P ugm-3
2024-11-17,16:00:00,44.00622,P ugm-3
2024-11-17,17:00:00,48.47953,P ugm-3
2024-11-17,18:00:00,56.04025,P ugm-3
2024-11-17,19:00:00,61.85358,P ugm-3
2024-11-17,20:00:00,57.92798,P ugm-3
2024-11-17,21:00:00,56.92186,P ugm-3
2024-11-17,22:00:00,58.4295,P ugm-3
2024-11-17,23:00:00,55.43386,P ugm-3
2024-11-17,24:00:00,49.39831,P ugm-3
2024-11-18,01:00:00,53.00323,P ugm-3
2024-11-18,02:00:00,42.45714,P ugm-3
2024-11-18,03:00:00,42.59622,P ugm-3
2024-11-18,04:00:00,32.61238,P ugm-3
2024-11-18,05:00:00,37.29503,P ugm-3
2024-11-18,06:00:00,39.04923,P ugm-3
2024-11-18,07:00:00,48.78946,P ugm-3
2024-11-18,08:00:00,63.58711,P ugm-3
2024-11-18,09:00:00,59.64192,P ugm-3
2024-11-18,10:00:00,91.61336,P ugm-3
2024-11-18,11:00:00,82.23243,P ugm-3
2024-11-18,12:00:00,79.26336,P ugm-3
2024-11-18,13:00:00,70.97033,P ugm-3
2024-11-18,14:00:00,78.89652,P ugm-3
2024-11-18,15:00:00,71.37382,P ugm-3
2024-11-18,16:00:00,62.57289,P ugm-3
2024-11-18,17:00:00,81.46676,P ugm-3
2024-11-18,18:00:00,66.3208,P ugm-3
2024-11-18,19:00:00,70.89475,P ugm-3
2024-11-18,20:00:00,66.50105,P ugm-3
2024-11-18,21:00:00,62.75368,P ugm-3
2024-11-18,22:00:00,55.08317,P ugm-3
2024-11-18,23:00:00,64.74236,P ugm-3
2024-11-18,24:00:00,45.92203,P ugm-3
2024-11-19,01:00:00,39.8566,P ugm-3
2024-11-19,02:00:00,17.65181,P ugm-3
2024-11-19,03:00:00,17.52062,P ugm-3
2024-11-19,04:00:00,20.9659,P ugm-3
2024-11-19,05:00:00,30.0605,P ugm-3
2024-11-19,06:00:00,48.39062,P ugm-3
2024-11-19,07:00:00,68.04402,P ugm-3
2024-11-19,08:00:00,79.21158,P ugm-3
2024-11-19,09:00:00,73.67019,P ugm-3
2024-11-19,10:00:00,87.06798,P ugm-3
2024-11-19,11:00:00,92.15856,P ugm-3
2024-11-19,12:00:00,82.43358,P ugm-3
2024-11-19,13:00:00,76.41926,P ugm-3
2024-11-19,14:00:00,65.00418,P ugm-3
2024-11-19,15:00:00,61.32479,P ugm-3
2024-11-19,16:00:00,57.41152,P ugm-3
2024-11-19,17:00:00,65.35634,P ugm-3
2024-11-19,18:00:00,70.44303,P ugm-3
2024-11-19,19:00:00,95.42299,P ugm-3
2024-11-19,20:00:00,79.3891,P ugm-3
2024-11-19,21:00:00,79.96606,P ugm-3
2024-11-19,22:00:00,65.92441,P ugm-3
2024-11-19,23:00:00,71.07693,P ugm-3
2024-11-19,24:00:00,59.70028,P ugm-3
2024-11-20,01:00:00,57.76439,P ugm-3
2024-11-20,02:00:00,24.13222,P ugm-3
2024-11-20,03:00:00,24.67055,P ugm-3
2024-11-20,04:00:00,29.14975,P ugm-3
2024-11-20,05:00:00,29.35005,P ugm-3
2024-11-20,06:00:00,42.03947,P ugm-3
2024-11-20,07:00:00,65.89748,P ugm-3
2024-11-20,08:00:00,78.20134,P ugm-3
2024-11-20,09:00:00,92.74952,P ugm-3
2024-11-20,10:00:00,111.36707,P ugm-3
2024-11-20,11:00:00,75.63238,P ugm-3
2024-11-20,12:00:00,58.9947,P ugm-3
2024-11-20,13:00:00,37.98396,P ugm-3
2024-11-20,14:00:00,40.66517,P ugm-3
2024-11-20,15:00:00,45.13016,P ugm-3
2024-11-20,16:00:00,47.23656,P ugm-3
2024-11-20,17:00:00,48.72156,P ugm-3
2024-11-20,18:00:00,67.23523,P ugm-3
2024-11-20,19:00:00,55.29209,P ugm-3
2024-11-20,20:00:00,60.99788,P ugm-3
2024-11-20,21:00:00,54.66393,P ugm-3
2024-11-20,22:00:00,57.04978,P ugm-3
2024-11-20,23:00:00,54.29757,P ugm-3
2024-11-20,24:00:00,74.86359,P ugm-3
2024-11-21,01:00:00,57.47035,P ugm-3
2024-11-21,02:00:00,24.41821,P ugm-3
2024-11-21,03:00:00,19.70014,P ugm-3
2024-11-21,04:00:00,18.99786,P ugm-3
2024-11-21,05:00:00,30.53681,P ugm-3
2024-11-21,06:00:00,44.31148,P ugm-3
2024-11-21,07:00:00,52.90052,P ugm-3
2024-11-21,08:00:00,60.15753,P ugm-3
2024-11-21,09:00:00,65.22518,P ugm-3
2024-11-21,10:00:00,60.78584,P ugm-3
2024-11-21,11:00:00,71.68229,P ugm-3
2024-11-21,12:00:00,37.57418,P ugm-3
2024-11-21,13:00:00,49.56907,P ugm-3
2024-11-21,14:00:00,38.88538,P ugm-3
2024-11-21,15:00:00,54.4969,P ugm-3
2024-11-21,16:00:00,36.46929,P ugm-3
2024-11-21,17:00:00,44.16952,P ugm-3
2024-11-21,18:00:00,40.77429,P ugm-3
2024-11-21,19:00:00,47.92206,P ugm-3
2024-11-21,20:00:00,44.77817,P ugm-3
2024-11-21,21:00:00,30.17906,P ugm-3
2024-11-21,22:00:00,47.21562,P ugm-3
2024-11-21,23:00:00,77.88228,P ugm-3
2024-11-21,24:00:00,70.44764,P ugm-3
2024-11-22,01:00:00,35.91823,P ugm-3
2024-11-22,02:00:00,33.16383,P ugm-3
2024-11-22,03:00:00,23.38301,P ugm-3
2024-11-22,04:00:00,28.6181,P ugm-3
2024-11-22,05:00:00,34.1431,P ugm-3
2024-11-22,06:00:00,73.01083,P ugm-3
2024-11-22,07:00:00,84.44132,P ugm-3
2024-11-22,08:00:00,95.91242,P ugm-3
2024-11-22,09:00:00,98.92656,P ugm-3
2024-11-22,10:00:00,75.61289,P ugm-3
2024-11-22,11:00:00,61.06612,P ugm-3
2024-11-22,12:00:00,80.17337,P ugm-3
2024-11-22,13:00:00,58.35438,P ugm-3
2024-11-22,14:00:00,48.82736,P ugm-3
2024-11-22,15:00:00,53.56835,P ugm-3
2024-11-22,16:00:00,56.76602,P ugm-3
2024-11-22,17:00:00,74.00959,P ugm-3
2024-11-22,18:00:00,67.89442,P ugm-3
2024-11-22,19:00:00,80.71319,P ugm-3
2024-11-22,20:00:00,72.37778,P ugm-3
2024-11-22,21:00:00,99.48328,P ugm-3
2024-11-22,22:00:00,108.59883,P ugm-3
2024-11-22,23:00:00,79.51062,P ugm-3
2024-11-22,24:00:00,75.0733,P ugm-3
2024-11-23,01:00:00,49.09657,P ugm-3
2024-11-23,02:00:00,28.46592,P ugm-3
2024-11-23,03:00:00,22.21301,P ugm-3
2024-11-23,04:00:00,10.86161,P ugm-3
2024-11-23,05:00:00,25.27432,P ugm-3
2024-11-23,06:00:00,18.02775,P ugm-3
2024-11-23,07:00:00,17.05176,P ugm-3
2024-11-23,08:00:00,35.87469,P ugm-3
2024-11-23,09:00:00,33.73316,P ugm-3
2024-11-23,10:00:00,37.19866,P ugm-3
2024-11-23,11:00:00,43.69692,P ugm-3
2024-11-23,12:00:00,72.10276,P ugm-3
2024-11-23,13:00:00,54.2795,P ugm-3
2024-11-23,14:00:00,68.56245,P ugm-3
2024-11-23,15:00:00,55.45954,P ugm-3
2024-11-23,16:00:00,68.57407,P ugm-3
2024-11-23,17:00:00,80.19674,P ugm-3
2024-11-23,18:00:00,79.82481,P ugm-3
2024-11-23,19:00:00,76.99715,P ugm-3
2024-11-23,20:00:00,67.80611,P ugm-3
2024-11-23,21:00:00,64.5184,P ugm-3
2024-11-23,22:00:00,58.12506,P ugm-3
2024-11-23,23:00:00,91.07488,P ugm-3
2024-11-23,24:00:00,88.85994,P ugm-3
2024-11-24,01:00:00,44.36179,P ugm-3
2024-11-24,02:00:00,13.67483,P ugm-3
2024-11-24,03:00:00,8.15861,P ugm-3
2024-11-24,04:00:00,3.97364,P ugm-3
2024-11-24,05:00:00,3.93048,P ugm-3
2024-11-24,06:00:00,4.54142,P ugm-3
2024-11-24,07:00:00,4.934,P ugm-3
2024-11-24,08:00:00,12.38847,P ugm-3
2024-11-24,09:00:00,21.51461,P ugm-3
2024-11-24,10:00:00,25.43433,P ugm-3
2024-11-24,11:00:00,14.70994,P ugm-3
2024-11-24,12:00:00,20.60945,P ugm-3
2024-11-24,13:00:00,15.83619,P ugm-3
2024-11-24,14:00:00,16.22948,P ugm-3
2024-11-24,15:00:00,12.95453,P ugm-3
2024-11-24,16:00:00,18.41387,P ugm-3
2024-11-24,17:00:00,15.58154,P ugm-3
2024-11-24,18:00:00,32.02164,P ugm-3
2024-11-24,19:00:00,15.82858,P ugm-3
2024-11-24,20:00:00,11.6558,P ugm-3
2024-11-24,21:00:00,6.85228,P ugm-3
2024-11-24,22:00:00,10.82921,P ugm-3
2024-11-24,23:00:00,6.88497,P ugm-3
2024-11-24,24:00:00,5.93335,P ugm-3
2024-11-25,01:00:00,4.36774,P ugm-3
2024-11-25,02:00:00,3.26046,P ugm-3
2024-11-25,03:00:00,2.57668,P ugm-3
2024-11-25,04:00:00,2.57611,P ugm-3
2024-11-25,05:00:00,3.36298,P ugm-3
2024-11-25,06:00:00,5.54709,P ugm-3
2024-11-25,07:00:00,8.9072,P ugm-3
2024-11-25,08:00:00,14.9729,P ugm-3
2024-11-25,09:00:00,16.02846,P ugm-3
2024-11-25,10:00:00,18.33989,P ugm-3
2024-11-25,11:00:00,18.51568,P ugm-3
2024-11-25,12:00:00,26.51371,P ugm-3
2024-11-25,13:00:00,18.68458,P ugm-3
2024-11-25,14:00:00,24.65564,P ugm-3
2024-11-25,15:00:00,25.35132,P ugm-3
2024-11-25,16:00:00,25.67636,P ugm-3
2024-11-25,17:00:00,29.42202,P ugm-3
2024-11-25,18:00:00,29.25957,P ugm-3
2024-11-25,19:00:00,26.19569,P ugm-3
2024-11-25,20:00:00,26.36602,P ugm-3
2024-11-25,21:00:00,35.54563,P ugm-3
2024-11-25,22:00:00,23.27202,P ugm-3
2024-11-25,23:00:00,31.86608,P ugm-3
2024-11-25,24:00:00,21.93486,P ugm-3
2024-11-26,01:00:00,13.05275,P ugm-3
2024-11-26,02:00:00,9.50018,P ugm-3
2024-11-26,03:00:00,7.08298,P ugm-3
2024-11-26,04:00:00,12.58849,P ugm-3
2024-11-26,05:00:00,15.07585,P ugm-3
2024-11-26,06:00:00,53.51747,P ugm-3
2024-11-26,07:00:00,81.39241,P ugm-3
2024-11-26,08:00:00,90.81607,P ugm-3
2024-11-26,09:00:00,96.23762,P ugm-3
2024-11-26,10:00:00,97.24224,P ugm-3
2024-11-26,11:00:00,97.59201,P ugm-3
2024-11-26,12:00:00,80.3652,P ugm-3
2024-11-26,13:00:00,68.51714,P ugm-3
2024-11-26,14:00:00,57.13332,P ugm-3
2024-11-26,15:00:00,87.41789,P ugm-3
2024-11-26,16:00:00,99.44417,P ugm-3
2024-11-26,17:00:00,86.84892,P ugm-3
2024-11-26,18:00:00,94.35419,P ugm-3
2024-11-26,19:00:00,97.74538,P ugm-3
2024-11-26,20:00:00,87.7187,P ugm-3
2024-11-26,21:00:00,103.78748,P ugm-3
2024-11-26,22:00:00,85.99129,P ugm-3
2024-11-26,23:00:00,93.95187,P ugm-3
2024-11-26,24:00:00,85.73848,P ugm-3
2024-11-27,01:00:00,69.22086,P ugm-3
2024-11-27,02:00:00,45.18129,P ugm-3
2024-11-27,03:00:00,44.53093,P ugm-3
2024-11-27,04:00:00,27.34717,P ugm-3
2024-11-27,05:00:00,21.66258,P ugm-3
2024-11-27,06:00:00,48.57931,P ugm-3
2024-11-27,07:00:00,60.82812,P ugm-3
2024-11-27,08:00:00,68.89611,P ugm-3
2024-11-27,09:00:00,No data,P ugm-3
2024-11-27,10:00:00,No data,P ugm-3
2024-11-27,11:00:00,81.65045,P ugm-3
2024-11-27,12:00:00,55.04959,P ugm-3
2024-11-27,13:00:00,62.73449,P ugm-3
2024-11-27,14:00:00,57.00013,P ugm-3
2024-11-27,15:00:00,62.69963,P ugm-3
2024-11-27,16:00:00,57.71032,P ugm-3
2024-11-27,17:00:00,64.40828,P ugm-3
2024-11-27,18:00:00,114.17044,P ugm-3
2024-11-27,19:00:00,97.34198,P ugm-3
2024-11-27,20:00:00,97.39474,P ugm-3
2024-11-27,21:00:00,88.67017,P ugm-3
2024-11-27,22:00:00,75.17013,P ugm-3
2024-11-27,23:00:00,68.98281,P ugm-3
2024-11-27,24:00:00,64.14829,P ugm-3
2024-11-28,01:00:00,52.01635,P ugm-3
2024-11-28,02:00:00,40.98299,P ugm-3
2024-11-28,03:00:00,32.77946,P ugm-3
2024-11-28,04:00:00,30.61445,P ugm-3
2024-11-28,05:00:00,30.58082,P ugm-3
2024-11-28,06:00:00,25.96215,P ugm-3
2024-11-28,07:00:00,56.35791,P ugm-3
2024-11-28,08:00:00,42.31472,P ugm-3
2024-11-28,09:00:00,62.29826,P ugm-3
2024-11-28,10:00:00,48.69326,P ugm-3
2024-11-28,11:00:00,53.5267,P ugm-3
2024-11-28,12:00:00,66.39622,P ugm-3
2024-11-28,13:00:00,57.86112,P ugm-3
2024-11-28,14:00:00,68.2841,P ugm-3
2024-11-28,15:00:00,70.24465,P ugm-3
2024-11-28,16:00:00,61.85408,P ugm-3
2024-11-28,17:00:00,70.32798,P ugm-3
2024-11-28,18:00:00,73.94533,P ugm-3
2024-11-28,19:00:00,71.54235,P ugm-3
2024-11-28,20:00:00,56.69047,P ugm-3
2024-11-28,21:00:00,91.0441,P ugm-3
2024-11-28,22:00:00,72.95226,P ugm-3
2024-11-28,23:00:00,79.88241,P ugm-3
2024-11-28,24:00:00,76.02021,P ugm-3
2024-11-29,01:00:00,62.64214,P ugm-3
2024-11-29,02:00:00,33.51404,P ugm-3
2024-11-29,03:00:00,34.09053,P ugm-3
2024-11-29,04:00:00,36.06131,P ugm-3
2024-11-29,05:00:00,41.22161,P ugm-3
2024-11-29,06:00:00,38.40178,P ugm-3
2024-11-29,07:00:00,61.18324,P ugm-3
2024-11-29,08:00:00,80.06874,P ugm-3
2024-11-29,09:00:00,65.98572,P ugm-3
2024-11-29,10:00:00,49.57646,P ugm-3
2024-11-29,11:00:00,57.10304,P ugm-3
2024-11-29,12:00:00,62.2078,P ugm-3
2024-11-29,13:00:00,70.81752,P ugm-3
2024-11-29,14:00:00,89.3893,P ugm-3
2024-11-29,15:00:00,89.76292,P ugm-3
2024-11-29,16:00:00,63.69388,P ugm-3
2024-11-29,17:00:00,61.56072,P ugm-3
2024-11-29,18:00:00,56.5651,P ugm-3
2024-11-29,19:00:00,43.18944,P ugm-3
2024-11-29,20:00:00,39.63079,P ugm-3
2024-11-29,21:00:00,33.99483,P ugm-3
2024-11-29,22:00:00,25.91473,P ugm-3
2024-11-29,23:00:00,65.54606,P ugm-3
2024-11-29,24:00:00,40.08807,P ugm-3
2024-11-30,01:00:00,23.93715,P ugm-3
2024-11-30,02:00:00,14.5924,P ugm-3
2024-11-30,03:00:00,6.11083,P ugm-3
2024-11-30,04:00:00,7.11526,P ugm-3
2024-11-30,05:00:00,4.45186,P ugm-3
2024-11-30,06:00:00,5.84912,P ugm-3
2024-11-30,07:00:00,6.76273,P ugm-3
2024-11-30,08:00:00,7.85141,P ugm-3
2024-11-30,09:00:00,18.85636,P ugm-3
2024-11-30,10:00:00,21.25295,P ugm-3
2024-11-30,11:00:00,23.78768,P ugm-3
2024-11-30,12:00:00,27.59656,P ugm-3
2024-11-30,13:00:00,39.89062,P ugm-3
2024-11-30,14:00:00,34.90477,P ugm-3
2024-11-30,15:00:00,44.14715,P ugm-3
2024-11-30,16:00:00,34.19715,P ugm-3
2024-11-30,17:00:00,35.28445,P ugm-3
2024-11-30,18:00:00,46.51764,P ugm-3
2024-11-30,19:00:00,46.30746,P ugm-3
2024-11-30,20:00:00,44.16198,P ugm-3
2024-11-30,21:00:00,38.8416,P ugm-3
2024-11-30,22:00:00,34.40167,P ugm-3
2024-11-30,23:00:00,22.75534,P ugm-3
2024-11-30,24:00:00,21.75492,P ugm-3
2024-12-01,01:00:00,10.92919,P ugm-3
2024-12-01,02:00:00,5.29266,P ugm-3
2024-12-01,03:00:00,7.41638,P ugm-3
2024-12-01,04:00:00,12.65213,P ugm-3
2024-12-01,05:00:00,11.64651,P ugm-3
2024-12-01,06:00:00,11.86969,P ugm-3
2024-12-01,07:00:00,6.75909,P ugm-3
2024-12-01,08:00:00,14.88033,P ugm-3
2024-12-01,09:00:00,8.67842,P ugm-3
2024-12-01,10:00:00,12.6539,P ugm-3
2024-12-01,11:00:00,14.18079,P ugm-3
2024-12-01,12:00:00,12.60883,P ugm-3
2024-12-01,13:00:00,13.65737,P ugm-3
2024-12-01,14:00:00,11.64939,P ugm-3
2024-12-01,15:00:00,13.55565,P ugm-3
2024-12-01,16:00:00,14.92252,P ugm-3
2024-12-01,17:00:00,17.01848,P ugm-3
2024-12-01,18:00:00,22.7699,P ugm-3
2024-12-01,19:00:00,26.57309,P ugm-3
2024-12-01,20:00:00,31.84792,P ugm-3
2024-12-01,21:00:00,34.89572,P ugm-3
2024-12-01,22:00:00,32.71191,P ugm-3
2024-12-01,23:00:00,40.04274,P ugm-3
2024-12-01,24:00:00,40.27222,P ugm-3
2024-12-02,01:00:00,23.82883,P ugm-3
2024-12-02,02:00:00,19.83263,P ugm-3
2024-12-02,03:00:00,15.66299,P ugm-3
2024-12-02,04:00:00,25.43394,P ugm-3
2024-12-02,05:00:00,14.48015,P ugm-3
2024-12-02,06:00:00,31.66414,P ugm-3
2024-12-02,07:00:00,39.41651,P ugm-3
2024-12-02,08:00:00,42.42574,P ugm-3
2024-12-02,09:00:00,62.0429,P ugm-3
2024-12-02,10:00:00,74.15092,P ugm-3
2024-12-02,11:00:00,52.93008,P ugm-3
2024-12-02,12:00:00,44.59519,P ugm-3
2024-12-02,13:00:00,39.23793,P ugm-3
2024-12-02,14:00:00,35.20665,P ugm-3
2024-12-02,15:00:00,56.34294,P ugm-3
2024-12-02,16:00:00,45.69645,P ugm-3
2024-12-02,17:00:00,60.67126,P ugm-3
2024-12-02,18:00:00,72.09492,P ugm-3
2024-12-02,19:00:00,84.37245,P ugm-3
2024-12-02,20:00:00,68.65284,P ugm-3
2024-12-02,21:00:00,90.30023,P ugm-3
2024-12-02,22:00:00,64.50743,P ugm-3
2024-12-02,23:00:00,68.0212,P ugm-3
2024-12-02,24:00:00,71.94107,P ugm-3
2024-12-03,01:00:00,52.90089,P ugm-3
2024-12-03,02:00:00,28.37605,P ugm-3
2024-12-03,03:00:00,28.74582,P ugm-3
