Hourly measurement data supplied by UK-air on 25/02/2025
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
Site Name,,"Glasgow Byres Road",,,
Latitude,,55.874167,,,,
Longitude,,-4.294722,,,,
Site Type,,Urban Traffic,,,,
Zone,,Central Scotland,,,,
Agglomeration,,Glasgow Urban Area,,,,
Local Authority,,"Glasgow",,,,
Date,Time,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status
2020-01-01,01:00:00,50.65,V ugm-3 (FIDAS),43.628,V ugm-3 (Ref.eq)
2020-01-01,02:00:00,44.16,V ugm-3 (FIDAS),38.061,V ugm-3 (Ref.eq)
2020-01-01,03:00:00,50.783,V ugm-3 (FIDAS),43.628,V ugm-3 (Ref.eq)
2020-01-01,04:00:00,35.975,V ugm-3 (FIDAS),31.276,V ugm-3 (Ref.eq)
2020-01-01,05:00:00,34.275,V ugm-3 (FIDAS),29.526,V ugm-3 (Ref.eq)
2020-01-01,06:00:00,27.205,V ugm-3 (FIDAS),23.736,V ugm-3 (Ref.eq)
2020-01-01,07:00:00,23.433,V ugm-3 (FIDAS),20.422,V ugm-3 (Ref.eq)
2020-01-01,08:00:00,19.578,V ugm-3 (FIDAS),16.573,V ugm-3 (Ref.eq)
2020-01-01,09:00:00,17.3,V ugm-3 (FIDAS),13.993,V ugm-3 (Ref.eq)
2020-01-01,10:00:00,17.678,V ugm-3 (FIDAS),14.451,V ugm-3 (Ref.eq)
2020-01-01,11:00:00,20.128,V ugm-3 (FIDAS),16.502,V ugm-3 (Ref.eq)
2020-01-01,12:00:00,20.878,V ugm-3 (FIDAS),17.783,V ugm-3 (Ref.eq)
2020-01-01,13:00:00,23.87,V ugm-3 (FIDAS),19.948,V ugm-3 (Ref.eq)
2020-01-01,14:00:00,26.773,V ugm-3 (FIDAS),21.958,V ugm-3 (Ref.eq)
2020-01-01,15:00:00,26.415,V ugm-3 (FIDAS),20.868,V ugm-3 (Ref.eq)
2020-01-01,16:00:00,26.36,V ugm-3 (FIDAS),20.913,V ugm-3 (Ref.eq)
2020-01-01,17:00:00,30.25,V ugm-3 (FIDAS),24.618,V ugm-3 (Ref.eq)
2020-01-01,18:00:00,28.113,V ugm-3 (FIDAS),23.33,V ugm-3 (Ref.eq)
2020-01-01,19:00:00,24.458,V ugm-3 (FIDAS),19.724,V ugm-3 (Ref.eq)
2020-01-01,20:00:00,26.353,V ugm-3 (FIDAS),21.816,V ugm-3 (Ref.eq)
2020-01-01,21:00:00,28.223,V ugm-3 (FIDAS),23.363,V ugm-3 (Ref.eq)
2020-01-01,22:00:00,29.85,V ugm-3 (FIDAS),24.908,V ugm-3 (Ref.eq)
2020-01-01,23:00:00,29.855,V ugm-3 (FIDAS),24.863,V ugm-3 (Ref.eq)
2020-01-01,24:00:00,26.25,V ugm-3 (FIDAS),21.274,V ugm-3 (Ref.eq)
2020-01-02,01:00:00,14.938,V ugm-3 (FIDAS),11.097,V ugm-3 (Ref.eq)
2020-01-02,02:00:00,12.383,V ugm-3 (FIDAS),7.617,V ugm-3 (Ref.eq)
2020-01-02,03:00:00,14.11,V ugm-3 (FIDAS),7.739,V ugm-3 (Ref.eq)
2020-01-02,04:00:00,13.61,V ugm-3 (FIDAS),7.589,V ugm-3 (Ref.eq)
2020-01-02,05:00:00,14.88,V ugm-3 (FIDAS),8.093,V ugm-3 (Ref.eq)
2020-01-02,06:00:00,17.56,V ugm-3 (FIDAS),8.764,V ugm-3 (Ref.eq)
2020-01-02,07:00:00,18.29,V ugm-3 (FIDAS),8.768,V ugm-3 (Ref.eq)
2020-01-02,08:00:00,13.84,V ugm-3 (FIDAS),6.683,V ugm-3 (Ref.eq)
2020-01-02,09:00:00,10.414,V ugm-3 (FIDAS),4.83,V ugm-3 (Ref.eq)
2020-01-02,10:00:00,8.835,V ugm-3 (FIDAS),4.396,V ugm-3 (Ref.eq)
2020-01-02,11:00:00,13.088,V ugm-3 (FIDAS),6.177,V ugm-3 (Ref.eq)
2020-01-02,12:00:00,13.835,V ugm-3 (FIDAS),6.188,V ugm-3 (Ref.eq)
2020-01-02,13:00:00,9.007,V ugm-3 (FIDAS),4.464,V ugm-3 (Ref.eq)
2020-01-02,14:00:00,3.363,V ugm-3 (FIDAS),2.198,V ugm-3 (Ref.eq)
2020-01-02,15:00:00,3.927,V ugm-3 (FIDAS),2.354,V ugm-3 (Ref.eq)
2020-01-02,16:00:00,5.945,V ugm-3 (FIDAS),3.419,V ugm-3 (Ref.eq)
2020-01-02,17:00:00,5.155,V ugm-3 (FIDAS),3.354,V ugm-3 (Ref.eq)
2020-01-02,18:00:00,5.165,V ugm-3 (FIDAS),3.338,V ugm-3 (Ref.eq)
2020-01-02,19:00:00,5.659,V ugm-3 (FIDAS),3.707,V ugm-3 (Ref.eq)
2020-01-02,20:00:00,6.196,V ugm-3 (FIDAS),4.366,V ugm-3 (Ref.eq)
2020-01-02,21:00:00,6.34,V ugm-3 (FIDAS),4.363,V ugm-3 (Ref.eq)
2020-01-02,22:00:00,5.025,V ugm-3 (FIDAS),3.572,V ugm-3 (Ref.eq)
2020-01-02,23:00:00,3.049,V ugm-3 (FIDAS),1.843,V ugm-3 (Ref.eq)
2020-01-02,24:00:00,14.025,V ugm-3 (FIDAS),7.356,V ugm-3 (Ref.eq)
2020-01-03,01:00:00,19.798,V ugm-3 (FIDAS),9.558,V ugm-3 (Ref.eq)
2020-01-03,02:00:00,18.18,V ugm-3 (FIDAS),8.875,V ugm-3 (Ref.eq)
2020-01-03,03:00:00,19.148,V ugm-3 (FIDAS),8.823,V ugm-3 (Ref.eq)
2020-01-03,04:00:00,15.588,V ugm-3 (FIDAS),7.776,V ugm-3 (Ref.eq)
2020-01-03,05:00:00,15.323,V ugm-3 (FIDAS),7.432,V ugm-3 (Ref.eq)
2020-01-03,06:00:00,11.818,V ugm-3 (FIDAS),5.925,V ugm-3 (Ref.eq)
2020-01-03,07:00:00,12.875,V ugm-3 (FIDAS),6.455,V ugm-3 (Ref.eq)
2020-01-03,08:00:00,13.655,V ugm-3 (FIDAS),6.603,V ugm-3 (Ref.eq)
2020-01-03,09:00:00,13.995,V ugm-3 (FIDAS),6.647,V ugm-3 (Ref.eq)
2020-01-03,10:00:00,18.36,V ugm-3 (FIDAS),8.181,V ugm-3 (Ref.eq)
2020-01-03,11:00:00,13.63,V ugm-3 (FIDAS),6.586,V ugm-3 (Ref.eq)
2020-01-03,12:00:00,11.628,V ugm-3 (FIDAS),5.692,V ugm-3 (Ref.eq)
2020-01-03,13:00:00,11.225,V ugm-3 (FIDAS),5.006,V ugm-3 (Ref.eq)
2020-01-03,14:00:00,12.168,V ugm-3 (FIDAS),6.038,V ugm-3 (Ref.eq)
2020-01-03,15:00:00,14.8,V ugm-3 (FIDAS),6.995,V ugm-3 (Ref.eq)
2020-01-03,16:00:00,14.805,V ugm-3 (FIDAS),7.066,V ugm-3 (Ref.eq)
2020-01-03,17:00:00,13.413,V ugm-3 (FIDAS),6.83,V ugm-3 (Ref.eq)
2020-01-03,18:00:00,14.633,V ugm-3 (FIDAS),7.846,V ugm-3 (Ref.eq)
2020-01-03,19:00:00,18.97,V ugm-3 (FIDAS),9.686,V ugm-3 (Ref.eq)
2020-01-03,20:00:00,12.116,V ugm-3 (FIDAS),6.075,V ugm-3 (Ref.eq)
2020-01-03,21:00:00,12.363,V ugm-3 (FIDAS),6.761,V ugm-3 (Ref.eq)
2020-01-03,22:00:00,10.341,V ugm-3 (FIDAS),5.647,V ugm-3 (Ref.eq)
2020-01-03,23:00:00,10.328,V ugm-3 (FIDAS),5.577,V ugm-3 (Ref.eq)
2020-01-03,24:00:00,13.22,V ugm-3 (FIDAS),6.661,V ugm-3 (Ref.eq)
2020-01-04,01:00:00,18.375,V ugm-3 (FIDAS),8.638,V ugm-3 (Ref.eq)
2020-01-04,02:00:00,11.349,V ugm-3 (FIDAS),6.191,V ugm-3 (Ref.eq)
2020-01-04,03:00:00,11.538,V ugm-3 (FIDAS),5.55,V ugm-3 (Ref.eq)
2020-01-04,04:00:00,11.59,V ugm-3 (FIDAS),5.292,V ugm-3 (Ref.eq)
2020-01-04,05:00:00,10.565,V ugm-3 (FIDAS),4.999,V ugm-3 (Ref.eq)
2020-01-04,06:00:00,9.154,V ugm-3 (FIDAS),4.55,V ugm-3 (Ref.eq)
2020-01-04,07:00:00,7.952,V ugm-3 (FIDAS),4.061,V ugm-3 (Ref.eq)
2020-01-04,08:00:00,9.836,V ugm-3 (FIDAS),4.738,V ugm-3 (Ref.eq)
2020-01-04,09:00:00,10.411,V ugm-3 (FIDAS),5.128,V ugm-3 (Ref.eq)
2020-01-04,10:00:00,10.82,V ugm-3 (FIDAS),5.051,V ugm-3 (Ref.eq)
2020-01-04,11:00:00,8.564,V ugm-3 (FIDAS),4.309,V ugm-3 (Ref.eq)
2020-01-04,12:00:00,4.833,V ugm-3 (FIDAS),2.828,V ugm-3 (Ref.eq)
2020-01-04,13:00:00,4.376,V ugm-3 (FIDAS),2.557,V ugm-3 (Ref.eq)
2020-01-04,14:00:00,8.84,V ugm-3 (FIDAS),4.596,V ugm-3 (Ref.eq)
2020-01-04,15:00:00,7.173,V ugm-3 (FIDAS),4.085,V ugm-3 (Ref.eq)
2020-01-04,16:00:00,8.603,V ugm-3 (FIDAS),4.507,V ugm-3 (Ref.eq)
2020-01-04,17:00:00,7.061,V ugm-3 (FIDAS),4.465,V ugm-3 (Ref.eq)
2020-01-04,18:00:00,8.138,V ugm-3 (FIDAS),4.86,V ugm-3 (Ref.eq)
2020-01-04,19:00:00,7.936,V ugm-3 (FIDAS),4.865,V ugm-3 (Ref.eq)
2020-01-04,20:00:00,8.531,V ugm-3 (FIDAS),5.532,V ugm-3 (Ref.eq)
2020-01-04,21:00:00,10.333,V ugm-3 (FIDAS),7.093,V ugm-3 (Ref.eq)
2020-01-04,22:00:00,9.621,V ugm-3 (FIDAS),6.793,V ugm-3 (Ref.eq)
2020-01-04,23:00:00,10.082,V ugm-3 (FIDAS),7.908,V ugm-3 (Ref.eq)
2020-01-04,24:00:00,10.898,V ugm-3 (FIDAS),8.494,V ugm-3 (Ref.eq)
2020-01-05,01:00:00,10.246,V ugm-3 (FIDAS),7.742,V ugm-3 (Ref.eq)
2020-01-05,02:00:00,9.261,V ugm-3 (FIDAS),6.838,V ugm-3 (Ref.eq)
2020-01-05,03:00:00,10.208,V ugm-3 (FIDAS),7.646,V ugm-3 (Ref.eq)
2020-01-05,04:00:00,8.025,V ugm-3 (FIDAS),5.948,V ugm-3 (Ref.eq)
2020-01-05,05:00:00,8.201,V ugm-3 (FIDAS),6.127,V ugm-3 (Ref.eq)
2020-01-05,06:00:00,6.712,V ugm-3 (FIDAS),4.882,V ugm-3 (Ref.eq)
2020-01-05,07:00:00,5.947,V ugm-3 (FIDAS),4.534,V ugm-3 (Ref.eq)
2020-01-05,08:00:00,2.602,V ugm-3 (FIDAS),1.673,V ugm-3 (Ref.eq)
2020-01-05,09:00:00,4.97,V ugm-3 (FIDAS),3.283,V ugm-3 (Ref.eq)
2020-01-05,10:00:00,5.515,V ugm-3 (FIDAS),3.729,V ugm-3 (Ref.eq)
2020-01-05,11:00:00,5.562,V ugm-3 (FIDAS),3.685,V ugm-3 (Ref.eq)
2020-01-05,12:00:00,6.265,V ugm-3 (FIDAS),3.876,V ugm-3 (Ref.eq)
2020-01-05,13:00:00,4.411,V ugm-3 (FIDAS),2.803,V ugm-3 (Ref.eq)
2020-01-05,14:00:00,4.712,V ugm-3 (FIDAS),3.126,V ugm-3 (Ref.eq)
2020-01-05,15:00:00,4.247,V ugm-3 (FIDAS),2.974,V ugm-3 (Ref.eq)
2020-01-05,16:00:00,4.829,V ugm-3 (FIDAS),3.185,V ugm-3 (Ref.eq)
2020-01-05,17:00:00,5.871,V ugm-3 (FIDAS),3.82,V ugm-3 (Ref.eq)
2020-01-05,18:00:00,6.481,V ugm-3 (FIDAS),4.506,V ugm-3 (Ref.eq)
2020-01-05,19:00:00,7.218,V ugm-3 (FIDAS),5.14,V ugm-3 (Ref.eq)
2020-01-05,20:00:00,9.111,V ugm-3 (FIDAS),6.101,V ugm-3 (Ref.eq)
2020-01-05,21:00:00,10.666,V ugm-3 (FIDAS),6.533,V ugm-3 (Ref.eq)
2020-01-05,22:00:00,10.288,V ugm-3 (FIDAS),5.556,V ugm-3 (Ref.eq)
2020-01-05,23:00:00,9.321,V ugm-3 (FIDAS),4.788,V ugm-3 (Ref.eq)
2020-01-05,24:00:00,6.59,V ugm-3 (FIDAS),4.268,V ugm-3 (Ref.eq)
2020-01-06,01:00:00,4.664,V ugm-3 (FIDAS),3.244,V ugm-3 (Ref.eq)
2020-01-06,02:00:00,5.62,V ugm-3 (FIDAS),2.568,V ugm-3 (Ref.eq)
2020-01-06,03:00:00,5.089,V ugm-3 (FIDAS),2.622,V ugm-3 (Ref.eq)
2020-01-06,04:00:00,5.223,V ugm-3 (FIDAS),2.296,V ugm-3 (Ref.eq)
2020-01-06,05:00:00,4.272,V ugm-3 (FIDAS),1.849,V ugm-3 (Ref.eq)
2020-01-06,06:00:00,4.178,V ugm-3 (FIDAS),2.233,V ugm-3 (Ref.eq)
2020-01-06,07:00:00,6.005,V ugm-3 (FIDAS),3.053,V ugm-3 (Ref.eq)
2020-01-06,08:00:00,7.405,V ugm-3 (FIDAS),3.429,V ugm-3 (Ref.eq)
2020-01-06,09:00:00,9.833,V ugm-3 (FIDAS),4.623,V ugm-3 (Ref.eq)
2020-01-06,10:00:00,13.273,V ugm-3 (FIDAS),6.238,V ugm-3 (Ref.eq)
2020-01-06,11:00:00,8.446,V ugm-3 (FIDAS),4.9,V ugm-3 (Ref.eq)
2020-01-06,12:00:00,5.867,V ugm-3 (FIDAS),2.711,V ugm-3 (Ref.eq)
2020-01-06,13:00:00,5.298,V ugm-3 (FIDAS),3.362,V ugm-3 (Ref.eq)
2020-01-06,14:00:00,6.014,V ugm-3 (FIDAS),3.633,V ugm-3 (Ref.eq)
2020-01-06,15:00:00,10.262,V ugm-3 (FIDAS),4.644,V ugm-3 (Ref.eq)
2020-01-06,16:00:00,15.63,V ugm-3 (FIDAS),7.381,V ugm-3 (Ref.eq)
2020-01-06,17:00:00,15.398,V ugm-3 (FIDAS),7.873,V ugm-3 (Ref.eq)
2020-01-06,18:00:00,16.398,V ugm-3 (FIDAS),8.201,V ugm-3 (Ref.eq)
2020-01-06,19:00:00,17.175,V ugm-3 (FIDAS),8.665,V ugm-3 (Ref.eq)
2020-01-06,20:00:00,21.158,V ugm-3 (FIDAS),9.811,V ugm-3 (Ref.eq)
2020-01-06,21:00:00,21.393,V ugm-3 (FIDAS),9.471,V ugm-3 (Ref.eq)
2020-01-06,22:00:00,17.678,V ugm-3 (FIDAS),8.171,V ugm-3 (Ref.eq)
2020-01-06,23:00:00,19.63,V ugm-3 (FIDAS),9.386,V ugm-3 (Ref.eq)
2020-01-06,24:00:00,22.148,V ugm-3 (FIDAS),10.231,V ugm-3 (Ref.eq)
2020-01-07,01:00:00,23.39,V ugm-3 (FIDAS),11.172,V ugm-3 (Ref.eq)
2020-01-07,02:00:00,23.528,V ugm-3 (FIDAS),10.946,V ugm-3 (Ref.eq)
2020-01-07,03:00:00,20.638,V ugm-3 (FIDAS),10.04,V ugm-3 (Ref.eq)
2020-01-07,04:00:00,18.188,V ugm-3 (FIDAS),8.614,V ugm-3 (Ref.eq)
2020-01-07,05:00:00,16.258,V ugm-3 (FIDAS),8.135,V ugm-3 (Ref.eq)
2020-01-07,06:00:00,13.153,V ugm-3 (FIDAS),7.345,V ugm-3 (Ref.eq)
2020-01-07,07:00:00,12.208,V ugm-3 (FIDAS),7.15,V ugm-3 (Ref.eq)
2020-01-07,08:00:00,11.418,V ugm-3 (FIDAS),7.224,V ugm-3 (Ref.eq)
2020-01-07,09:00:00,13.26,V ugm-3 (FIDAS),7.941,V ugm-3 (Ref.eq)
2020-01-07,10:00:00,8.903,V ugm-3 (FIDAS),5.194,V ugm-3 (Ref.eq)
2020-01-07,11:00:00,8.009,V ugm-3 (FIDAS),4.855,V ugm-3 (Ref.eq)
2020-01-07,12:00:00,7.237,V ugm-3 (FIDAS),4.578,V ugm-3 (Ref.eq)
2020-01-07,13:00:00,8.516,V ugm-3 (FIDAS),5.275,V ugm-3 (Ref.eq)
2020-01-07,14:00:00,9.421,V ugm-3 (FIDAS),5.785,V ugm-3 (Ref.eq)
2020-01-07,15:00:00,7.689,V ugm-3 (FIDAS),4.379,V ugm-3 (Ref.eq)
2020-01-07,16:00:00,6.205,V ugm-3 (FIDAS),3.717,V ugm-3 (Ref.eq)
2020-01-07,17:00:00,6.4,V ugm-3 (FIDAS),3.696,V ugm-3 (Ref.eq)
2020-01-07,18:00:00,7.526,V ugm-3 (FIDAS),4.079,V ugm-3 (Ref.eq)
2020-01-07,19:00:00,5.546,V ugm-3 (FIDAS),3.648,V ugm-3 (Ref.eq)
2020-01-07,20:00:00,24.233,V ugm-3 (FIDAS),13.257,V ugm-3 (Ref.eq)
2020-01-07,21:00:00,31.125,V ugm-3 (FIDAS),18.175,V ugm-3 (Ref.eq)
2020-01-07,22:00:00,27.698,V ugm-3 (FIDAS),15.896,V ugm-3 (Ref.eq)
2020-01-07,23:00:00,17.998,V ugm-3 (FIDAS),10.574,V ugm-3 (Ref.eq)
2020-01-07,24:00:00,17.388,V ugm-3 (FIDAS),8.548,V ugm-3 (Ref.eq)
2020-01-08,01:00:00,25,V ugm-3 (FIDAS),12.922,V ugm-3 (Ref.eq)
2020-01-08,02:00:00,18.62,V ugm-3 (FIDAS),10.111,V ugm-3 (Ref.eq)
2020-01-08,03:00:00,17.423,V ugm-3 (FIDAS),9.333,V ugm-3 (Ref.eq)
2020-01-08,04:00:00,13.735,V ugm-3 (FIDAS),7.604,V ugm-3 (Ref.eq)
2020-01-08,05:00:00,17.303,V ugm-3 (FIDAS),8.536,V ugm-3 (Ref.eq)
2020-01-08,06:00:00,13.53,V ugm-3 (FIDAS),6.821,V ugm-3 (Ref.eq)
2020-01-08,07:00:00,14.128,V ugm-3 (FIDAS),7.028,V ugm-3 (Ref.eq)
2020-01-08,08:00:00,15.41,V ugm-3 (FIDAS),7.423,V ugm-3 (Ref.eq)
2020-01-08,09:00:00,15.615,V ugm-3 (FIDAS),7.78,V ugm-3 (Ref.eq)
2020-01-08,10:00:00,10.171,V ugm-3 (FIDAS),5.229,V ugm-3 (Ref.eq)
2020-01-08,11:00:00,11.688,V ugm-3 (FIDAS),5.564,V ugm-3 (Ref.eq)
2020-01-08,12:00:00,10.136,V ugm-3 (FIDAS),4.841,V ugm-3 (Ref.eq)
2020-01-08,13:00:00,8.894,V ugm-3 (FIDAS),4.761,V ugm-3 (Ref.eq)
2020-01-08,14:00:00,11.184,V ugm-3 (FIDAS),5.661,V ugm-3 (Ref.eq)
2020-01-08,15:00:00,12.621,V ugm-3 (FIDAS),6.034,V ugm-3 (Ref.eq)
2020-01-08,16:00:00,9.464,V ugm-3 (FIDAS),4.429,V ugm-3 (Ref.eq)
2020-01-08,17:00:00,7.945,V ugm-3 (FIDAS),3.942,V ugm-3 (Ref.eq)
2020-01-08,18:00:00,6.938,V ugm-3 (FIDAS),4.383,V ugm-3 (Ref.eq)
2020-01-08,19:00:00,5.983,V ugm-3 (FIDAS),3.622,V ugm-3 (Ref.eq)
2020-01-08,20:00:00,7.572,V ugm-3 (FIDAS),5.007,V ugm-3 (Ref.eq)
2020-01-08,21:00:00,9.261,V ugm-3 (FIDAS),5.384,V ugm-3 (Ref.eq)
2020-01-08,22:00:00,12.218,V ugm-3 (FIDAS),7.032,V ugm-3 (Ref.eq)
2020-01-08,23:00:00,13.795,V ugm-3 (FIDAS),8.961,V ugm-3 (Ref.eq)
2020-01-08,24:00:00,14.88,V ugm-3 (FIDAS),8.386,V ugm-3 (Ref.eq)
2020-01-09,01:00:00,12.428,V ugm-3 (FIDAS),7.564,V ugm-3 (Ref.eq)
2020-01-09,02:00:00,11.743,V ugm-3 (FIDAS),6.625,V ugm-3 (Ref.eq)
2020-01-09,03:00:00,11.283,V ugm-3 (FIDAS),6.388,V ugm-3 (Ref.eq)
2020-01-09,04:00:00,10.408,V ugm-3 (FIDAS),6.362,V ugm-3 (Ref.eq)
2020-01-09,05:00:00,12.32,V ugm-3 (FIDAS),7.493,V ugm-3 (Ref.eq)
2020-01-09,06:00:00,12.675,V ugm-3 (FIDAS),7.9,V ugm-3 (Ref.eq)
2020-01-09,07:00:00,13.445,V ugm-3 (FIDAS),7.981,V ugm-3 (Ref.eq)
2020-01-09,08:00:00,11.474,V ugm-3 (FIDAS),7.033,V ugm-3 (Ref.eq)
2020-01-09,09:00:00,8.251,V ugm-3 (FIDAS),5.529,V ugm-3 (Ref.eq)
2020-01-09,10:00:00,4.913,V ugm-3 (FIDAS),3.363,V ugm-3 (Ref.eq)
2020-01-09,11:00:00,5.939,V ugm-3 (FIDAS),3.892,V ugm-3 (Ref.eq)
2020-01-09,12:00:00,7.822,V ugm-3 (FIDAS),6.165,V ugm-3 (Ref.eq)
2020-01-09,13:00:00,8.037,V ugm-3 (FIDAS),5.718,V ugm-3 (Ref.eq)
2020-01-09,14:00:00,7.329,V ugm-3 (FIDAS),4.838,V ugm-3 (Ref.eq)
2020-01-09,15:00:00,5.678,V ugm-3 (FIDAS),4.315,V ugm-3 (Ref.eq)
2020-01-09,16:00:00,7.448,V ugm-3 (FIDAS),4.705,V ugm-3 (Ref.eq)
2020-01-09,17:00:00,9.927,V ugm-3 (FIDAS),6.222,V ugm-3 (Ref.eq)
2020-01-09,18:00:00,24.678,V ugm-3 (FIDAS),19.686,V ugm-3 (Ref.eq)
2020-01-09,19:00:00,18.193,V ugm-3 (FIDAS),13.946,V ugm-3 (Ref.eq)
2020-01-09,20:00:00,16.308,V ugm-3 (FIDAS),12.729,V ugm-3 (Ref.eq)
2020-01-09,21:00:00,31.61,V ugm-3 (FIDAS),26.738,V ugm-3 (Ref.eq)
2020-01-09,22:00:00,51.645,V ugm-3 (FIDAS),45.271,V ugm-3 (Ref.eq)
2020-01-09,23:00:00,32.98,V ugm-3 (FIDAS),28.658,V ugm-3 (Ref.eq)
2020-01-09,24:00:00,25.865,V ugm-3 (FIDAS),21.557,V ugm-3 (Ref.eq)
2020-01-10,01:00:00,27.438,V ugm-3 (FIDAS),23.892,V ugm-3 (Ref.eq)
2020-01-10,02:00:00,24.998,V ugm-3 (FIDAS),21.668,V ugm-3 (Ref.eq)
2020-01-10,03:00:00,24.935,V ugm-3 (FIDAS),20.844,V ugm-3 (Ref.eq)
2020-01-10,04:00:00,20.43,V ugm-3 (FIDAS),16.974,V ugm-3 (Ref.eq)
2020-01-10,05:00:00,16.883,V ugm-3 (FIDAS),14.262,V ugm-3 (Ref.eq)
2020-01-10,06:00:00,16.465,V ugm-3 (FIDAS),13.509,V ugm-3 (Ref.eq)
2020-01-10,07:00:00,16.185,V ugm-3 (FIDAS),13.418,V ugm-3 (Ref.eq)
2020-01-10,08:00:00,18.77,V ugm-3 (FIDAS),15.25,V ugm-3 (Ref.eq)
2020-01-10,09:00:00,23.045,V ugm-3 (FIDAS),18.604,V ugm-3 (Ref.eq)
2020-01-10,10:00:00,25.188,V ugm-3 (FIDAS),19.635,V ugm-3 (Ref.eq)
2020-01-10,11:00:00,31.843,V ugm-3 (FIDAS),19.797,V ugm-3 (Ref.eq)
2020-01-10,12:00:00,32.513,V ugm-3 (FIDAS),20.012,V ugm-3 (Ref.eq)
2020-01-10,13:00:00,27.608,V ugm-3 (FIDAS),10.218,V ugm-3 (Ref.eq)
2020-01-10,14:00:00,20.02,V ugm-3 (FIDAS),8,V ugm-3 (Ref.eq)
2020-01-10,15:00:00,14.038,V ugm-3 (FIDAS),6.197,V ugm-3 (Ref.eq)
2020-01-10,16:00:00,13.143,V ugm-3 (FIDAS),6.142,V ugm-3 (Ref.eq)
2020-01-10,17:00:00,13.26,V ugm-3 (FIDAS),6.134,V ugm-3 (Ref.eq)
2020-01-10,18:00:00,12.908,V ugm-3 (FIDAS),6.449,V ugm-3 (Ref.eq)
2020-01-10,19:00:00,12.153,V ugm-3 (FIDAS),6.526,V ugm-3 (Ref.eq)
2020-01-10,20:00:00,6.506,V ugm-3 (FIDAS),3.974,V ugm-3 (Ref.eq)
2020-01-10,21:00:00,4.299,V ugm-3 (FIDAS),2.886,V ugm-3 (Ref.eq)
2020-01-10,22:00:00,5.77,V ugm-3 (FIDAS),3.907,V ugm-3 (Ref.eq)
2020-01-10,23:00:00,7.371,V ugm-3 (FIDAS),4.737,V ugm-3 (Ref.eq)
2020-01-10,24:00:00,9.641,V ugm-3 (FIDAS),6.521,V ugm-3 (Ref.eq)
2020-01-11,01:00:00,11.463,V ugm-3 (FIDAS),6.95,V ugm-3 (Ref.eq)
2020-01-11,02:00:00,11.228,V ugm-3 (FIDAS),7.059,V ugm-3 (Ref.eq)
2020-01-11,03:00:00,8.742,V ugm-3 (FIDAS),5.827,V ugm-3 (Ref.eq)
2020-01-11,04:00:00,6.501,V ugm-3 (FIDAS),4.3,V ugm-3 (Ref.eq)
2020-01-11,05:00:00,5.768,V ugm-3 (FIDAS),3.734,V ugm-3 (Ref.eq)
2020-01-11,06:00:00,4.57,V ugm-3 (FIDAS),3.022,V ugm-3 (Ref.eq)
2020-01-11,07:00:00,4.757,V ugm-3 (FIDAS),3.069,V ugm-3 (Ref.eq)
2020-01-11,08:00:00,5.042,V ugm-3 (FIDAS),3.094,V ugm-3 (Ref.eq)
2020-01-11,09:00:00,7.009,V ugm-3 (FIDAS),3.962,V ugm-3 (Ref.eq)
2020-01-11,10:00:00,7.16,V ugm-3 (FIDAS),3.351,V ugm-3 (Ref.eq)
2020-01-11,11:00:00,2.933,V ugm-3 (FIDAS),1.911,V ugm-3 (Ref.eq)
2020-01-11,12:00:00,2.445,V ugm-3 (FIDAS),1.311,V ugm-3 (Ref.eq)
2020-01-11,13:00:00,2.806,V ugm-3 (FIDAS),1.696,V ugm-3 (Ref.eq)
2020-01-11,14:00:00,3.236,V ugm-3 (FIDAS),2.011,V ugm-3 (Ref.eq)
2020-01-11,15:00:00,2.738,V ugm-3 (FIDAS),1.641,V ugm-3 (Ref.eq)
2020-01-11,16:00:00,4.81,V ugm-3 (FIDAS),2.654,V ugm-3 (Ref.eq)
2020-01-11,17:00:00,4.34,V ugm-3 (FIDAS),2.691,V ugm-3 (Ref.eq)
2020-01-11,18:00:00,5.984,V ugm-3 (FIDAS),3.571,V ugm-3 (Ref.eq)
2020-01-11,19:00:00,5.546,V ugm-3 (FIDAS),3.696,V ugm-3 (Ref.eq)
2020-01-11,20:00:00,8.586,V ugm-3 (FIDAS),5.268,V ugm-3 (Ref.eq)
2020-01-11,21:00:00,11.192,V ugm-3 (FIDAS),6.514,V ugm-3 (Ref.eq)
2020-01-11,22:00:00,12.348,V ugm-3 (FIDAS),6.824,V ugm-3 (Ref.eq)
2020-01-11,23:00:00,10.44,V ugm-3 (FIDAS),5.741,V ugm-3 (Ref.eq)
2020-01-11,24:00:00,8.955,V ugm-3 (FIDAS),5.007,V ugm-3 (Ref.eq)
2020-01-12,01:00:00,9.206,V ugm-3 (FIDAS),4.95,V ugm-3 (Ref.eq)
2020-01-12,02:00:00,9.391,V ugm-3 (FIDAS),5.089,V ugm-3 (Ref.eq)
2020-01-12,03:00:00,8.604,V ugm-3 (FIDAS),4.945,V ugm-3 (Ref.eq)
2020-01-12,04:00:00,8.106,V ugm-3 (FIDAS),4.842,V ugm-3 (Ref.eq)
2020-01-12,05:00:00,10.118,V ugm-3 (FIDAS),5.198,V ugm-3 (Ref.eq)
