Hourly measurement data supplied by UK-air on 25/02/2025
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
Site Name,,"Glasgow Byres Road",,,
Latitude,,55.874167,,,,
Longitude,,-4.294722,,,,
Site Type,,Urban Traffic,,,,
Zone,,Central Scotland,,,,
Agglomeration,,Glasgow Urban Area,,,,
Local Authority,,"Glasgow",,,,
Date,Time,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status
2021-11-29,03:00:00,15.165,V ugm-3 (FIDAS),9.138,V ugm-3 (Ref.eq)
2021-11-29,04:00:00,11.178,V ugm-3 (FIDAS),8.108,V ugm-3 (Ref.eq)
2021-11-29,05:00:00,11.289,V ugm-3 (FIDAS),8.843,V ugm-3 (Ref.eq)
2021-11-29,06:00:00,11.55,V ugm-3 (FIDAS),8.195,V ugm-3 (Ref.eq)
2021-11-29,07:00:00,12.315,V ugm-3 (FIDAS),8.638,V ugm-3 (Ref.eq)
2021-11-29,08:00:00,10.716,V ugm-3 (FIDAS),7.498,V ugm-3 (Ref.eq)
2021-11-29,09:00:00,17.273,V ugm-3 (FIDAS),8.161,V ugm-3 (Ref.eq)
2021-11-29,10:00:00,17.033,V ugm-3 (FIDAS),7.933,V ugm-3 (Ref.eq)
2021-11-29,11:00:00,19.978,V ugm-3 (FIDAS),8.667,V ugm-3 (Ref.eq)
2021-11-29,12:00:00,24.783,V ugm-3 (FIDAS),12.215,V ugm-3 (Ref.eq)
2021-11-29,13:00:00,17.78,V ugm-3 (FIDAS),10.901,V ugm-3 (Ref.eq)
2021-11-29,14:00:00,15.523,V ugm-3 (FIDAS),9.9,V ugm-3 (Ref.eq)
2021-11-29,15:00:00,14.476,V ugm-3 (FIDAS),8.098,V ugm-3 (Ref.eq)
2021-11-29,16:00:00,11.625,V ugm-3 (FIDAS),5.328,V ugm-3 (Ref.eq)
2021-11-29,17:00:00,5.236,V ugm-3 (FIDAS),2.71,V ugm-3 (Ref.eq)
2021-11-29,18:00:00,3.27,V ugm-3 (FIDAS),1.591,V ugm-3 (Ref.eq)
2021-11-29,19:00:00,3.81,V ugm-3 (FIDAS),2.047,V ugm-3 (Ref.eq)
2021-11-29,20:00:00,3.153,V ugm-3 (FIDAS),1.572,V ugm-3 (Ref.eq)
2021-11-29,21:00:00,2.498,V ugm-3 (FIDAS),1.569,V ugm-3 (Ref.eq)
2021-11-29,22:00:00,2.003,V ugm-3 (FIDAS),1.029,V ugm-3 (Ref.eq)
2021-11-29,23:00:00,2.11,V ugm-3 (FIDAS),1.076,V ugm-3 (Ref.eq)
2021-11-29,24:00:00,1.805,V ugm-3 (FIDAS),0.955,V ugm-3 (Ref.eq)
2021-11-30,01:00:00,1.395,V ugm-3 (FIDAS),0.726,V ugm-3 (Ref.eq)
2021-11-30,02:00:00,1.084,V ugm-3 (FIDAS),0.634,V ugm-3 (Ref.eq)
2021-11-30,03:00:00,1.084,V ugm-3 (FIDAS),0.634,V ugm-3 (Ref.eq)
2021-11-30,04:00:00,0.637,V ugm-3 (FIDAS),0.41,V ugm-3 (Ref.eq)
2021-11-30,05:00:00,0.796,V ugm-3 (FIDAS),0.418,V ugm-3 (Ref.eq)
2021-11-30,06:00:00,1.197,V ugm-3 (FIDAS),0.492,V ugm-3 (Ref.eq)
2021-11-30,07:00:00,1.704,V ugm-3 (FIDAS),0.657,V ugm-3 (Ref.eq)
2021-11-30,08:00:00,2.576,V ugm-3 (FIDAS),1.125,V ugm-3 (Ref.eq)
2021-11-30,09:00:00,3.508,V ugm-3 (FIDAS),1.377,V ugm-3 (Ref.eq)
2021-11-30,10:00:00,2.723,V ugm-3 (FIDAS),1.084,V ugm-3 (Ref.eq)
2021-11-30,11:00:00,3.095,V ugm-3 (FIDAS),1.009,V ugm-3 (Ref.eq)
2021-11-30,12:00:00,3.952,V ugm-3 (FIDAS),1.273,V ugm-3 (Ref.eq)
2021-11-30,13:00:00,5.307,V ugm-3 (FIDAS),2.527,V ugm-3 (Ref.eq)
2021-11-30,14:00:00,3.329,V ugm-3 (FIDAS),1.254,V ugm-3 (Ref.eq)
2021-11-30,15:00:00,4.194,V ugm-3 (FIDAS),1.879,V ugm-3 (Ref.eq)
2021-11-30,16:00:00,3.524,V ugm-3 (FIDAS),1.693,V ugm-3 (Ref.eq)
2021-11-30,17:00:00,4.787,V ugm-3 (FIDAS),2.286,V ugm-3 (Ref.eq)
2021-11-30,18:00:00,4.226,V ugm-3 (FIDAS),2.541,V ugm-3 (Ref.eq)
2021-11-30,19:00:00,4.186,V ugm-3 (FIDAS),2.638,V ugm-3 (Ref.eq)
2021-11-30,20:00:00,3.749,V ugm-3 (FIDAS),2.546,V ugm-3 (Ref.eq)
2021-11-30,21:00:00,3.217,V ugm-3 (FIDAS),2.369,V ugm-3 (Ref.eq)
2021-11-30,22:00:00,2.434,V ugm-3 (FIDAS),1.821,V ugm-3 (Ref.eq)
2021-11-30,23:00:00,1.947,V ugm-3 (FIDAS),1.494,V ugm-3 (Ref.eq)
2021-11-30,24:00:00,1.737,V ugm-3 (FIDAS),0.912,V ugm-3 (Ref.eq)
2021-12-01,01:00:00,No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq)
2021-12-01,02:00:00,6.039,N ugm-3 (FIDAS),3.033,N ugm-3 (Ref.eq)
2021-12-01,03:00:00,4.608,N ugm-3 (FIDAS),2.442,N ugm-3 (Ref.eq)
2021-12-01,04:00:00,5.593,N ugm-3 (FIDAS),2.85,N ugm-3 (Ref.eq)
2021-12-01,05:00:00,2.896,N ugm-3 (FIDAS),1.45,N ugm-3 (Ref.eq)
2021-12-01,06:00:00,3.795,N ugm-3 (FIDAS),1.951,N ugm-3 (Ref.eq)
2021-12-01,07:00:00,3.945,N ugm-3 (FIDAS),2.002,N ugm-3 (Ref.eq)
2021-12-01,08:00:00,6.942,N ugm-3 (FIDAS),3.003,N ugm-3 (Ref.eq)
2021-12-01,09:00:00,5.56,N ugm-3 (FIDAS),2.842,N ugm-3 (Ref.eq)
2021-12-01,10:00:00,2.952,N ugm-3 (FIDAS),1.477,N ugm-3 (Ref.eq)
2021-12-01,11:00:00,3.241,N ugm-3 (FIDAS),1.375,N ugm-3 (Ref.eq)
2021-12-01,12:00:00,2.966,N ugm-3 (FIDAS),1.453,N ugm-3 (Ref.eq)
2021-12-01,13:00:00,4.361,N ugm-3 (FIDAS),2.279,N ugm-3 (Ref.eq)
2021-12-01,14:00:00,7.474,N ugm-3 (FIDAS),2.871,N ugm-3 (Ref.eq)
2021-12-01,15:00:00,No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq)
2021-12-01,16:00:00,8.145,V ugm-3 (FIDAS),3.074,V ugm-3 (Ref.eq)
2021-12-01,17:00:00,9.292,V ugm-3 (FIDAS),3.783,V ugm-3 (Ref.eq)
2021-12-01,18:00:00,9.837,V ugm-3 (FIDAS),4.972,V ugm-3 (Ref.eq)
2021-12-01,19:00:00,15.482,V ugm-3 (FIDAS),10.024,V ugm-3 (Ref.eq)
2021-12-01,20:00:00,10.827,V ugm-3 (FIDAS),5.247,V ugm-3 (Ref.eq)
2021-12-01,21:00:00,10.116,V ugm-3 (FIDAS),4.756,V ugm-3 (Ref.eq)
2021-12-01,22:00:00,11.016,V ugm-3 (FIDAS),5.809,V ugm-3 (Ref.eq)
2021-12-01,23:00:00,9.999,V ugm-3 (FIDAS),3.887,V ugm-3 (Ref.eq)
2021-12-01,24:00:00,10.137,V ugm-3 (FIDAS),3.499,V ugm-3 (Ref.eq)
2021-12-02,01:00:00,6.225,V ugm-3 (FIDAS),2.742,V ugm-3 (Ref.eq)
2021-12-02,02:00:00,3.459,V ugm-3 (FIDAS),1.753,V ugm-3 (Ref.eq)
2021-12-02,03:00:00,3.604,V ugm-3 (FIDAS),1.583,V ugm-3 (Ref.eq)
2021-12-02,04:00:00,2.922,V ugm-3 (FIDAS),1.221,V ugm-3 (Ref.eq)
2021-12-02,05:00:00,7.041,V ugm-3 (FIDAS),2.446,V ugm-3 (Ref.eq)
2021-12-02,06:00:00,7.34,V ugm-3 (FIDAS),2.409,V ugm-3 (Ref.eq)
2021-12-02,07:00:00,6.067,V ugm-3 (FIDAS),2.254,V ugm-3 (Ref.eq)
2021-12-02,08:00:00,7.331,V ugm-3 (FIDAS),2.604,V ugm-3 (Ref.eq)
2021-12-02,09:00:00,12.813,V ugm-3 (FIDAS),4.149,V ugm-3 (Ref.eq)
2021-12-02,10:00:00,17.713,V ugm-3 (FIDAS),5.884,V ugm-3 (Ref.eq)
2021-12-02,11:00:00,17.113,V ugm-3 (FIDAS),5.222,V ugm-3 (Ref.eq)
2021-12-02,12:00:00,18.805,V ugm-3 (FIDAS),5.447,V ugm-3 (Ref.eq)
2021-12-02,13:00:00,19.173,V ugm-3 (FIDAS),5.25,V ugm-3 (Ref.eq)
2021-12-02,14:00:00,17.903,V ugm-3 (FIDAS),4.981,V ugm-3 (Ref.eq)
2021-12-02,15:00:00,20.993,V ugm-3 (FIDAS),5.595,V ugm-3 (Ref.eq)
2021-12-02,16:00:00,26.84,V ugm-3 (FIDAS),8.549,V ugm-3 (Ref.eq)
2021-12-02,17:00:00,27.505,V ugm-3 (FIDAS),9.141,V ugm-3 (Ref.eq)
2021-12-02,18:00:00,20.098,V ugm-3 (FIDAS),7.446,V ugm-3 (Ref.eq)
2021-12-02,19:00:00,18.388,V ugm-3 (FIDAS),8.098,V ugm-3 (Ref.eq)
2021-12-02,20:00:00,9.906,V ugm-3 (FIDAS),5.799,V ugm-3 (Ref.eq)
2021-12-02,21:00:00,9.237,V ugm-3 (FIDAS),5.348,V ugm-3 (Ref.eq)
2021-12-02,22:00:00,6.826,V ugm-3 (FIDAS),4.094,V ugm-3 (Ref.eq)
2021-12-02,23:00:00,4.043,V ugm-3 (FIDAS),2.425,V ugm-3 (Ref.eq)
2021-12-02,24:00:00,2.416,V ugm-3 (FIDAS),1.556,V ugm-3 (Ref.eq)
2021-12-03,01:00:00,1.887,V ugm-3 (FIDAS),1.255,V ugm-3 (Ref.eq)
2021-12-03,02:00:00,3.34,V ugm-3 (FIDAS),2.231,V ugm-3 (Ref.eq)
2021-12-03,03:00:00,4.53,V ugm-3 (FIDAS),3.359,V ugm-3 (Ref.eq)
2021-12-03,04:00:00,3.014,V ugm-3 (FIDAS),2.533,V ugm-3 (Ref.eq)
2021-12-03,05:00:00,2.301,V ugm-3 (FIDAS),1.263,V ugm-3 (Ref.eq)
2021-12-03,06:00:00,6.079,V ugm-3 (FIDAS),2.751,V ugm-3 (Ref.eq)
2021-12-03,07:00:00,6.45,V ugm-3 (FIDAS),3.043,V ugm-3 (Ref.eq)
2021-12-03,08:00:00,5.332,V ugm-3 (FIDAS),2.843,V ugm-3 (Ref.eq)
2021-12-03,09:00:00,9.669,V ugm-3 (FIDAS),3.844,V ugm-3 (Ref.eq)
2021-12-03,10:00:00,11.703,V ugm-3 (FIDAS),4.421,V ugm-3 (Ref.eq)
2021-12-03,11:00:00,12.125,V ugm-3 (FIDAS),5.1,V ugm-3 (Ref.eq)
2021-12-03,12:00:00,9.957,V ugm-3 (FIDAS),4.51,V ugm-3 (Ref.eq)
2021-12-03,13:00:00,9.946,V ugm-3 (FIDAS),4.043,V ugm-3 (Ref.eq)
2021-12-03,14:00:00,13.565,V ugm-3 (FIDAS),5.527,V ugm-3 (Ref.eq)
2021-12-03,15:00:00,13.035,V ugm-3 (FIDAS),6.106,V ugm-3 (Ref.eq)
2021-12-03,16:00:00,17.273,V ugm-3 (FIDAS),8.346,V ugm-3 (Ref.eq)
2021-12-03,17:00:00,17.215,V ugm-3 (FIDAS),8.262,V ugm-3 (Ref.eq)
2021-12-03,18:00:00,16.965,V ugm-3 (FIDAS),9.155,V ugm-3 (Ref.eq)
2021-12-03,19:00:00,13.453,V ugm-3 (FIDAS),7.261,V ugm-3 (Ref.eq)
2021-12-03,20:00:00,13.533,V ugm-3 (FIDAS),6.558,V ugm-3 (Ref.eq)
2021-12-03,21:00:00,11.033,V ugm-3 (FIDAS),6.71,V ugm-3 (Ref.eq)
2021-12-03,22:00:00,10.783,V ugm-3 (FIDAS),6.633,V ugm-3 (Ref.eq)
2021-12-03,23:00:00,7.065,V ugm-3 (FIDAS),4.978,V ugm-3 (Ref.eq)
2021-12-03,24:00:00,2.717,V ugm-3 (FIDAS),1.523,V ugm-3 (Ref.eq)
2021-12-04,01:00:00,2.207,V ugm-3 (FIDAS),1.29,V ugm-3 (Ref.eq)
2021-12-04,02:00:00,1.353,V ugm-3 (FIDAS),0.791,V ugm-3 (Ref.eq)
2021-12-04,03:00:00,3.39,V ugm-3 (FIDAS),1.753,V ugm-3 (Ref.eq)
2021-12-04,04:00:00,5.202,V ugm-3 (FIDAS),2.643,V ugm-3 (Ref.eq)
2021-12-04,05:00:00,4.731,V ugm-3 (FIDAS),2.459,V ugm-3 (Ref.eq)
2021-12-04,06:00:00,2.836,V ugm-3 (FIDAS),1.564,V ugm-3 (Ref.eq)
2021-12-04,07:00:00,1.714,V ugm-3 (FIDAS),1.097,V ugm-3 (Ref.eq)
2021-12-04,08:00:00,3.128,V ugm-3 (FIDAS),1.907,V ugm-3 (Ref.eq)
2021-12-04,09:00:00,5.636,V ugm-3 (FIDAS),3.082,V ugm-3 (Ref.eq)
2021-12-04,10:00:00,5.534,V ugm-3 (FIDAS),2.348,V ugm-3 (Ref.eq)
2021-12-04,11:00:00,4.345,V ugm-3 (FIDAS),2.397,V ugm-3 (Ref.eq)
2021-12-04,12:00:00,4.163,V ugm-3 (FIDAS),2.441,V ugm-3 (Ref.eq)
2021-12-04,13:00:00,1.828,V ugm-3 (FIDAS),0.971,V ugm-3 (Ref.eq)
2021-12-04,14:00:00,1.995,V ugm-3 (FIDAS),1.508,V ugm-3 (Ref.eq)
2021-12-04,15:00:00,2.565,V ugm-3 (FIDAS),1.774,V ugm-3 (Ref.eq)
2021-12-04,16:00:00,3.226,V ugm-3 (FIDAS),2.23,V ugm-3 (Ref.eq)
2021-12-04,17:00:00,3.153,V ugm-3 (FIDAS),2.127,V ugm-3 (Ref.eq)
2021-12-04,18:00:00,4.642,V ugm-3 (FIDAS),3.521,V ugm-3 (Ref.eq)
2021-12-04,19:00:00,5.52,V ugm-3 (FIDAS),4.353,V ugm-3 (Ref.eq)
2021-12-04,20:00:00,3.973,V ugm-3 (FIDAS),2.727,V ugm-3 (Ref.eq)
2021-12-04,21:00:00,5.893,V ugm-3 (FIDAS),3.595,V ugm-3 (Ref.eq)
2021-12-04,22:00:00,4.8,V ugm-3 (FIDAS),3.255,V ugm-3 (Ref.eq)
2021-12-04,23:00:00,3.325,V ugm-3 (FIDAS),2.226,V ugm-3 (Ref.eq)
2021-12-04,24:00:00,2.05,V ugm-3 (FIDAS),1.271,V ugm-3 (Ref.eq)
2021-12-05,01:00:00,2.488,V ugm-3 (FIDAS),1.322,V ugm-3 (Ref.eq)
2021-12-05,02:00:00,2.369,V ugm-3 (FIDAS),1.265,V ugm-3 (Ref.eq)
2021-12-05,03:00:00,3.506,V ugm-3 (FIDAS),1.754,V ugm-3 (Ref.eq)
2021-12-05,04:00:00,4.342,V ugm-3 (FIDAS),2.262,V ugm-3 (Ref.eq)
2021-12-05,05:00:00,4.131,V ugm-3 (FIDAS),2.043,V ugm-3 (Ref.eq)
2021-12-05,06:00:00,3.519,V ugm-3 (FIDAS),1.764,V ugm-3 (Ref.eq)
2021-12-05,07:00:00,3.433,V ugm-3 (FIDAS),1.786,V ugm-3 (Ref.eq)
2021-12-05,08:00:00,3.847,V ugm-3 (FIDAS),2.183,V ugm-3 (Ref.eq)
2021-12-05,09:00:00,7.04,V ugm-3 (FIDAS),3.636,V ugm-3 (Ref.eq)
2021-12-05,10:00:00,7.893,V ugm-3 (FIDAS),3.367,V ugm-3 (Ref.eq)
2021-12-05,11:00:00,12.995,V ugm-3 (FIDAS),7.348,V ugm-3 (Ref.eq)
2021-12-05,12:00:00,11.613,V ugm-3 (FIDAS),6.128,V ugm-3 (Ref.eq)
2021-12-05,13:00:00,7.274,V ugm-3 (FIDAS),4.168,V ugm-3 (Ref.eq)
2021-12-05,14:00:00,10.735,V ugm-3 (FIDAS),4.429,V ugm-3 (Ref.eq)
2021-12-05,15:00:00,11.95,V ugm-3 (FIDAS),4.797,V ugm-3 (Ref.eq)
2021-12-05,16:00:00,10.505,V ugm-3 (FIDAS),5.359,V ugm-3 (Ref.eq)
2021-12-05,17:00:00,18.338,V ugm-3 (FIDAS),11.861,V ugm-3 (Ref.eq)
2021-12-05,18:00:00,17.493,V ugm-3 (FIDAS),12.144,V ugm-3 (Ref.eq)
2021-12-05,19:00:00,17.978,V ugm-3 (FIDAS),13.208,V ugm-3 (Ref.eq)
2021-12-05,20:00:00,29.855,V ugm-3 (FIDAS),24.368,V ugm-3 (Ref.eq)
2021-12-05,21:00:00,31.675,V ugm-3 (FIDAS),25.802,V ugm-3 (Ref.eq)
2021-12-05,22:00:00,20.203,V ugm-3 (FIDAS),15.939,V ugm-3 (Ref.eq)
2021-12-05,23:00:00,17.438,V ugm-3 (FIDAS),13.526,V ugm-3 (Ref.eq)
2021-12-05,24:00:00,12.338,V ugm-3 (FIDAS),8.929,V ugm-3 (Ref.eq)
2021-12-06,01:00:00,9.332,V ugm-3 (FIDAS),6.702,V ugm-3 (Ref.eq)
2021-12-06,02:00:00,9.281,V ugm-3 (FIDAS),5.975,V ugm-3 (Ref.eq)
2021-12-06,03:00:00,8.75,V ugm-3 (FIDAS),5.241,V ugm-3 (Ref.eq)
2021-12-06,04:00:00,6.619,V ugm-3 (FIDAS),4.171,V ugm-3 (Ref.eq)
2021-12-06,05:00:00,5.36,V ugm-3 (FIDAS),3.164,V ugm-3 (Ref.eq)
2021-12-06,06:00:00,3.767,V ugm-3 (FIDAS),1.888,V ugm-3 (Ref.eq)
2021-12-06,07:00:00,3.236,V ugm-3 (FIDAS),1.301,V ugm-3 (Ref.eq)
2021-12-06,08:00:00,4.061,V ugm-3 (FIDAS),1.569,V ugm-3 (Ref.eq)
2021-12-06,09:00:00,7.677,V ugm-3 (FIDAS),2.86,V ugm-3 (Ref.eq)
2021-12-06,10:00:00,5.94,V ugm-3 (FIDAS),2.755,V ugm-3 (Ref.eq)
2021-12-06,11:00:00,9.047,V ugm-3 (FIDAS),3.336,V ugm-3 (Ref.eq)
2021-12-06,12:00:00,11.433,V ugm-3 (FIDAS),4.704,V ugm-3 (Ref.eq)
2021-12-06,13:00:00,9.386,V ugm-3 (FIDAS),4.954,V ugm-3 (Ref.eq)
2021-12-06,14:00:00,5.942,V ugm-3 (FIDAS),2.983,V ugm-3 (Ref.eq)
2021-12-06,15:00:00,5.246,V ugm-3 (FIDAS),2.318,V ugm-3 (Ref.eq)
2021-12-06,16:00:00,6.406,V ugm-3 (FIDAS),2.793,V ugm-3 (Ref.eq)
2021-12-06,17:00:00,6.001,V ugm-3 (FIDAS),2.786,V ugm-3 (Ref.eq)
2021-12-06,18:00:00,5.506,V ugm-3 (FIDAS),2.528,V ugm-3 (Ref.eq)
2021-12-06,19:00:00,6.687,V ugm-3 (FIDAS),3.787,V ugm-3 (Ref.eq)
2021-12-06,20:00:00,6.393,V ugm-3 (FIDAS),3.798,V ugm-3 (Ref.eq)
2021-12-06,21:00:00,4.787,V ugm-3 (FIDAS),2.247,V ugm-3 (Ref.eq)
2021-12-06,22:00:00,3.95,V ugm-3 (FIDAS),1.861,V ugm-3 (Ref.eq)
2021-12-06,23:00:00,4.819,V ugm-3 (FIDAS),2.056,V ugm-3 (Ref.eq)
2021-12-06,24:00:00,4.694,V ugm-3 (FIDAS),2.098,V ugm-3 (Ref.eq)
2021-12-07,01:00:00,5.668,V ugm-3 (FIDAS),2.686,V ugm-3 (Ref.eq)
2021-12-07,02:00:00,6.166,V ugm-3 (FIDAS),2.32,V ugm-3 (Ref.eq)
2021-12-07,03:00:00,6.847,V ugm-3 (FIDAS),2.881,V ugm-3 (Ref.eq)
2021-12-07,04:00:00,7.106,V ugm-3 (FIDAS),3.167,V ugm-3 (Ref.eq)
2021-12-07,05:00:00,10.005,V ugm-3 (FIDAS),4.525,V ugm-3 (Ref.eq)
2021-12-07,06:00:00,9.706,V ugm-3 (FIDAS),5.022,V ugm-3 (Ref.eq)
2021-12-07,07:00:00,9.825,V ugm-3 (FIDAS),5.065,V ugm-3 (Ref.eq)
2021-12-07,08:00:00,10.641,V ugm-3 (FIDAS),5.325,V ugm-3 (Ref.eq)
2021-12-07,09:00:00,No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq)
2021-12-07,10:00:00,No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq)
2021-12-07,11:00:00,No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq)
2021-12-07,12:00:00,No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq)
2021-12-07,13:00:00,2.663,V ugm-3 (FIDAS),1.489,V ugm-3 (Ref.eq)
2021-12-07,14:00:00,2.366,V ugm-3 (FIDAS),1.494,V ugm-3 (Ref.eq)
2021-12-07,15:00:00,2.206,V ugm-3 (FIDAS),1.288,V ugm-3 (Ref.eq)
2021-12-07,16:00:00,2.399,V ugm-3 (FIDAS),1.363,V ugm-3 (Ref.eq)
2021-12-07,17:00:00,3.424,V ugm-3 (FIDAS),1.866,V ugm-3 (Ref.eq)
2021-12-07,18:00:00,4.022,V ugm-3 (FIDAS),2.733,V ugm-3 (Ref.eq)
2021-12-07,19:00:00,4.516,V ugm-3 (FIDAS),2.93,V ugm-3 (Ref.eq)
2021-12-07,20:00:00,6.369,V ugm-3 (FIDAS),4.063,V ugm-3 (Ref.eq)
2021-12-07,21:00:00,6.228,V ugm-3 (FIDAS),4.433,V ugm-3 (Ref.eq)
2021-12-07,22:00:00,6.952,V ugm-3 (FIDAS),4.685,V ugm-3 (Ref.eq)
2021-12-07,23:00:00,4.897,V ugm-3 (FIDAS),3.62,V ugm-3 (Ref.eq)
2021-12-07,24:00:00,3.919,V ugm-3 (FIDAS),3.085,V ugm-3 (Ref.eq)
2021-12-08,01:00:00,3.443,V ugm-3 (FIDAS),2.709,V ugm-3 (Ref.eq)
2021-12-08,02:00:00,2.717,V ugm-3 (FIDAS),2.096,V ugm-3 (Ref.eq)
2021-12-08,03:00:00,3.393,V ugm-3 (FIDAS),2.588,V ugm-3 (Ref.eq)
2021-12-08,04:00:00,5.63,V ugm-3 (FIDAS),3.795,V ugm-3 (Ref.eq)
2021-12-08,05:00:00,5.188,V ugm-3 (FIDAS),3.657,V ugm-3 (Ref.eq)
2021-12-08,06:00:00,4.319,V ugm-3 (FIDAS),3.266,V ugm-3 (Ref.eq)
2021-12-08,07:00:00,5.601,V ugm-3 (FIDAS),3.805,V ugm-3 (Ref.eq)
2021-12-08,08:00:00,7.128,V ugm-3 (FIDAS),4.793,V ugm-3 (Ref.eq)
2021-12-08,09:00:00,8.526,V ugm-3 (FIDAS),6.294,V ugm-3 (Ref.eq)
2021-12-08,10:00:00,14.655,V ugm-3 (FIDAS),7.543,V ugm-3 (Ref.eq)
2021-12-08,11:00:00,11.995,V ugm-3 (FIDAS),6.724,V ugm-3 (Ref.eq)
2021-12-08,12:00:00,13.475,V ugm-3 (FIDAS),6.621,V ugm-3 (Ref.eq)
2021-12-08,13:00:00,11.368,V ugm-3 (FIDAS),5.632,V ugm-3 (Ref.eq)
2021-12-08,14:00:00,10.449,V ugm-3 (FIDAS),6.262,V ugm-3 (Ref.eq)
2021-12-08,15:00:00,10.088,V ugm-3 (FIDAS),5.059,V ugm-3 (Ref.eq)
2021-12-08,16:00:00,5.717,V ugm-3 (FIDAS),3.223,V ugm-3 (Ref.eq)
2021-12-08,17:00:00,7.642,V ugm-3 (FIDAS),4.623,V ugm-3 (Ref.eq)
2021-12-08,18:00:00,8.996,V ugm-3 (FIDAS),6.061,V ugm-3 (Ref.eq)
2021-12-08,19:00:00,6.187,V ugm-3 (FIDAS),4.523,V ugm-3 (Ref.eq)
2021-12-08,20:00:00,6.674,V ugm-3 (FIDAS),5.533,V ugm-3 (Ref.eq)
2021-12-08,21:00:00,6.586,V ugm-3 (FIDAS),5.493,V ugm-3 (Ref.eq)
2021-12-08,22:00:00,5.481,V ugm-3 (FIDAS),4.34,V ugm-3 (Ref.eq)
2021-12-08,23:00:00,5.374,V ugm-3 (FIDAS),4.213,V ugm-3 (Ref.eq)
2021-12-08,24:00:00,6.127,V ugm-3 (FIDAS),4.769,V ugm-3 (Ref.eq)
2021-12-09,01:00:00,5.273,V ugm-3 (FIDAS),4.111,V ugm-3 (Ref.eq)
2021-12-09,02:00:00,3.463,V ugm-3 (FIDAS),2.227,V ugm-3 (Ref.eq)
2021-12-09,03:00:00,3.257,V ugm-3 (FIDAS),2.092,V ugm-3 (Ref.eq)
2021-12-09,04:00:00,4.004,V ugm-3 (FIDAS),2.391,V ugm-3 (Ref.eq)
2021-12-09,05:00:00,4.406,V ugm-3 (FIDAS),2.752,V ugm-3 (Ref.eq)
2021-12-09,06:00:00,4.725,V ugm-3 (FIDAS),3.243,V ugm-3 (Ref.eq)
2021-12-09,07:00:00,6.885,V ugm-3 (FIDAS),4.325,V ugm-3 (Ref.eq)
2021-12-09,08:00:00,8.423,V ugm-3 (FIDAS),5.566,V ugm-3 (Ref.eq)
2021-12-09,09:00:00,9.258,V ugm-3 (FIDAS),5.277,V ugm-3 (Ref.eq)
2021-12-09,10:00:00,12.252,V ugm-3 (FIDAS),5.312,V ugm-3 (Ref.eq)
2021-12-09,11:00:00,15.393,V ugm-3 (FIDAS),6.372,V ugm-3 (Ref.eq)
2021-12-09,12:00:00,16.55,V ugm-3 (FIDAS),5.96,V ugm-3 (Ref.eq)
2021-12-09,13:00:00,17.095,V ugm-3 (FIDAS),6.653,V ugm-3 (Ref.eq)
2021-12-09,14:00:00,16.108,V ugm-3 (FIDAS),6.113,V ugm-3 (Ref.eq)
2021-12-09,15:00:00,14.2,V ugm-3 (FIDAS),6.18,V ugm-3 (Ref.eq)
2021-12-09,16:00:00,11.402,V ugm-3 (FIDAS),5.359,V ugm-3 (Ref.eq)
2021-12-09,17:00:00,10.954,V ugm-3 (FIDAS),5.662,V ugm-3 (Ref.eq)
2021-12-09,18:00:00,13.35,V ugm-3 (FIDAS),7.336,V ugm-3 (Ref.eq)
2021-12-09,19:00:00,8.758,V ugm-3 (FIDAS),5.215,V ugm-3 (Ref.eq)
2021-12-09,20:00:00,5.636,V ugm-3 (FIDAS),3.553,V ugm-3 (Ref.eq)
2021-12-09,21:00:00,6.044,V ugm-3 (FIDAS),3.398,V ugm-3 (Ref.eq)
2021-12-09,22:00:00,9.116,V ugm-3 (FIDAS),4.937,V ugm-3 (Ref.eq)
2021-12-09,23:00:00,6.323,V ugm-3 (FIDAS),3.32,V ugm-3 (Ref.eq)
2021-12-09,24:00:00,3.423,V ugm-3 (FIDAS),1.655,V ugm-3 (Ref.eq)
2021-12-10,01:00:00,3.525,V ugm-3 (FIDAS),1.814,V ugm-3 (Ref.eq)
2021-12-10,02:00:00,4.496,V ugm-3 (FIDAS),2.108,V ugm-3 (Ref.eq)
2021-12-10,03:00:00,7.169,V ugm-3 (FIDAS),2.963,V ugm-3 (Ref.eq)
2021-12-10,04:00:00,6.592,V ugm-3 (FIDAS),3.24,V ugm-3 (Ref.eq)
2021-12-10,05:00:00,6.014,V ugm-3 (FIDAS),2.753,V ugm-3 (Ref.eq)
2021-12-10,06:00:00,3.844,V ugm-3 (FIDAS),1.761,V ugm-3 (Ref.eq)
2021-12-10,07:00:00,4.016,V ugm-3 (FIDAS),1.586,V ugm-3 (Ref.eq)
