Date,Time,PM10 (µg/m3),PM2.5 (µg/m3),Datetime
2020-01-01,01,42.108,36.451,2020-01-01 01:00:00
2020-01-01,02,50.075,42.477,2020-01-01 02:00:00
2020-01-01,03,51.868,45.227,2020-01-01 03:00:00
2020-01-01,04,28.91,25.177,2020-01-01 04:00:00
2020-01-01,05,21.615,18.639,2020-01-01 05:00:00
2020-01-01,06,18.923,16.307,2020-01-01 06:00:00
2020-01-01,07,17.783,15.396,2020-01-01 07:00:00
2020-01-01,08,15.52,12.936,2020-01-01 08:00:00
2020-01-01,09,14.625,11.724,2020-01-01 09:00:00
2020-01-01,10,14.115,11.866,2020-01-01 10:00:00
2020-01-01,11,15.835,13.113,2020-01-01 11:00:00
2020-01-01,12,17.698,14.455,2020-01-01 12:00:00
2020-01-01,13,19.35,16.297,2020-01-01 13:00:00
2020-01-01,14,22.585,17.797,2020-01-01 14:00:00
2020-01-01,15,21.063,16.986,2020-01-01 15:00:00
2020-01-01,16,22.078,17.854,2020-01-01 16:00:00
2020-01-01,17,25.178,20.781,2020-01-01 17:00:00
2020-01-01,18,24.905,20.84,2020-01-01 18:00:00
2020-01-01,19,21.965,18.425,2020-01-01 19:00:00
2020-01-01,20,21.883,17.811,2020-01-01 20:00:00
2020-01-01,21,23.033,19.014,2020-01-01 21:00:00
2020-01-01,22,22.698,19.184,2020-01-01 22:00:00
2020-01-01,23,24.19,20.019,2020-01-01 23:00:00
2020-01-01,00,20.643,16.748,2020-01-01 00:00:00
2020-01-02,01,12.495,8.877,2020-01-02 01:00:00
2020-01-02,02,10.813,6.392,2020-01-02 02:00:00
2020-01-02,03,11.485,6.666,2020-01-02 03:00:00
2020-01-02,04,12.908,6.747,2020-01-02 04:00:00
2020-01-02,05,13.688,7.205,2020-01-02 05:00:00
2020-01-02,06,15.735,7.838,2020-01-02 06:00:00
2020-01-02,07,15.89,7.716,2020-01-02 07:00:00
2020-01-02,08,12.482,5.956,2020-01-02 08:00:00
2020-01-02,09,10.001,4.783,2020-01-02 09:00:00
2020-01-02,10,9.257,4.159,2020-01-02 10:00:00
2020-01-02,11,11.455,5.194,2020-01-02 11:00:00
2020-01-02,12,11.353,5.082,2020-01-02 12:00:00
2020-01-02,13,6.49,3.184,2020-01-02 13:00:00
2020-01-02,14,2.473,1.323,2020-01-02 14:00:00
2020-01-02,15,4.326,2.661,2020-01-02 15:00:00
2020-01-02,16,5.718,2.953,2020-01-02 16:00:00
2020-01-02,17,4.122,2.508,2020-01-02 17:00:00
2020-01-02,18,4.008,2.479,2020-01-02 18:00:00
2020-01-02,19,4.409,2.78,2020-01-02 19:00:00
2020-01-02,20,4.863,3.32,2020-01-02 20:00:00
2020-01-02,21,4.546,3.218,2020-01-02 21:00:00
2020-01-02,22,3.789,2.521,2020-01-02 22:00:00
2020-01-02,23,2.752,1.63,2020-01-02 23:00:00
2020-01-02,00,13.352,6.643,2020-01-02 00:00:00
2020-01-03,01,16.845,8.389,2020-01-03 01:00:00
2020-01-03,02,15.498,7.605,2020-01-03 02:00:00
2020-01-03,03,16.393,7.607,2020-01-03 03:00:00
2020-01-03,04,14.548,6.766,2020-01-03 04:00:00
2020-01-03,05,12.873,6.371,2020-01-03 05:00:00
2020-01-03,06,10.126,5.178,2020-01-03 06:00:00
2020-01-03,07,12.215,5.63,2020-01-03 07:00:00
2020-01-03,08,12.398,5.801,2020-01-03 08:00:00
2020-01-03,09,12.755,6.076,2020-01-03 09:00:00
2020-01-03,10,16.245,7.188,2020-01-03 10:00:00
2020-01-03,11,13.62,5.829,2020-01-03 11:00:00
2020-01-03,12,13.923,5.135,2020-01-03 12:00:00
2020-01-03,13,10.157,4.255,2020-01-03 13:00:00
2020-01-03,14,11.395,5.073,2020-01-03 14:00:00
2020-01-03,15,11.728,5.48,2020-01-03 15:00:00
2020-01-03,16,13.723,6.024,2020-01-03 16:00:00
2020-01-03,17,11.915,5.471,2020-01-03 17:00:00
2020-01-03,18,13.768,6.257,2020-01-03 18:00:00
2020-01-03,19,18.288,8.243,2020-01-03 19:00:00
2020-01-03,20,9.813,5.215,2020-01-03 20:00:00
2020-01-03,21,10.427,5.492,2020-01-03 21:00:00
2020-01-03,22,7.943,4.513,2020-01-03 22:00:00
2020-01-03,23,9.789,4.995,2020-01-03 23:00:00
2020-01-03,00,11.211,5.521,2020-01-03 00:00:00
2020-01-04,01,14.835,7.212,2020-01-04 01:00:00
2020-01-04,02,10.38,5.429,2020-01-04 02:00:00
2020-01-04,03,9.772,4.796,2020-01-04 03:00:00
2020-01-04,04,9.258,4.546,2020-01-04 04:00:00
2020-01-04,05,9.206,4.357,2020-01-04 05:00:00
2020-01-04,06,8.246,3.997,2020-01-04 06:00:00
2020-01-04,07,6.478,3.442,2020-01-04 07:00:00
2020-01-04,08,8.698,4.202,2020-01-04 08:00:00
2020-01-04,09,10.161,4.778,2020-01-04 09:00:00
2020-01-04,10,9.823,4.381,2020-01-04 10:00:00
2020-01-04,11,8.194,3.848,2020-01-04 11:00:00
2020-01-04,12,4.923,2.527,2020-01-04 12:00:00
2020-01-04,13,4.729,2.134,2020-01-04 13:00:00
2020-01-04,14,8.506,3.965,2020-01-04 14:00:00
2020-01-04,15,7.149,3.451,2020-01-04 15:00:00
2020-01-04,16,6.763,3.45,2020-01-04 16:00:00
2020-01-04,17,5.062,2.859,2020-01-04 17:00:00
2020-01-04,18,5.389,3.214,2020-01-04 18:00:00
2020-01-04,19,5.507,3.383,2020-01-04 19:00:00
2020-01-04,20,5.952,3.467,2020-01-04 20:00:00
2020-01-04,21,7.869,5.345,2020-01-04 21:00:00
2020-01-04,22,7.014,4.905,2020-01-04 22:00:00
2020-01-04,23,7.649,5.868,2020-01-04 23:00:00
2020-01-04,00,7.998,6.089,2020-01-04 00:00:00
2020-01-05,01,7.663,5.475,2020-01-05 01:00:00
2020-01-05,02,7.046,5.23,2020-01-05 02:00:00
2020-01-05,03,9.015,6.217,2020-01-05 03:00:00
2020-01-05,04,7.146,4.922,2020-01-05 04:00:00
2020-01-05,05,6.229,4.268,2020-01-05 05:00:00
2020-01-05,06,5.272,3.441,2020-01-05 06:00:00
2020-01-05,07,4.003,2.769,2020-01-05 07:00:00
2020-01-05,08,2.242,1.387,2020-01-05 08:00:00
2020-01-05,09,4.57,3.01,2020-01-05 09:00:00
2020-01-05,10,4.567,3.085,2020-01-05 10:00:00
2020-01-05,11,4.857,2.944,2020-01-05 11:00:00
2020-01-05,12,5.141,3.081,2020-01-05 12:00:00
2020-01-05,13,3.55,2.039,2020-01-05 13:00:00
2020-01-05,14,3.902,2.211,2020-01-05 14:00:00
2020-01-05,15,2.902,1.983,2020-01-05 15:00:00
2020-01-05,16,3.633,2.186,2020-01-05 16:00:00
2020-01-05,17,4.285,2.718,2020-01-05 17:00:00
2020-01-05,18,4.876,3.299,2020-01-05 18:00:00
2020-01-05,19,4.933,3.435,2020-01-05 19:00:00
2020-01-05,20,6.966,4.494,2020-01-05 20:00:00
2020-01-05,21,9.257,5.165,2020-01-05 21:00:00
2020-01-05,22,9.106,4.877,2020-01-05 22:00:00
2020-01-05,23,8.061,4.454,2020-01-05 23:00:00
2020-01-05,00,4.973,3.656,2020-01-05 00:00:00
2020-01-06,01,3.999,2.632,2020-01-06 01:00:00
2020-01-06,02,4.225,2.191,2020-01-06 02:00:00
2020-01-06,03,4.69,2.4,2020-01-06 03:00:00
2020-01-06,04,3.962,2.117,2020-01-06 04:00:00
2020-01-06,05,3.744,1.663,2020-01-06 05:00:00
2020-01-06,06,3.682,1.805,2020-01-06 06:00:00
2020-01-06,07,5.472,2.52,2020-01-06 07:00:00
2020-01-06,08,5.318,2.821,2020-01-06 08:00:00
2020-01-06,09,7.067,3.802,2020-01-06 09:00:00
2020-01-06,10,9.184,5.207,2020-01-06 10:00:00
2020-01-06,11,5.777,3.815,2020-01-06 11:00:00
2020-01-06,12,2.834,1.867,2020-01-06 12:00:00
2020-01-06,13,4.465,2.534,2020-01-06 13:00:00
2020-01-06,14,4.965,2.917,2020-01-06 14:00:00
2020-01-06,15,10.068,3.992,2020-01-06 15:00:00
2020-01-06,16,15.465,6.691,2020-01-06 16:00:00
2020-01-06,17,15.37,6.86,2020-01-06 17:00:00
2020-01-06,18,13.416,6.789,2020-01-06 18:00:00
2020-01-06,19,16.058,7.49,2020-01-06 19:00:00
2020-01-06,20,18.625,8.525,2020-01-06 20:00:00
2020-01-06,21,19.028,8.476,2020-01-06 21:00:00
2020-01-06,22,15.673,7.193,2020-01-06 22:00:00
2020-01-06,23,17.673,8.101,2020-01-06 23:00:00
2020-01-06,00,18.588,8.938,2020-01-06 00:00:00
2020-01-07,01,21.22,9.792,2020-01-07 01:00:00
2020-01-07,02,20.138,9.774,2020-01-07 02:00:00
2020-01-07,03,20.395,9.167,2020-01-07 03:00:00
2020-01-07,04,16.165,7.746,2020-01-07 04:00:00
2020-01-07,05,14.438,7.348,2020-01-07 05:00:00
2020-01-07,06,12.245,6.552,2020-01-07 06:00:00
2020-01-07,07,10.296,6.287,2020-01-07 07:00:00
2020-01-07,08,9.917,6.731,2020-01-07 08:00:00
2020-01-07,09,10.491,6.766,2020-01-07 09:00:00
2020-01-07,10,5.971,4.026,2020-01-07 10:00:00
2020-01-07,11,6.283,3.963,2020-01-07 11:00:00
2020-01-07,12,5.589,3.591,2020-01-07 12:00:00
2020-01-07,13,6.245,4.202,2020-01-07 13:00:00
2020-01-07,14,6.982,4.339,2020-01-07 14:00:00
2020-01-07,15,5.328,3.288,2020-01-07 15:00:00
2020-01-07,16,4.158,2.62,2020-01-07 16:00:00
2020-01-07,17,4.286,2.482,2020-01-07 17:00:00
2020-01-07,18,6.225,3.304,2020-01-07 18:00:00
2020-01-07,19,4.502,2.658,2020-01-07 19:00:00
2020-01-07,20,20.84,11.275,2020-01-07 20:00:00
2020-01-07,21,27.208,15.46,2020-01-07 21:00:00
2020-01-07,22,25.358,14.038,2020-01-07 22:00:00
2020-01-07,23,16.963,9.397,2020-01-07 23:00:00
2020-01-07,00,16.788,7.691,2020-01-07 00:00:00
2020-01-08,01,23.055,11.512,2020-01-08 01:00:00
2020-01-08,02,17.02,9.065,2020-01-08 02:00:00
2020-01-08,03,15.318,8.347,2020-01-08 03:00:00
2020-01-08,04,11.692,6.721,2020-01-08 04:00:00
2020-01-08,05,16.073,7.683,2020-01-08 05:00:00
2020-01-08,06,12.62,6.297,2020-01-08 06:00:00
2020-01-08,07,12.114,6.23,2020-01-08 07:00:00
2020-01-08,08,12.663,6.436,2020-01-08 08:00:00
2020-01-08,09,13.668,6.698,2020-01-08 09:00:00
2020-01-08,10,9.703,4.558,2020-01-08 10:00:00
2020-01-08,11,11.405,4.873,2020-01-08 11:00:00
2020-01-08,12,7.238,3.801,2020-01-08 12:00:00
2020-01-08,13,10.378,4.496,2020-01-08 13:00:00
2020-01-08,14,11.785,4.909,2020-01-08 14:00:00
2020-01-08,15,12.783,5.434,2020-01-08 15:00:00
2020-01-08,16,7.031,3.364,2020-01-08 16:00:00
2020-01-08,17,6.224,3.363,2020-01-08 17:00:00
2020-01-08,18,6.692,3.287,2020-01-08 18:00:00
2020-01-08,19,5.104,2.785,2020-01-08 19:00:00
2020-01-08,20,7.444,4.886,2020-01-08 20:00:00
2020-01-08,21,8.203,4.787,2020-01-08 21:00:00
2020-01-08,22,9.223,5.274,2020-01-08 22:00:00
2020-01-08,23,11.104,6.404,2020-01-08 23:00:00
2020-01-08,00,13.015,6.921,2020-01-08 00:00:00
2020-01-09,01,11.903,6.353,2020-01-09 01:00:00
2020-01-09,02,10.668,5.642,2020-01-09 02:00:00
2020-01-09,03,9.848,5.296,2020-01-09 03:00:00
2020-01-09,04,9.067,5.206,2020-01-09 04:00:00
2020-01-09,05,9.775,5.775,2020-01-09 05:00:00
2020-01-09,06,9.967,6.269,2020-01-09 06:00:00
2020-01-09,07,11.115,6.915,2020-01-09 07:00:00
2020-01-09,08,10.455,7.02,2020-01-09 08:00:00
2020-01-09,09,7.104,4.69,2020-01-09 09:00:00
2020-01-09,10,4.31,2.848,2020-01-09 10:00:00
2020-01-09,11,3.514,2.36,2020-01-09 11:00:00
2020-01-09,12,2.894,1.884,2020-01-09 12:00:00
2020-01-09,13,3.907,2.324,2020-01-09 13:00:00
2020-01-09,14,3.736,1.931,2020-01-09 14:00:00
2020-01-09,15,3.755,2.336,2020-01-09 15:00:00
2020-01-09,16,6.792,4.205,2020-01-09 16:00:00
2020-01-09,17,10.583,7.455,2020-01-09 17:00:00
2020-01-09,18,13.568,8.83,2020-01-09 18:00:00
2020-01-09,19,15.288,11.153,2020-01-09 19:00:00
2020-01-09,20,13.823,10.91,2020-01-09 20:00:00
2020-01-09,21,16.403,12.901,2020-01-09 21:00:00
2020-01-09,22,20.743,17.198,2020-01-09 22:00:00
2020-01-09,23,23.37,19.439,2020-01-09 23:00:00
2020-01-09,00,22.34,19.139,2020-01-09 00:00:00
2020-01-10,01,20.04,17.033,2020-01-10 01:00:00
2020-01-10,02,19.628,17.151,2020-01-10 02:00:00
2020-01-10,03,20.11,16.783,2020-01-10 03:00:00
2020-01-10,04,15.613,13.488,2020-01-10 04:00:00
2020-01-10,05,14.495,12.368,2020-01-10 05:00:00
2020-01-10,06,14.34,11.554,2020-01-10 06:00:00
2020-01-10,07,14.915,11.788,2020-01-10 07:00:00
2020-01-10,08,15.22,12.191,2020-01-10 08:00:00
2020-01-10,09,18.533,14.755,2020-01-10 09:00:00
2020-01-10,10,21.998,16.009,2020-01-10 10:00:00
2020-01-10,11,22.83,16.781,2020-01-10 11:00:00
2020-01-10,12,22.665,14.734,2020-01-10 12:00:00
2020-01-10,13,17.58,7.002,2020-01-10 13:00:00
2020-01-10,14,13.113,5.637,2020-01-10 14:00:00
2020-01-10,15,9.925,4.606,2020-01-10 15:00:00
2020-01-10,16,9.297,4.456,2020-01-10 16:00:00
2020-01-10,17,9.983,5.083,2020-01-10 17:00:00
2020-01-10,18,9.657,5.028,2020-01-10 18:00:00
2020-01-10,19,9.476,5.709,2020-01-10 19:00:00
2020-01-10,20,4.112,2.763,2020-01-10 20:00:00
2020-01-10,21,3.641,2.829,2020-01-10 21:00:00
2020-01-10,22,4.902,3.365,2020-01-10 22:00:00
2020-01-10,23,7.176,4.333,2020-01-10 23:00:00
2020-01-10,00,7.858,5.154,2020-01-10 00:00:00
2020-01-11,01,10.174,6.093,2020-01-11 01:00:00
2020-01-11,02,10.219,6.24,2020-01-11 02:00:00
2020-01-11,03,7.71,5.018,2020-01-11 03:00:00
2020-01-11,04,5.715,3.741,2020-01-11 04:00:00
2020-01-11,05,4.986,3.239,2020-01-11 05:00:00
2020-01-11,06,4.152,2.667,2020-01-11 06:00:00
2020-01-11,07,4.37,2.732,2020-01-11 07:00:00
2020-01-11,08,4.539,2.695,2020-01-11 08:00:00
2020-01-11,09,4.844,2.942,2020-01-11 09:00:00
2020-01-11,10,3.571,2.307,2020-01-11 10:00:00
2020-01-11,11,3.752,2.507,2020-01-11 11:00:00
2020-01-11,12,6.014,4.834,2020-01-11 12:00:00
2020-01-11,13,1.484,0.819,2020-01-11 13:00:00
2020-01-11,14,2.231,1.122,2020-01-11 14:00:00
2020-01-11,15,1.93,1.233,2020-01-11 15:00:00
2020-01-11,16,3.348,1.701,2020-01-11 16:00:00
2020-01-11,17,3.274,1.86,2020-01-11 17:00:00
2020-01-11,18,5.514,3.776,2020-01-11 18:00:00
2020-01-11,19,4.607,3.003,2020-01-11 19:00:00
2020-01-11,20,6.36,3.617,2020-01-11 20:00:00
2020-01-11,21,9.614,5.355,2020-01-11 21:00:00
2020-01-11,22,8.881,4.882,2020-01-11 22:00:00
2020-01-11,23,7.761,4.108,2020-01-11 23:00:00
2020-01-11,00,6.11,3.437,2020-01-11 00:00:00
2020-01-12,01,8.006,4.02,2020-01-12 01:00:00
2020-01-12,02,7.496,4.012,2020-01-12 02:00:00
2020-01-12,03,6.528,3.623,2020-01-12 03:00:00
2020-01-12,04,7.32,4.221,2020-01-12 04:00:00
2020-01-12,05,7.931,4.276,2020-01-12 05:00:00
2020-01-12,06,9.386,5.412,2020-01-12 06:00:00
2020-01-12,07,7.671,4.897,2020-01-12 07:00:00
2020-01-12,08,7.824,5.225,2020-01-12 08:00:00
2020-01-12,09,4.342,2.759,2020-01-12 09:00:00
2020-01-12,10,6.974,2.124,2020-01-12 10:00:00
2020-01-12,11,18.642,3.518,2020-01-12 11:00:00
2020-01-12,12,7.999,2.423,2020-01-12 12:00:00
2020-01-12,13,7.758,3.216,2020-01-12 13:00:00
2020-01-12,14,6.491,2.667,2020-01-12 14:00:00
2020-01-12,15,4.937,2.396,2020-01-12 15:00:00
2020-01-12,16,7.439,3.342,2020-01-12 16:00:00
2020-01-12,17,6.951,2.976,2020-01-12 17:00:00
2020-01-12,18,10.057,5.443,2020-01-12 18:00:00
2020-01-12,19,10.697,4.857,2020-01-12 19:00:00
2020-01-12,20,10.938,4.816,2020-01-12 20:00:00
2020-01-12,21,10.272,5.489,2020-01-12 21:00:00
2020-01-12,22,13.593,6.765,2020-01-12 22:00:00
2020-01-12,23,10.859,5.516,2020-01-12 23:00:00
2020-01-12,00,10.441,5.552,2020-01-12 00:00:00
2020-01-13,01,8.501,4.328,2020-01-13 01:00:00
2020-01-13,02,8.029,3.916,2020-01-13 02:00:00
2020-01-13,03,7.102,3.65,2020-01-13 03:00:00
2020-01-13,04,6.368,3.233,2020-01-13 04:00:00
2020-01-13,05,6.092,3.121,2020-01-13 05:00:00
2020-01-13,06,6.228,2.963,2020-01-13 06:00:00
2020-01-13,07,7.451,3.191,2020-01-13 07:00:00
2020-01-13,08,8.008,3.53,2020-01-13 08:00:00
2020-01-13,09,8.7,4.07,2020-01-13 09:00:00
2020-01-13,10,10.889,4.821,2020-01-13 10:00:00
2020-01-13,11,6.713,3.711,2020-01-13 11:00:00
2020-01-13,12,5.571,2.767,2020-01-13 12:00:00
2020-01-13,13,6.092,3.101,2020-01-13 13:00:00
2020-01-13,14,5.611,3.029,2020-01-13 14:00:00
2020-01-13,15,2.494,1.494,2020-01-13 15:00:00
2020-01-13,16,1.741,0.995,2020-01-13 16:00:00
2020-01-13,17,1.951,1.153,2020-01-13 17:00:00
2020-01-13,18,8.924,4.528,2020-01-13 18:00:00
2020-01-13,19,11.788,6.256,2020-01-13 19:00:00
2020-01-13,20,12.233,6.648,2020-01-13 20:00:00
2020-01-13,21,19.345,10.931,2020-01-13 21:00:00
2020-01-13,22,13.639,7.436,2020-01-13 22:00:00
2020-01-13,23,12.375,6.367,2020-01-13 23:00:00
2020-01-13,00,11.472,5.621,2020-01-13 00:00:00
2020-01-14,01,14.323,6.948,2020-01-14 01:00:00
2020-01-14,02,14.788,7.293,2020-01-14 02:00:00
2020-01-14,03,14.615,7.237,2020-01-14 03:00:00
2020-01-14,04,15.125,7.301,2020-01-14 04:00:00
2020-01-14,05,13.385,6.405,2020-01-14 05:00:00
2020-01-14,06,13.253,6.309,2020-01-14 06:00:00
2020-01-14,07,12.333,6.083,2020-01-14 07:00:00
2020-01-14,08,14.255,6.47,2020-01-14 08:00:00
2020-01-14,09,12.673,5.845,2020-01-14 09:00:00
2020-01-14,10,9.793,5.059,2020-01-14 10:00:00
2020-01-14,11,9.577,4.839,2020-01-14 11:00:00
2020-01-14,12,9.068,4.243,2020-01-14 12:00:00
2020-01-14,13,7.003,3.322,2020-01-14 13:00:00
2020-01-14,14,4.438,2.583,2020-01-14 14:00:00
2020-01-14,15,4.221,1.799,2020-01-14 15:00:00
2020-01-14,16,3.42,1.439,2020-01-14 16:00:00
2020-01-14,17,3.861,1.817,2020-01-14 17:00:00
2020-01-14,18,4.431,2.567,2020-01-14 18:00:00
2020-01-14,19,6.937,3.146,2020-01-14 19:00:00
2020-01-14,20,8.188,3.832,2020-01-14 20:00:00
2020-01-14,21,8.274,3.841,2020-01-14 21:00:00
2020-01-14,22,9.451,4.654,2020-01-14 22:00:00
2020-01-14,23,10.577,4.887,2020-01-14 23:00:00
2020-01-14,00,11.938,5.445,2020-01-14 00:00:00
2020-01-15,01,12.428,5.836,2020-01-15 01:00:00
2020-01-15,02,11.983,5.58,2020-01-15 02:00:00
2020-01-15,03,12.695,6.044,2020-01-15 03:00:00
2020-01-15,04,12.225,5.875,2020-01-15 04:00:00
2020-01-15,05,11.455,5.464,2020-01-15 05:00:00
2020-01-15,06,12.02,5.797,2020-01-15 06:00:00
2020-01-15,07,13.3,6.346,2020-01-15 07:00:00
2020-01-15,08,14.83,6.627,2020-01-15 08:00:00
2020-01-15,09,13.228,6.104,2020-01-15 09:00:00
2020-01-15,10,13.608,5.787,2020-01-15 10:00:00
2020-01-15,11,17.123,7.486,2020-01-15 11:00:00
2020-01-15,12,18.058,8.058,2020-01-15 12:00:00
2020-01-15,13,19.105,8.468,2020-01-15 13:00:00
2020-01-15,14,17.723,8.123,2020-01-15 14:00:00
2020-01-15,15,16.3,8.413,2020-01-15 15:00:00
2020-01-15,16,14.68,7.536,2020-01-15 16:00:00
2020-01-15,17,15.178,7.373,2020-01-15 17:00:00
2020-01-15,18,14.043,7.123,2020-01-15 18:00:00
2020-01-15,19,16.273,8.324,2020-01-15 19:00:00
2020-01-15,20,13.268,6.817,2020-01-15 20:00:00
2020-01-15,21,13.638,6.585,2020-01-15 21:00:00
2020-01-15,22,13.243,6.682,2020-01-15 22:00:00
2020-01-15,23,11.735,5.792,2020-01-15 23:00:00
2020-01-15,00,13.038,5.88,2020-01-15 00:00:00
2020-01-16,01,11.428,5.872,2020-01-16 01:00:00
2020-01-16,02,11.673,5.687,2020-01-16 02:00:00
2020-01-16,03,10.104,4.749,2020-01-16 03:00:00
2020-01-16,04,10.854,4.949,2020-01-16 04:00:00
2020-01-16,05,8.436,4.329,2020-01-16 05:00:00
2020-01-16,06,4.358,2.577,2020-01-16 06:00:00
2020-01-16,07,3.113,1.78,2020-01-16 07:00:00
2020-01-16,08,7.75,4.129,2020-01-16 08:00:00
2020-01-16,09,10.383,5.109,2020-01-16 09:00:00
2020-01-16,10,7.297,3.839,2020-01-16 10:00:00
2020-01-16,11,7.211,3.849,2020-01-16 11:00:00
2020-01-16,12,9.67,4.801,2020-01-16 12:00:00
2020-01-16,13,9.758,4.867,2020-01-16 13:00:00
2020-01-16,14,9.506,4.836,2020-01-16 14:00:00
2020-01-16,15,9.012,5.19,2020-01-16 15:00:00
2020-01-16,16,6.023,3.2,2020-01-16 16:00:00
2020-01-16,17,2.045,1.1,2020-01-16 17:00:00
2020-01-16,18,2.856,1.649,2020-01-16 18:00:00
2020-01-16,19,9.406,5.268,2020-01-16 19:00:00
2020-01-16,20,7.545,4.001,2020-01-16 20:00:00
2020-01-16,21,8.055,3.678,2020-01-16 21:00:00
2020-01-16,22,11.38,5.442,2020-01-16 22:00:00
2020-01-16,23,11.055,5.226,2020-01-16 23:00:00
2020-01-16,00,11.165,5.378,2020-01-16 00:00:00
2020-01-17,01,10.89,5.269,2020-01-17 01:00:00
2020-01-17,02,13.598,6.014,2020-01-17 02:00:00
2020-01-17,03,11.95,5.724,2020-01-17 03:00:00
2020-01-17,04,11.065,5.387,2020-01-17 04:00:00
2020-01-17,05,12.03,5.427,2020-01-17 05:00:00
2020-01-17,06,10.513,5.384,2020-01-17 06:00:00
2020-01-17,07,11.158,5.238,2020-01-17 07:00:00
2020-01-17,08,11.605,5.706,2020-01-17 08:00:00
2020-01-17,09,12.378,6.027,2020-01-17 09:00:00
2020-01-17,10,13.238,5.886,2020-01-17 10:00:00
2020-01-17,11,12.725,5.596,2020-01-17 11:00:00
2020-01-17,12,14.945,5.904,2020-01-17 12:00:00
2020-01-17,13,15.293,5.875,2020-01-17 13:00:00
2020-01-17,14,14.135,5.908,2020-01-17 14:00:00
2020-01-17,15,9.508,3.298,2020-01-17 15:00:00
2020-01-17,16,15.851,5.178,2020-01-17 16:00:00
2020-01-17,17,19.438,5.775,2020-01-17 17:00:00
2020-01-17,18,14.48,7.341,2020-01-17 18:00:00
2020-01-17,19,14.85,9.366,2020-01-17 19:00:00
2020-01-17,20,12.355,7.899,2020-01-17 20:00:00
2020-01-17,21,9.141,5.151,2020-01-17 21:00:00
2020-01-17,22,13.31,7.433,2020-01-17 22:00:00
2020-01-17,23,11.678,5.515,2020-01-17 23:00:00
2020-01-17,00,12.338,5.456,2020-01-17 00:00:00
2020-01-18,01,11.373,5.349,2020-01-18 01:00:00
2020-01-18,02,5.634,2.878,2020-01-18 02:00:00
2020-01-18,03,3.929,2.092,2020-01-18 03:00:00
2020-01-18,04,5.406,2.566,2020-01-18 04:00:00
2020-01-18,05,6.476,3.175,2020-01-18 05:00:00
2020-01-18,06,6.468,3.001,2020-01-18 06:00:00
2020-01-18,07,5.013,2.441,2020-01-18 07:00:00
2020-01-18,08,6.381,2.224,2020-01-18 08:00:00
2020-01-18,09,12.433,3.103,2020-01-18 09:00:00
2020-01-18,10,5.219,1.864,2020-01-18 10:00:00
2020-01-18,11,8.986,2.657,2020-01-18 11:00:00
2020-01-18,12,7.023,3.173,2020-01-18 12:00:00
2020-01-18,13,7.375,3.264,2020-01-18 13:00:00
2020-01-18,14,6.828,2.964,2020-01-18 14:00:00
2020-01-18,15,6.911,3.452,2020-01-18 15:00:00
2020-01-18,16,8.131,3.984,2020-01-18 16:00:00
2020-01-18,17,11.218,5.189,2020-01-18 17:00:00
2020-01-18,18,11.49,6.0,2020-01-18 18:00:00
2020-01-18,19,19.588,12.44,2020-01-18 19:00:00
2020-01-18,20,17.353,10.737,2020-01-18 20:00:00
2020-01-18,21,13.615,7.603,2020-01-18 21:00:00
2020-01-18,22,19.71,13.007,2020-01-18 22:00:00
2020-01-18,23,16.032,9.012,2020-01-18 23:00:00
2020-01-18,00,15.005,9.147,2020-01-18 00:00:00
2020-01-19,01,12.208,7.763,2020-01-19 01:00:00
2020-01-19,02,13.988,8.683,2020-01-19 02:00:00
2020-01-19,03,11.78,8.099,2020-01-19 03:00:00
2020-01-19,04,10.808,7.673,2020-01-19 04:00:00
2020-01-19,05,11.52,7.758,2020-01-19 05:00:00
2020-01-19,06,12.598,8.103,2020-01-19 06:00:00
2020-01-19,07,12.64,8.758,2020-01-19 07:00:00
2020-01-19,08,10.807,7.533,2020-01-19 08:00:00
2020-01-19,09,13.248,9.632,2020-01-19 09:00:00
2020-01-19,10,12.985,9.602,2020-01-19 10:00:00
2020-01-19,11,13.268,9.382,2020-01-19 11:00:00
2020-01-19,12,14.65,9.984,2020-01-19 12:00:00
2020-01-19,13,15.363,10.778,2020-01-19 13:00:00
2020-01-19,14,11.408,5.334,2020-01-19 14:00:00
2020-01-19,15,9.349,4.634,2020-01-19 15:00:00
2020-01-19,16,8.641,4.121,2020-01-19 16:00:00
2020-01-19,17,9.479,4.325,2020-01-19 17:00:00
2020-01-19,18,11.273,5.763,2020-01-19 18:00:00
2020-01-19,19,12.75,6.938,2020-01-19 19:00:00
2020-01-19,20,13.075,7.905,2020-01-19 20:00:00
2020-01-19,21,13.86,8.487,2020-01-19 21:00:00
2020-01-19,22,14.835,9.152,2020-01-19 22:00:00
2020-01-19,23,13.02,8.73,2020-01-19 23:00:00
2020-01-19,00,13.465,8.474,2020-01-19 00:00:00
2020-01-20,01,13.065,8.064,2020-01-20 01:00:00
2020-01-20,02,13.548,8.158,2020-01-20 02:00:00
2020-01-20,03,16.66,10.149,2020-01-20 03:00:00
2020-01-20,04,15.008,8.985,2020-01-20 04:00:00
2020-01-20,05,15.04,9.403,2020-01-20 05:00:00
2020-01-20,06,13.575,7.886,2020-01-20 06:00:00
2020-01-20,07,15.898,8.528,2020-01-20 07:00:00
2020-01-20,08,14.785,8.451,2020-01-20 08:00:00
2020-01-20,09,15.955,9.293,2020-01-20 09:00:00
